scan_time;kick_off;home;away;league;country;tip;odds_open;odds_close;change_pct;late_conc;dc_ratio;rise_start;n_snaps;n_changes;max_move_pct;signal;status;result;profit_loss;notes
2026-03-16 09:03:23;19:30;Aldosivi;Huracan;Liga Profesional;Argentina;1;3.36;3.51;4.46;0.276;0.143;early;314;7;2.08;CORRECTION_UP;pending;;;
2026-03-16 09:03:23;01:00;Dendele;Loud;Kings League - Brazil;Brazil;1;1.98;2.05;3.54;0.0;0.0;early;103;1;3.54;CORRECTION_UP;pending;;;
2026-03-16 09:03:23;20:00;Spezia;Empoli;Serie B;Italy;1;2.28;2.55;11.84;0.0;0.167;early;103;6;11.4;CORRECTION_UP;pending;;;
2026-03-16 09:03:23;20:00;Almere City;Waalwijk;Eerste Divisie;Netherlands;1;1.97;2.18;10.66;0.0;0.2;early;103;5;5.58;CORRECTION_UP;pending;;;
2026-03-16 09:03:23;20:45;AFC Wimbledon;Leyton Orient;League One;England;2;2.9;3.26;12.41;0.0;0.0;early;103;4;7.59;CORRECTION_UP;pending;;;
2026-03-16 09:03:23;20:45;Blackpool;Port Vale;League One;England;2;3.15;3.87;22.86;0.0;0.0;early;103;4;18.73;CORRECTION_UP;pending;;;
2026-03-16 09:03:23;20:45;Luton;Exeter;League One;England;X;3.65;3.87;6.03;0.0;0.0;early;103;3;3.29;CORRECTION_UP;pending;;;
2026-03-16 09:03:23;20:45;Peterborough;Rotherham;League One;England;1;1.92;2.27;18.23;0.2;0.0;early;103;5;13.02;CORRECTION_UP;pending;;;
2026-03-16 09:03:23;20:45;Walsall;Cambridge Utd;League Two;England;X;3.15;3.27;3.81;0.269;0.167;early;103;6;3.17;CORRECTION_UP;pending;;;
2026-03-16 09:03:23;20:45;Peterborough Sports;Marine;National League North;England;2;2.48;3.0;20.97;0.111;0.143;early;80;7;19.35;CORRECTION_UP;pending;;;
2026-03-16 09:03:23;20:45;Maidenhead;Ebbsfleet;National League South;England;X;3.13;3.66;16.93;0.0;0.0;early;80;4;7.35;CORRECTION_UP;pending;;;
2026-03-16 09:03:23;20:45;Gainsborough;Hyde;NPL Premier Division;England;X;3.6;3.8;5.56;0.3;0.0;early;59;2;3.89;CORRECTION_UP;pending;;;
