scan_time;kick_off;home;away;league;country;tip;odds_open;odds_close;change_pct;late_conc;dc_ratio;rise_start;n_snaps;n_changes;max_move_pct;signal;status;result;profit_loss;notes
2026-03-15 23:56:19;22:00;Gremio W;Fluminense W;Brasileiro Women;Brazil;X;3.25;3.7;13.85;0.0;0.0;early;141;1;13.85;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;22:30;San Lorenzo;Defensa y Justicia;Liga Profesional;Argentina;X;3.0;3.05;1.67;0.0;0.0;early;153;1;1.67;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;02:30;UMECIT;Union Cocle;LPF;Panama;1;2.06;2.1;1.94;0.0;0.0;early;99;2;0.97;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;18:00;FCSB;UTA Arad;Superliga;Romania;X;3.6;3.85;6.94;0.2;0.0;early;98;3;4.17;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;20:30;RB Leipzig;Hoffenheim;Bundesliga;Germany;2;3.6;3.74;3.89;0.0;0.0;early;98;1;3.89;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;20:45;Genoa;Udinese;Serie A;Italy;1;2.21;2.25;1.81;0.0;0.0;early;98;1;1.81;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;20:45;Genoa;Udinese;Serie A;Italy;X;3.2;3.27;2.19;0.0;0.0;early;98;1;2.19;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;22:00;Fluxo;Nyvelados;Kings League - Brazil;Brazil;1;3.84;3.95;2.86;0.0;0.0;early;122;1;2.86;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;20:45;Walsall;Cambridge Utd;League Two;England;1;3.25;3.9;20.0;0.0;0.0;early;68;3;10.77;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;01:30;Chapecoense-SC;Corinthians;Serie A Betano;Brazil;2;2.36;2.41;2.12;0.0;0.0;early;66;3;0.85;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;19:00;Quevilly Rouen;Dijon;National;France;X;3.32;3.47;4.52;0.0;0.0;early;56;3;3.01;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;19:30;Villefranche;Le Puy-en-Velay;National;France;1;3.51;3.56;1.42;0.0;0.0;early;56;1;1.42;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;19:30;Al Sailiya;Al-Shahaniya;QSL;Qatar;2;2.5;2.52;0.8;0.0;0.0;early;55;1;0.8;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;20:00;Pau FC;Montpellier;Ligue 2;France;1;2.52;2.6;3.17;0.0;0.0;early;55;2;1.98;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;20:00;Boulogne;Nancy;Ligue 2;France;2;2.93;3.2;9.22;0.0;0.0;early;55;3;6.83;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;21:00;Galway;Waterford;Premier Division;Ireland;1;1.86;1.88;1.08;0.0;0.0;early;108;2;0.54;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;20:45;Cobh Ramblers;Bray;Division 1;Ireland;X;3.77;3.82;1.33;0.0;0.0;early;53;1;1.33;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;20:45;Kerry;Finn Harps;Division 1;Ireland;2;3.33;3.37;1.2;0.0;0.0;early;53;2;0.9;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;20:45;Treaty United;Athlone;Division 1;Ireland;X;3.51;3.57;1.71;0.0;0.0;early;53;2;1.14;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;23:00;Orsomarso;Real Santander;Primera B;Colombia;1;1.71;1.93;12.87;0.0;0.0;early;100;3;9.36;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;22:00;Avai;Figueirense;Recopa Catarinense;Brazil;1;1.52;1.99;30.92;0.082;0.143;early;93;7;23.68;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;01:00;Ventura County;St. Louis City 2;MLS Next Pro;USA;1;3.21;3.51;9.35;0.2;0.0;early;82;3;3.74;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;01:30;Austin FC II;North Texas;MLS Next Pro;USA;1;1.78;1.83;2.81;0.0;0.0;early;82;3;1.12;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;12:30;FC L'escala;CF Badalona;Tercera RFEF - Group 5;Spain;X;3.2;3.33;4.06;0.118;0.167;early;55;6;1.56;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;12:30;FC L'escala;CF Badalona;Tercera RFEF - Group 5;Spain;2;1.93;1.95;1.04;0.0;0.0;early;55;1;1.04;CORRECTION_UP;pending;;;
2026-03-15 23:56:19;16:00;Amal Tiznit;Stade Marocain;Botola 2;Morocco;X;2.84;3.11;9.51;0.034;0.2;early;76;5;7.39;CORRECTION_UP;pending;;;
