scan_time;kick_off;home;away;league;country;tip;odds_open;odds_close;change_pct;late_conc;dc_ratio;rise_start;n_snaps;n_changes;max_move_pct;signal;status;result;profit_loss;notes
2026-03-14 23:34:33;22:30;Universidad Central;Estudiantes Merida;Liga FUTVE;Venezuela;1;1.57;1.81;15.29;0.281;0.231;early;198;13;12.74;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;10:15;Zizkov;Opava;ChNL;Czech Republic;1;2.52;2.6;3.17;0.0;0.143;early;147;7;7.94;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;12:00;Kapaz;Turan Tovuz;Premier League;Azerbaijan;X;3.26;3.65;11.96;0.047;0.214;early;147;14;8.59;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;13:00;Naestved;Vendsyssel;2nd Division;Denmark;1;2.23;2.5;12.11;0.0;0.0;early;147;4;6.28;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;14:00;Marko;Panionios;Super League 2;Greece;2;2.18;2.7;23.85;0.0;0.0;early;147;4;15.14;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;14:00;PAE Chania;Athens Kallithea;Super League 2;Greece;X;2.98;3.0;0.67;0.0;0.0;early;147;1;0.67;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;14:30;Ostrava B;Taborsko;ChNL;Czech Republic;2;2.6;2.96;13.85;0.048;0.167;early;147;6;8.85;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;17:00;LKS Lodz;Odra Opole;Division 1;Poland;1;1.92;1.95;1.56;0.0;0.0;early;147;1;1.56;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;17:30;Virtus Verona;Renate;Serie C - Group A;Italy;2;2.0;2.07;3.5;0.133;0.167;early;147;6;3.0;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;18:00;Cartagines;Saprissa;Primera Division;Costa Rica;2;2.29;2.35;2.62;0.0;0.0;early;147;1;2.62;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;18:00;Lorca Deportiva;CD Estepona;Segunda RFEF - Group 4;Spain;1;1.95;2.34;20.0;0.074;0.222;early;147;9;29.74;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;20:00;Prijedor;Velez Mostar;WWIN Liga BiH;Bosnia and Herzegovina;X;2.92;3.0;2.74;0.0;0.0;early;124;1;2.74;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;22:00;Deportivo Achuapa;Marquense;Liga Nacional;Guatemala;X;3.25;3.3;1.54;0.0;0.0;early;147;1;1.54;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;02:30;Victoria;Platense;Liga Nacional;Honduras;1;2.57;2.75;7.0;0.0;0.0;early;132;2;6.61;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;02:30;Victoria;Platense;Liga Nacional;Honduras;2;2.38;2.45;2.94;0.0;0.0;early;132;1;2.94;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;18:00;Brno;Artis Brno;ChNL;Czech Republic;1;1.7;1.8;5.88;0.0;0.0;early;132;3;2.94;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;21:00;Portsmouth;Derby;Championship;England;1;2.25;2.28;1.33;0.0;0.0;early;132;1;1.33;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;00:30;San Marcos de Arica;S. Wanderers;Liga de Ascenso;Chile;X;3.25;3.35;3.08;0.0;0.0;early;131;1;3.08;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;00:30;San Marcos de Arica;S. Wanderers;Liga de Ascenso;Chile;2;3.1;3.5;12.9;0.0;0.0;early;131;2;11.29;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;16:30;Krylya Sovetov;Lokomotiv Moscow;Russian Cup;Russia;2;1.68;1.94;15.48;0.0;0.167;early;69;6;11.31;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;10:00;Sibir Novosibirsk;Miass;FNL 2 - Division A Gold;Russia;2;3.45;3.8;10.14;0.0;0.0;early;62;1;10.14;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;12:00;Omsk;Leningradets;FNL 2 - Division A Gold;Russia;1;3.44;3.5;1.74;0.0;0.0;early;62;1;1.74;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;12:00;Omsk;Leningradets;FNL 2 - Division A Gold;Russia;2;1.98;2.0;1.01;0.0;0.0;early;62;1;1.01;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;12:00;Mashuk;Tekstilshtik;FNL 2 - Division A Gold;Russia;2;2.6;2.75;5.77;0.0;0.0;early;62;1;5.77;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;13:00;Rodina Moscow 2;Veles Moscow;FNL 2 - Division A Gold;Russia;1;2.84;3.0;5.63;0.0;0.0;early;62;1;5.63;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;04:00;Seattle Sounders;Vancouver Whitecaps;CONCACAF Champions Cup;North & Central America;1;2.12;2.16;1.89;0.0;0.0;early;50;1;1.89;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;04:00;Seattle Sounders;Vancouver Whitecaps;CONCACAF Champions Cup;North & Central America;X;3.45;3.5;1.45;0.0;0.0;early;50;1;1.45;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;00:00;Greenville;Chattanooga Red Wolves;USL League One;USA;1;2.1;2.2;4.76;0.0;0.0;early;53;2;3.81;CORRECTION_UP;pending;;;
2026-03-14 23:34:33;00:00;Greenville;Chattanooga Red Wolves;USL League One;USA;X;3.17;3.6;13.56;0.0;0.0;early;53;1;13.56;CORRECTION_UP;pending;;;
