captured_at	kick_off	min_to_ko	type	match	bet	odds	confidence	change	opening	reason
17:53:20	18:00	7	LATE_SHARP	Rapperswil-Jona vs Yverdon	2 (Yverdon)	2.88	50%	+16.1%	2.48				Late sharp move detected on 2 | Only 7 min to kick-off — late data is more reliable | 37 snapshots — robust data
17:53:20	18:00	7	SUSTAINED_DROP	Gemert vs ASWH	X (Draw)	3.71	35%	-7.0%	3.99				Sustained odds drop: 3.99 → 3.71 (-7.0%) | Only 7 min to kick-off — late data is more reliable | 37 snapshots — robust data
17:53:20	18:00	7	MIXED	Leones Negros 2 vs Reboceros de La Piedad	1 (Leones Negros 2)	1.63	30%	-2.4%	1.67				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 37 snapshots — robust data
17:53:20	18:00	7	MIXED	Winterthur vs Lugano	2 (Lugano)	1.58	30%	-2.5%	1.62				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 37 snapshots — robust data
18:51:43	19:00	8	STEAM	Zabbar vs Marsaxlokk	2 (Marsaxlokk)	1.56	95%	-18.8%	1.92				Steam move: odds dropped -18.8% | Sustained odds drop: 1.92 → 1.56 (-18.8%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 43 snapshots — robust data
18:51:43	19:00	8	STEAM	Hamrun vs Naxxar	1 (Hamrun)	1.20	95%	-8.4%	1.31				Steam move: odds dropped -8.4% | Sustained odds drop: 1.31 → 1.20 (-8.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 43 snapshots — robust data
18:51:43	19:00	8	STEAM	RSC Anderlecht W vs Genk W	2 (Genk W)	9.61	80%	-9.3%	10.60				Steam move: odds dropped -9.3% | Sustained odds drop: 10.60 → 9.61 (-9.3%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 43 snapshots — robust data
18:51:43	19:00	8	STEAM	CFR Cluj vs U. Cluj	2 (U. Cluj)	3.62	80%	-8.3%	3.95				Steam move: odds dropped -8.3% | Sustained odds drop: 3.95 → 3.62 (-8.3%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 43 snapshots — robust data
18:51:43	19:00	8	STEAM	Leixoes vs Feirense	1 (Leixoes)	2.49	65%	-5.3%	2.63				Steam move: odds dropped -5.3% | Sustained odds drop: 2.63 → 2.49 (-5.3%) | Only 8 min to kick-off — late data is more reliable | 43 snapshots — robust data
18:51:43	19:00	8	LATE_SHARP	Zabbar vs Marsaxlokk	X (Draw)	3.70	50%	+8.8%	3.40				Late sharp move detected on X | Only 8 min to kick-off — late data is more reliable | 43 snapshots — robust data
18:51:43	19:00	8	LATE_SHARP	AD Tarma vs Sport Boys	X (Draw)	3.73	50%	-1.6%	3.79				Late sharp move detected on X | Only 8 min to kick-off — late data is more reliable | 43 snapshots — robust data
18:51:43	19:00	8	SUSTAINED_DROP	RSC Anderlecht W vs Genk W	X (Draw)	6.58	35%	-6.3%	7.02				Sustained odds drop: 7.02 → 6.58 (-6.3%) | Only 8 min to kick-off — late data is more reliable | 43 snapshots — robust data
18:51:43	19:00	8	SUSTAINED_DROP	Kifisia vs Atromitos	2 (Atromitos)	2.66	35%	-5.0%	2.80				Sustained odds drop: 2.80 → 2.66 (-5.0%) | Only 8 min to kick-off — late data is more reliable | 43 snapshots — robust data
18:51:43	19:00	8	MIXED	St. Liege W vs Westerlo W	1 (St. Liege W)	1.43	30%	-4.0%	1.49				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 43 snapshots — robust data
18:51:43	19:00	8	MIXED	Sao Caetano vs Jabaquara	1 (Sao Caetano)	1.70	30%	-4.5%	1.78				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 43 snapshots — robust data
18:51:43	19:00	8	MIXED	Montlouis vs Stade Poitevin	1 (Montlouis)	2.13	30%	-4.5%	2.23				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 43 snapshots — robust data
19:21:20	19:30	9	LATE_SHARP	Polonia Bytom vs LKS Lodz	2 (LKS Lodz)	2.76	95%	-8.9%	3.03				Late sharp move detected on 2 | Steam move: odds dropped -8.9% | Sustained odds drop: 3.03 → 2.76 (-8.9%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 44 snapshots — robust data
19:21:20	19:30	9	LATE_SHARP	Ninove vs Belisia Bilzen	2 (Belisia Bilzen)	2.13	50%	-0.5%	2.14				Late sharp move detected on 2 | Only 9 min to kick-off — late data is more reliable | 44 snapshots — robust data
20:23:27	20:30	7	STEAM	Universidad O&M vs Moca	2 (Moca)	2.26	95%	-21.2%	2.87				Steam move: odds dropped -21.2% | Sustained odds drop: 2.87 → 2.26 (-21.2%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 51 snapshots — robust data
20:23:27	20:30	7	STEAM	Grasshoppers vs Young Boys	2 (Young Boys)	1.81	95%	-14.2%	2.11				Steam move: odds dropped -14.2% | Sustained odds drop: 2.11 → 1.81 (-14.2%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 51 snapshots — robust data
20:23:27	20:30	7	STEAM	Ferroviario vs Iguatu	1 (Ferroviario)	1.91	80%	-6.4%	2.04				Steam move: odds dropped -6.4% | Sustained odds drop: 2.04 → 1.91 (-6.4%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 51 snapshots — robust data
20:23:27	20:30	7	STEAM	Horizonte vs Floresta EC	X (Draw)	3.00	80%	-6.0%	3.19				Steam move: odds dropped -6.0% | Sustained odds drop: 3.19 → 3.00 (-6.0%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 51 snapshots — robust data
20:23:27	20:30	7	STEAM	Salcedo vs Delfines Del Este	X (Draw)	3.09	80%	-6.9%	3.32				Steam move: odds dropped -6.9% | Sustained odds drop: 3.32 → 3.09 (-6.9%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 51 snapshots — robust data
20:23:27	20:30	7	STEAM	Darmstadt vs Kaiserslautern	2 (Kaiserslautern)	3.61	80%	-12.8%	4.14				Steam move: odds dropped -12.8% | Sustained odds drop: 4.14 → 3.61 (-12.8%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 51 snapshots — robust data
20:23:27	20:30	7	MIXED	Caldiero Terme vs Chievo	2 (Chievo)	2.06	30%	-4.2%	2.15				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 51 snapshots — robust data
20:52:57	21:00	7	STEAM	Sousa vs Atl. Cajazeirense	1 (Sousa)	1.50	95%	-13.3%	1.73				Steam move: odds dropped -13.3% | Sustained odds drop: 1.73 → 1.50 (-13.3%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 58 snapshots — robust data
20:52:57	21:00	7	STEAM	Eldense vs Sabadell	1 (Eldense)	2.29	95%	-17.0%	2.76				Steam move: odds dropped -17.0% | Sustained odds drop: 2.76 → 2.29 (-17.0%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 58 snapshots — robust data
20:52:57	21:00	7	STEAM	Santa Cruz AC vs Galvez	X (Draw)	3.01	80%	-14.7%	3.53				Steam move: odds dropped -14.7% | Sustained odds drop: 3.53 → 3.01 (-14.7%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 58 snapshots — robust data
20:52:57	21:00	7	STEAM	San Jose Earthquakes (Usa) vs Charlotte (Usa)	X (Draw)	3.86	80%	-25.8%	5.20				Steam move: odds dropped -25.8% | Sustained odds drop: 5.20 → 3.86 (-25.8%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 58 snapshots — robust data
20:52:57	21:00	7	VALUE+SUSTAINED_DROP	San Jose Earthquakes (Usa) vs Charlotte (Usa)	1 (San Jose Earthquakes (Usa))	2.78	50%	-64.5%	7.84	+3.8%	2.68	0.5%	Sustained odds drop: 7.84 → 2.78 (-64.5%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 58 snapshots — robust data
20:52:57	21:00	7	MIXED	Aldosivi vs Rosario Central	2 (Rosario Central)	2.11	30%	-2.3%	2.16				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 58 snapshots — robust data
20:52:57	21:00	7	MIXED	Sittard vs Sparta Rotterdam	2 (Sparta Rotterdam)	2.37	30%	-4.8%	2.49				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 58 snapshots — robust data
21:07:04	21:15	8	STEAM	Grau vs Sport Huancayo	2 (Sport Huancayo)	3.73	65%	-6.8%	4.00				Steam move: odds dropped -6.8% | Sustained odds drop: 4.00 → 3.73 (-6.8%) | Only 8 min to kick-off — late data is more reliable | 62 snapshots — robust data
21:52:40	22:00	7	STEAM	North Esporte Clube vs Uberlandia	2 (Uberlandia)	3.71	80%	-28.0%	5.15				Steam move: odds dropped -28.0% | Sustained odds drop: 5.15 → 3.71 (-28.0%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 71 snapshots — robust data
21:52:40	22:00	7	STEAM	GAS vs Atl. Roraima	X (Draw)	9.39	80%	-15.9%	11.16				Steam move: odds dropped -15.9% | Sustained odds drop: 11.16 → 9.39 (-15.9%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 71 snapshots — robust data
21:52:40	22:00	7	STEAM	Escorpiones vs Pitbulls	1 (Escorpiones)	1.51	80%	-7.9%	1.64				Steam move: odds dropped -7.9% | Sustained odds drop: 1.64 → 1.51 (-7.9%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 71 snapshots — robust data
21:52:40	22:00	7	STEAM	Ecuador U20 W vs Argentina U20 W	1 (Ecuador U20 W)	4.66	80%	-8.5%	5.09				Steam move: odds dropped -8.5% | Sustained odds drop: 5.09 → 4.66 (-8.5%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 71 snapshots — robust data
21:52:40	22:00	7	SUSTAINED_DROP	North Esporte Clube vs Uberlandia	X (Draw)	3.07	50%	-12.0%	3.49				Sustained odds drop: 3.49 → 3.07 (-12.0%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 71 snapshots — robust data
21:52:40	22:00	7	VALUE+LATE_SHARP	GAS vs Atl. Roraima	2 (Atl. Roraima)	42.29	50%	+91.4%	22.09	+15.0%	36.13	0.1%	Late sharp move detected on 2 | Only 7 min to kick-off — late data is more reliable | 71 snapshots — robust data
21:52:40	22:00	7	MIXED	Deportes Temuco vs D. Puerto Montt	X (Draw)	3.33	30%	-2.9%	3.43				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 71 snapshots — robust data
22:02:17	22:10	8	LATE_SHARP	Deportes Tolima vs Llaneros	2 (Llaneros)	5.80	95%	-12.9%	6.66				Late sharp move detected on 2 | Steam move: odds dropped -12.9% | Sustained odds drop: 6.66 → 5.80 (-12.9%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 73 snapshots — robust data
22:02:17	22:10	8	SUSTAINED_DROP	Deportes Tolima vs Llaneros	X (Draw)	3.46	35%	-7.0%	3.72				Sustained odds drop: 3.72 → 3.46 (-7.0%) | Only 8 min to kick-off — late data is more reliable | 73 snapshots — robust data
22:23:00	22:30	7	STEAM	Porto-BA vs Galicia	1 (Porto-BA)	1.72	80%	-6.0%	1.83				Steam move: odds dropped -6.0% | Sustained odds drop: 1.83 → 1.72 (-6.0%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 80 snapshots — robust data
22:23:00	22:30	7	STEAM	Atletico-MG vs Athletic Club	1 (Atletico-MG)	1.37	80%	-6.2%	1.46				Steam move: odds dropped -6.2% | Sustained odds drop: 1.46 → 1.37 (-6.2%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 80 snapshots — robust data
22:23:00	22:30	7	STEAM	Londrina vs Sao Joseense	2 (Sao Joseense)	9.13	80%	-8.8%	10.01				Steam move: odds dropped -8.8% | Sustained odds drop: 10.01 → 9.13 (-8.8%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 80 snapshots — robust data
22:23:00	22:30	7	STEAM	Rubio Nu vs Sportivo Trinidense	2 (Sportivo Trinidense)	2.47	80%	-8.9%	2.71				Steam move: odds dropped -8.9% | Sustained odds drop: 2.71 → 2.47 (-8.9%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 80 snapshots — robust data
22:23:00	22:30	7	SUSTAINED_DROP	Londrina vs Sao Joseense	X (Draw)	4.54	50%	-9.0%	4.99				Sustained odds drop: 4.99 → 4.54 (-9.0%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 80 snapshots — robust data
22:23:00	22:30	7	MIXED	Guarani vs Botafogo SP	2 (Botafogo SP)	3.51	30%	-3.3%	3.63				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 80 snapshots — robust data
22:23:00	22:30	7	MIXED	Marilia vs Uniao Barbarense	1 (Marilia)	1.53	30%	-2.5%	1.57				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 80 snapshots — robust data
22:52:34	23:00	7	STEAM	Carmelita vs CS Uruguay	1 (Carmelita)	2.06	95%	-11.2%	2.32				Steam move: odds dropped -11.2% | Sustained odds drop: 2.32 → 2.06 (-11.2%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 88 snapshots — robust data
22:52:34	23:00	7	STEAM	Santa Catarina vs Barra FC	2 (Barra FC)	3.22	80%	-13.7%	3.73				Steam move: odds dropped -13.7% | Sustained odds drop: 3.73 → 3.22 (-13.7%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 88 snapshots — robust data
22:52:34	23:00	7	STEAM	Tombense vs URT	2 (URT)	3.66	80%	-11.6%	4.14				Steam move: odds dropped -11.6% | Sustained odds drop: 4.14 → 3.66 (-11.6%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 88 snapshots — robust data
22:52:34	23:00	7	STEAM	Tritones Vallarta vs Ensenada FC	1 (Tritones Vallarta)	1.41	80%	-5.4%	1.49				Steam move: odds dropped -5.4% | Sustained odds drop: 1.49 → 1.41 (-5.4%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 88 snapshots — robust data
23:23:45	23:30	6	STEAM	Brusque vs Concordia	2 (Concordia)	5.83	80%	-25.4%	7.82				Steam move: odds dropped -25.4% | Sustained odds drop: 7.82 → 5.83 (-25.4%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 98 snapshots — robust data
23:23:45	23:30	6	STEAM	Imperatriz vs Tuntum	2 (Tuntum)	3.88	80%	-18.3%	4.75				Steam move: odds dropped -18.3% | Sustained odds drop: 4.75 → 3.88 (-18.3%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 98 snapshots — robust data
23:23:45	23:30	6	SUSTAINED_DROP	Imperatriz vs Tuntum	X (Draw)	2.87	50%	-12.2%	3.27				Sustained odds drop: 3.27 → 2.87 (-12.2%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 98 snapshots — robust data
23:23:45	23:30	6	SUSTAINED_DROP	Brusque vs Concordia	X (Draw)	3.82	35%	-6.1%	4.07				Sustained odds drop: 4.07 → 3.82 (-6.1%) | Only 6 min to kick-off — late data is more reliable | 98 snapshots — robust data
