captured_at	kick_off	min_to_ko	type	match	bet	odds	confidence	change	opening	edge	fair_odds	kelly	reason
15:52:43	16:00	7	STEAM	Omonia vs Paralimni	2 (Paralimni)	36.51	80%	-8.3%	39.81				Steam move: odds dropped -8.3% | Sustained odds drop: 39.81 → 36.51 (-8.3%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 142 snapshots — robust data
15:52:43	16:00	7	STEAM	Portsmouth vs Sheffield Utd	1 (Portsmouth)	3.09	80%	-16.9%	3.72				Steam move: odds dropped -16.9% | Sustained odds drop: 3.72 → 3.09 (-16.9%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 144 snapshots — robust data
15:52:43	16:00	7	STEAM	Southampton vs Leicester	2 (Leicester)	3.90	80%	-12.6%	4.46				Steam move: odds dropped -12.6% | Sustained odds drop: 4.46 → 3.90 (-12.6%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 144 snapshots — robust data
15:52:43	16:00	7	STEAM	Carrick Rangers vs Coleraine	X (Draw)	3.60	80%	-8.2%	3.92				Steam move: odds dropped -8.2% | Sustained odds drop: 3.92 → 3.60 (-8.2%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 238 snapshots — robust data
15:52:43	16:00	7	STEAM	Odense vs Midtjylland	1 (Odense)	3.99	80%	-10.3%	4.45				Steam move: odds dropped -10.3% | Sustained odds drop: 4.45 → 3.99 (-10.3%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 142 snapshots — robust data
15:52:43	16:00	7	STEAM	Sitra (Bhr) vs Al Ain (Uae)	2 (Al Ain (Uae))	2.40	65%	-6.6%	2.57				Steam move: odds dropped -6.6% | Sustained odds drop: 2.57 → 2.40 (-6.6%) | Only 8 min to kick-off — late data is more reliable | 1514 snapshots — robust data
15:52:43	16:00	7	STEAM	Rio Ave U23 vs Estrela U23	2 (Estrela U23)	2.84	65%	-5.3%	3.00				Steam move: odds dropped -5.3% | Sustained odds drop: 3.00 → 2.84 (-5.3%) | Only 8 min to kick-off — late data is more reliable | 100 snapshots — robust data
15:52:43	16:00	7	SUSTAINED_DROP	Malmo FF (Swe) vs Odd (Nor)	X (Draw)	3.99	50%	-9.9%	4.43				Sustained odds drop: 4.43 → 3.99 (-9.9%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 446 snapshots — robust data
15:52:43	16:00	7	SUSTAINED_DROP	Enppi vs Pyramids	1 (Enppi)	4.74	50%	-41.0%	8.03				Sustained odds drop: 8.03 → 4.74 (-41.0%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 382 snapshots — robust data
15:52:43	16:00	7	SUSTAINED_DROP	Carrick Rangers vs Coleraine	1 (Carrick Rangers)	4.21	50%	-14.6%	4.93				Sustained odds drop: 4.93 → 4.21 (-14.6%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 238 snapshots — robust data
15:52:43	16:00	7	SUSTAINED_DROP	Rio Ave U23 vs Estrela U23	X (Draw)	3.23	35%	-5.0%	3.40				Sustained odds drop: 3.40 → 3.23 (-5.0%) | Only 8 min to kick-off — late data is more reliable | 100 snapshots — robust data
15:52:43	16:00	7	MIXED	Derby vs Swansea	1 (Derby)	2.14	30%	-4.0%	2.23				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 144 snapshots — robust data
15:52:43	16:00	7	MIXED	Port Vale vs Bristol City	2 (Bristol City)	1.92	30%	-2.5%	1.97				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 144 snapshots — robust data
15:52:43	16:00	7	MIXED	Exeter vs Northampton	1 (Exeter)	1.95	30%	-4.9%	2.05				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 144 snapshots — robust data
15:52:43	16:00	7	MIXED	Panetolikos vs Asteras Tripolis	2 (Asteras Tripolis)	2.41	30%	-2.4%	2.47				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 144 snapshots — robust data
15:52:43	16:00	7	MIXED	Ross County vs Queen's Park	1 (Ross County)	1.62	30%	-3.6%	1.68				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 144 snapshots — robust data
15:52:43	16:00	7	MIXED	Falkirk vs Dundee Utd	X (Draw)	3.49	30%	-2.8%	3.59				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 144 snapshots — robust data
16:08:56	16:15	6	LATE_SHARP	Oviedo B vs Atl. Astorga	1 (Oviedo B)	1.58	95%	-5.9%	1.68				Late sharp move detected on 1 | Steam move: odds dropped -5.9% | Sustained odds drop: 1.68 → 1.58 (-5.9%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 13 snapshots — robust data
16:08:56	16:15	6	STEAM	Getafe vs Villarreal	2 (Villarreal)	2.36	80%	-8.2%	2.57				Steam move: odds dropped -8.2% | Sustained odds drop: 2.57 → 2.36 (-8.2%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 145 snapshots — robust data
16:08:56	16:15	6	STEAM	Rayo Vallecano vs Atl. Madrid	X (Draw)	3.50	65%	-5.1%	3.69				Steam move: odds dropped -5.1% | Sustained odds drop: 3.69 → 3.50 (-5.1%) | Only 7 min to kick-off — late data is more reliable | 143 snapshots — robust data
16:08:56	16:15	6	SUSTAINED_DROP	Rayo Vallecano vs Atl. Madrid	1 (Rayo Vallecano)	4.15	35%	-6.5%	4.44				Sustained odds drop: 4.44 → 4.15 (-6.5%) | Only 7 min to kick-off — late data is more reliable | 143 snapshots — robust data
16:49:27	16:55	6	MIXED	Al Wehda vs Al-Faisaly	2 (Al-Faisaly)	1.94	30%	-2.5%	1.99				Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 1555 snapshots — robust data
17:22:52	17:30	7	STEAM	Ferencvaros vs Csakvari	X (Draw)	6.45	95%	-9.2%	7.10				Steam move: odds dropped -9.2% | Sustained odds drop: 7.10 → 6.45 (-9.2%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 237 snapshots — robust data
17:22:52	17:30	7	MIXED	Polkowice (Pol) vs Warta Gorzow (Pol)	1 (Polkowice (Pol))	1.70	30%	-2.3%	1.74				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 59 snapshots — robust data
17:53:53	18:00	6	STEAM	Al Qadisiya (Kuw) vs Zakho (Irq)	2 (Zakho (Irq))	3.55	95%	-16.9%	4.27				Steam move: odds dropped -16.9% | Sustained odds drop: 4.27 → 3.55 (-16.9%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 1614 snapshots — robust data
17:53:53	18:00	6	STEAM	Zrinjski vs Stupcanica	1 (Zrinjski)	1.13	95%	-21.0%	1.43				Steam move: odds dropped -21.0% | Sustained odds drop: 1.43 → 1.13 (-21.0%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 1612 snapshots — robust data
17:53:53	18:00	6	STEAM	Trapani vs Benevento	X (Draw)	3.33	80%	-12.6%	3.81				Steam move: odds dropped -12.6% | Sustained odds drop: 3.81 → 3.33 (-12.6%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 1671 snapshots — robust data
17:53:53	18:00	6	STEAM	Sorrento vs Giugliano	X (Draw)	3.04	80%	-6.8%	3.26				Steam move: odds dropped -6.8% | Sustained odds drop: 3.26 → 3.04 (-6.8%) | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 1671 snapshots — robust data
17:53:53	18:00	6	STEAM	Polokwane vs AmaZulu	2 (AmaZulu)	2.87	80%	-13.0%	3.30				Steam move: odds dropped -13.0% | Sustained odds drop: 3.30 → 2.87 (-13.0%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 1608 snapshots — robust data
17:53:53	18:00	6	STEAM	Weindorf St. Anna (Aut) vs UFC Fehring (Aut)	2 (UFC Fehring (Aut))	5.69	80%	-43.1%	10.00				Steam move: odds dropped -43.1% | Sustained odds drop: 10.00 → 5.69 (-43.1%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 1611 snapshots — robust data
17:53:53	18:00	6	STEAM	Dolomiti Bellunesi vs Pergolettese	2 (Pergolettese)	2.67	80%	-11.9%	3.03				Steam move: odds dropped -11.9% | Sustained odds drop: 3.03 → 2.67 (-11.9%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 403 snapshots — robust data
17:53:53	18:00	6	STEAM	Renate vs Triestina	2 (Triestina)	3.32	80%	-12.9%	3.81				Steam move: odds dropped -12.9% | Sustained odds drop: 3.81 → 3.32 (-12.9%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 403 snapshots — robust data
17:53:53	18:00	6	STEAM	Altamura vs Latina	X (Draw)	2.79	65%	-7.6%	3.02				Steam move: odds dropped -7.6% | Sustained odds drop: 3.02 → 2.79 (-7.6%) | Only 6 min to kick-off — late data is more reliable | 1671 snapshots — robust data
17:53:53	18:00	6	STEAM	Cavese vs Monopoli	X (Draw)	2.86	65%	-6.5%	3.06				Steam move: odds dropped -6.5% | Sustained odds drop: 3.06 → 2.86 (-6.5%) | Only 6 min to kick-off — late data is more reliable | 1671 snapshots — robust data
17:53:53	18:00	6	SUSTAINED_DROP	Trapani vs Benevento	1 (Trapani)	3.86	50%	-39.1%	6.34				Sustained odds drop: 6.34 → 3.86 (-39.1%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 1671 snapshots — robust data
17:53:53	18:00	6	SUSTAINED_DROP	Weindorf St. Anna (Aut) vs UFC Fehring (Aut)	X (Draw)	4.78	50%	-26.5%	6.50				Sustained odds drop: 6.50 → 4.78 (-26.5%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 1611 snapshots — robust data
17:53:53	18:00	6	SUSTAINED_DROP	Renate vs Triestina	X (Draw)	3.05	35%	-6.4%	3.26				Sustained odds drop: 3.26 → 3.05 (-6.4%) | Only 6 min to kick-off — late data is more reliable | 403 snapshots — robust data
18:21:48	18:30	8	STEAM	Holbaek (Den) vs Tarnby FF (Den)	1 (Holbaek (Den))	1.40	44%	-9.1%	1.54				WATCH -- ceka prozor 0-30min | Domaćin ≥5% drop — solidan signal | Drop: 1.54 -> 1.40 (+9.1%) | Jaki favorit | 1449min do KO (watch) | STEAM detektiran | 1613 snapshotova
18:21:48	18:30	8	STEAM	Dusseldorf vs Preussen Munster	1 (Dusseldorf)	1.98	44%	-6.6%	2.12				WATCH -- ceka prozor 0-30min | Domaćin ≥5% drop — solidan signal | Drop: 2.12 -> 1.98 (+6.6%) | Umjereni favorit | 4328min do KO (watch) | STEAM detektiran | 156 snapshotova
18:21:48	18:30	8	STEAM	Al Qadsiah vs Neom SC	1 (Al Qadsiah)	1.49	44%	-6.3%	1.59				WATCH -- ceka prozor 0-30min | Domaćin ≥5% drop — solidan signal | Drop: 1.59 -> 1.49 (+6.3%) | Jaki favorit | 2888min do KO (watch) | STEAM detektiran | 156 snapshotova
18:21:48	18:30	8	STEAM	Al Hazem vs Al Okhdood	1 (Al Hazem)	1.98	44%	-5.7%	2.10				WATCH -- ceka prozor 0-30min | Domaćin ≥5% drop — solidan signal | Drop: 2.10 -> 1.98 (+5.7%) | Umjereni favorit | 2888min do KO (watch) | STEAM detektiran | 156 snapshotova
18:21:48	18:30	8	STEAM	Nurnberg vs Karlsruher SC	1 (Nurnberg)	1.75	44%	-5.4%	1.85				WATCH -- ceka prozor 0-30min | Domaćin ≥5% drop — solidan signal | Drop: 1.85 -> 1.75 (+5.4%) | Umjereni favorit | 4328min do KO (watch) | STEAM detektiran | 156 snapshotova
18:23:04	18:30	7	STEAM	Eintracht Frankfurt W vs Nordsjaelland W	2 (Nordsjaelland W)	12.78	80%	-8.7%	14.00				Steam move: odds dropped -8.7% | Sustained odds drop: 14.00 → 12.78 (-8.7%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 119 snapshots — robust data
18:23:04	18:30	7	STEAM	Levadiakos vs Olympiacos Piraeus	2 (Olympiacos Piraeus)	1.53	80%	-6.1%	1.63				Steam move: odds dropped -6.1% | Sustained odds drop: 1.63 → 1.53 (-6.1%) | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 155 snapshots — robust data
18:23:04	18:30	7	STEAM	Cultural Leonesa vs Zaragoza	X (Draw)	3.05	80%	-8.1%	3.32				Steam move: odds dropped -8.1% | Sustained odds drop: 3.32 → 3.05 (-8.1%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 155 snapshots — robust data
18:23:04	18:30	7	STEAM	Anderlecht vs RAAL La Louviere	2 (RAAL La Louviere)	4.39	80%	-8.7%	4.81				Steam move: odds dropped -8.7% | Sustained odds drop: 4.81 → 4.39 (-8.7%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 153 snapshots — robust data
18:23:04	18:30	7	STEAM	SC Ashdod vs H. Beer Sheva	X (Draw)	5.07	65%	-6.6%	5.43				Steam move: odds dropped -6.6% | Sustained odds drop: 5.43 → 5.07 (-6.6%) | Only 8 min to kick-off — late data is more reliable | 148 snapshots — robust data
18:23:04	18:30	7	STEAM	Al Fateh vs Al Nassr	X (Draw)	5.44	65%	-7.6%	5.89				Steam move: odds dropped -7.6% | Sustained odds drop: 5.89 → 5.44 (-7.6%) | Only 8 min to kick-off — late data is more reliable | 155 snapshots — robust data
18:23:04	18:30	7	SUSTAINED_DROP	SC Ashdod vs H. Beer Sheva	1 (SC Ashdod)	7.55	50%	-11.9%	8.57				Sustained odds drop: 8.57 → 7.55 (-11.9%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 148 snapshots — robust data
18:23:04	18:30	7	SUSTAINED_DROP	Al Fateh vs Al Nassr	1 (Al Fateh)	6.96	50%	-13.1%	8.01				Sustained odds drop: 8.01 → 6.96 (-13.1%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 155 snapshots — robust data
18:23:04	18:30	7	SUSTAINED_DROP	Anderlecht vs RAAL La Louviere	X (Draw)	3.53	35%	-7.3%	3.81				Sustained odds drop: 3.81 → 3.53 (-7.3%) | Only 8 min to kick-off — late data is more reliable | 153 snapshots — robust data
18:23:04	18:30	7	MIXED	Hacken W vs Breidablik W	1 (Hacken W)	1.12	30%	-2.6%	1.15				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 97 snapshots — robust data
18:39:24	18:45	6	STEAM	G.A. Eagles vs Heerenveen	1 (G.A. Eagles)	2.55	95%	-11.5%	2.88				Steam move: odds dropped -11.5% | Sustained odds drop: 2.88 → 2.55 (-11.5%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 415 snapshots — robust data
18:39:24	18:45	6	STEAM	Excelsior vs AZ Alkmaar	1 (Excelsior)	3.48	80%	-21.6%	4.44				Steam move: odds dropped -21.6% | Sustained odds drop: 4.44 → 3.48 (-21.6%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 156 snapshots — robust data
19:15:41	19:30	14	STEAM	Legnica vs Slask Wroclaw	1 (Legnica)	2.18	44%	-5.2%	2.30				WATCH -- ceka prozor 0-30min | Domaćin ≥5% drop — solidan signal | Drop: 2.30 -> 2.18 (+5.2%) | Umjereni favorit | 5775min do KO (watch) | STEAM detektiran | 159 snapshotova
19:52:58	20:00	7	STEAM	Port Vale vs Stockport County	2 (Stockport County)	2.06	95%	-18.2%	2.52				Steam move: odds dropped -18.2% | Sustained odds drop: 2.52 → 2.06 (-18.2%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1777 snapshots — robust data
19:52:58	20:00	7	STEAM	Wolves U21 vs Monaco II	2 (Monaco II)	1.51	95%	-30.1%	2.16				Steam move: odds dropped -30.1% | Sustained odds drop: 2.16 → 1.51 (-30.1%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1781 snapshots — robust data
19:52:58	20:00	7	STEAM	Padova vs Carrarese	2 (Carrarese)	2.59	95%	-8.8%	2.84				Steam move: odds dropped -8.8% | Sustained odds drop: 2.84 → 2.59 (-8.8%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1781 snapshots — robust data
19:52:58	20:00	7	STEAM	Nottingham U21 vs Sunderland U21	1 (Nottingham U21)	1.59	95%	-8.1%	1.73				Steam move: odds dropped -8.1% | Sustained odds drop: 1.73 → 1.59 (-8.1%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 124 snapshots — robust data
19:52:58	20:00	7	STEAM	Bari vs Spezia	2 (Spezia)	2.40	95%	-9.1%	2.64				Steam move: odds dropped -9.1% | Sustained odds drop: 2.64 → 2.40 (-9.1%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 430 snapshots — robust data
19:52:58	20:00	7	STEAM	Reggiana vs Mantova	2 (Mantova)	2.88	65%	-6.5%	3.08				Steam move: odds dropped -6.5% | Sustained odds drop: 3.08 → 2.88 (-6.5%) | Only 7 min to kick-off — late data is more reliable | 1776 snapshots — robust data
19:52:58	20:00	7	STEAM	Paks vs DVTK	2 (DVTK)	4.63	65%	-7.4%	5.00				Steam move: odds dropped -7.4% | Sustained odds drop: 5.00 → 4.63 (-7.4%) | Only 7 min to kick-off — late data is more reliable | 592 snapshots — robust data
19:52:58	20:00	7	STEAM	Avellino vs Frosinone	2 (Frosinone)	2.23	65%	-6.7%	2.39				Steam move: odds dropped -6.7% | Sustained odds drop: 2.39 → 2.23 (-6.7%) | Only 7 min to kick-off — late data is more reliable | 430 snapshots — robust data
19:52:58	20:00	7	SUSTAINED_DROP	Paks vs DVTK	X (Draw)	4.04	50%	-10.2%	4.50				Sustained odds drop: 4.50 → 4.04 (-10.2%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 592 snapshots — robust data
19:52:58	20:00	7	SUSTAINED_DROP	Avellino vs Frosinone	X (Draw)	3.13	35%	-7.9%	3.40				Sustained odds drop: 3.40 → 3.13 (-7.9%) | Only 7 min to kick-off — late data is more reliable | 430 snapshots — robust data
19:52:58	20:00	7	MIXED	Huddersfield vs Doncaster	X (Draw)	3.74	30%	-4.3%	3.91				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1777 snapshots — robust data
19:52:58	20:00	7	MIXED	Entella vs Cesena	1 (Entella)	2.71	30%	-4.9%	2.85				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1774 snapshots — robust data
19:52:58	20:00	7	MIXED	West Brom U21 vs QPR U21	2 (QPR U21)	3.09	30%	-4.9%	3.25				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 124 snapshots — robust data
20:21:41	20:30	8	STEAM	Luzern vs Grasshoppers	1 (Luzern)	1.76	95%	-12.9%	2.02				Steam move: odds dropped -12.9% | Sustained odds drop: 2.02 → 1.76 (-12.9%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 1791 snapshots — robust data
20:21:41	20:30	8	STEAM	Velez Mostar vs Siroki Brijeg	2 (Siroki Brijeg)	4.22	95%	-8.7%	4.62				Steam move: odds dropped -8.7% | Sustained odds drop: 4.62 → 4.22 (-8.7%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 327 snapshots — robust data
20:21:41	20:30	8	STEAM	Lugano vs Servette	X (Draw)	3.19	95%	-11.4%	3.60				Steam move: odds dropped -11.4% | Sustained odds drop: 3.60 → 3.19 (-11.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 435 snapshots — robust data
20:21:41	20:30	8	STEAM	Tottenham vs Newcastle	2 (Newcastle)	2.26	80%	-6.2%	2.41				Steam move: odds dropped -6.2% | Sustained odds drop: 2.41 → 2.26 (-6.2%) | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 1791 snapshots — robust data
20:21:41	20:30	8	STEAM	Foggia vs Picerno	1 (Foggia)	2.11	80%	-15.3%	2.49				Steam move: odds dropped -15.3% | Sustained odds drop: 2.49 → 2.11 (-15.3%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 1791 snapshots — robust data
20:21:41	20:30	8	STEAM	Casertana vs Crotone	2 (Crotone)	2.91	80%	-11.0%	3.27				Steam move: odds dropped -11.0% | Sustained odds drop: 3.27 → 2.91 (-11.0%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 1791 snapshots — robust data
20:21:41	20:30	8	STEAM	Cosenza vs Siracusa	2 (Siracusa)	4.78	80%	-9.5%	5.28				Steam move: odds dropped -9.5% | Sustained odds drop: 5.28 → 4.78 (-9.5%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 1791 snapshots — robust data
20:21:41	20:30	8	STEAM	Royale Union SG vs Charleroi	2 (Charleroi)	4.99	80%	-37.1%	7.94				Steam move: odds dropped -37.1% | Sustained odds drop: 7.94 → 4.99 (-37.1%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 435 snapshots — robust data
20:21:41	20:30	8	STEAM	Giana Erminio vs Lecco	1 (Giana Erminio)	2.67	80%	-11.6%	3.02				Steam move: odds dropped -11.6% | Sustained odds drop: 3.02 → 2.67 (-11.6%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 432 snapshots — robust data
20:21:41	20:30	8	STEAM	Inter U23 vs Lumezzane	1 (Inter U23)	1.92	80%	-6.8%	2.06				Steam move: odds dropped -6.8% | Sustained odds drop: 2.06 → 1.92 (-6.8%) | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 432 snapshots — robust data
20:21:41	20:30	8	STEAM	Brescia vs Virtus Verona	2 (Virtus Verona)	6.93	80%	-10.0%	7.70				Steam move: odds dropped -10.0% | Sustained odds drop: 7.70 → 6.93 (-10.0%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 432 snapshots — robust data
20:21:41	20:30	8	STEAM	St. Gallen vs Young Boys	1 (St. Gallen)	2.33	80%	-9.0%	2.56				Steam move: odds dropped -9.0% | Sustained odds drop: 2.56 → 2.33 (-9.0%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 435 snapshots — robust data
20:21:41	20:30	8	STEAM	Salernitana vs Casarano	2 (Casarano)	6.11	65%	-6.9%	6.56				Steam move: odds dropped -6.9% | Sustained odds drop: 6.56 → 6.11 (-6.9%) | Only 9 min to kick-off — late data is more reliable | 1791 snapshots — robust data
20:21:41	20:30	8	STEAM	Pro Patria vs Cittadella	2 (Cittadella)	1.84	65%	-6.6%	1.97				Steam move: odds dropped -6.6% | Sustained odds drop: 1.97 → 1.84 (-6.6%) | Only 8 min to kick-off — late data is more reliable | 432 snapshots — robust data
20:21:41	20:30	8	STEAM	Pro Vercelli vs L.R. Vicenza	X (Draw)	3.24	65%	-5.8%	3.44				Steam move: odds dropped -5.8% | Sustained odds drop: 3.44 → 3.24 (-5.8%) | Only 8 min to kick-off — late data is more reliable | 432 snapshots — robust data
20:21:41	20:30	8	STEAM	Zurich vs Winterthur	2 (Winterthur)	4.21	65%	-7.5%	4.55				Steam move: odds dropped -7.5% | Sustained odds drop: 4.55 → 4.21 (-7.5%) | Only 8 min to kick-off — late data is more reliable | 435 snapshots — robust data
20:21:41	20:30	8	SUSTAINED_DROP	Salernitana vs Casarano	X (Draw)	3.88	50%	-10.6%	4.34				Sustained odds drop: 4.34 → 3.88 (-10.6%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 1791 snapshots — robust data
20:21:41	20:30	8	SUSTAINED_DROP	Casertana vs Crotone	X (Draw)	2.74	50%	-12.2%	3.12				Sustained odds drop: 3.12 → 2.74 (-12.2%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 1791 snapshots — robust data
20:21:41	20:30	8	SUSTAINED_DROP	Cosenza vs Siracusa	X (Draw)	3.45	50%	-10.8%	3.87				Sustained odds drop: 3.87 → 3.45 (-10.8%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 1791 snapshots — robust data
20:21:41	20:30	8	SUSTAINED_DROP	Royale Union SG vs Charleroi	X (Draw)	3.72	50%	-13.7%	4.31				Sustained odds drop: 4.31 → 3.72 (-13.7%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 435 snapshots — robust data
20:21:41	20:30	8	SUSTAINED_DROP	Pro Vercelli vs L.R. Vicenza	1 (Pro Vercelli)	4.59	50%	-9.7%	5.08				Sustained odds drop: 5.08 → 4.59 (-9.7%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 432 snapshots — robust data
20:21:41	20:30	8	SUSTAINED_DROP	Brescia vs Virtus Verona	X (Draw)	4.05	50%	-8.2%	4.41				Sustained odds drop: 4.41 → 4.05 (-8.2%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 432 snapshots — robust data
20:21:41	20:30	8	MIXED	Chelsea vs Leeds	1 (Chelsea)	1.53	30%	-2.5%	1.57				Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 1793 snapshots — robust data
20:21:41	20:30	8	MIXED	Crystal Palace vs Burnley	1 (Crystal Palace)	1.52	30%	-4.4%	1.59				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 435 snapshots — robust data
20:37:54	20:45	7	STEAM	Canvey vs Chatham	2 (Chatham)	1.45	95%	-9.9%	1.61				Steam move: odds dropped -9.9% | Sustained odds drop: 1.61 → 1.45 (-9.9%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1802 snapshots — robust data
20:37:54	20:45	7	STEAM	Whitehawk vs Cheshunt	1 (Whitehawk)	1.96	95%	-14.0%	2.28				Steam move: odds dropped -14.0% | Sustained odds drop: 2.28 → 1.96 (-14.0%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1802 snapshots — robust data
20:37:54	20:45	7	STEAM	Truro vs Woking	1 (Truro)	2.52	95%	-12.8%	2.89				Steam move: odds dropped -12.8% | Sustained odds drop: 2.89 → 2.52 (-12.8%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1760 snapshots — robust data
20:37:54	20:45	7	STEAM	Chippenham vs Torquay	1 (Chippenham)	5.22	95%	-10.0%	5.80				Steam move: odds dropped -10.0% | Sustained odds drop: 5.80 → 5.22 (-10.0%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1712 snapshots — robust data
20:37:54	20:45	7	STEAM	Eastbourne Boro vs Maidstone	2 (Maidstone)	2.12	95%	-8.2%	2.31				Steam move: odds dropped -8.2% | Sustained odds drop: 2.31 → 2.12 (-8.2%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1684 snapshots — robust data
20:37:54	20:45	7	STEAM	Horsham FC vs Dag & Red	2 (Dag & Red)	2.58	95%	-8.2%	2.81				Steam move: odds dropped -8.2% | Sustained odds drop: 2.81 → 2.58 (-8.2%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1634 snapshots — robust data
