captured_at	kick_off	min_to_ko	type	match	bet	odds	confidence	change	opening	edge	fair_odds	kelly	reason
01:24:06	01:30	6	MIXED	Vasco vs Bahia	1 (Vasco)	2.46	30%	-3.1%	2.54				Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 37 snapshots — robust data
01:53:50	02:00	6	STEAM	Santa Ana vs Consultants Desamparados	1 (Santa Ana)	2.15	95%	-11.5%	2.43				Steam move: odds dropped -11.5% | Sustained odds drop: 2.43 → 2.15 (-11.5%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 313 snapshots — robust data
01:53:50	02:00	6	STEAM	River-RR vs Sao Raimundo RR	X (Draw)	4.24	80%	-10.7%	4.75				Steam move: odds dropped -10.7% | Sustained odds drop: 4.75 → 4.24 (-10.7%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 62 snapshots — robust data
01:53:50	02:00	6	STEAM	UNAM Pumas vs San Diego FC	1 (UNAM Pumas)	1.73	80%	-7.5%	1.87				Steam move: odds dropped -7.5% | Sustained odds drop: 1.87 → 1.73 (-7.5%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 70 snapshots — robust data
01:53:50	02:00	6	STEAM	Club America vs Olimpia	1 (Club America)	1.25	80%	-7.4%	1.35				Steam move: odds dropped -7.4% | Sustained odds drop: 1.35 → 1.25 (-7.4%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 40 snapshots — robust data
01:53:50	02:00	6	STEAM	Cruz Azul vs Vancouver FC	X (Draw)	7.18	80%	-10.2%	8.00				Steam move: odds dropped -10.2% | Sustained odds drop: 8.00 → 7.18 (-10.2%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 40 snapshots — robust data
01:53:50	02:00	6	STEAM	Correcaminos vs Atlante	2 (Atlante)	1.46	80%	-5.2%	1.54				Steam move: odds dropped -5.2% | Sustained odds drop: 1.54 → 1.46 (-5.2%) | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 39 snapshots — robust data
01:53:50	02:00	6	STEAM	Alianza Atl. vs Alianza Lima	2 (Alianza Lima)	2.08	80%	-5.5%	2.20				Steam move: odds dropped -5.5% | Sustained odds drop: 2.20 → 2.08 (-5.5%) | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 37 snapshots — robust data
01:53:50	02:00	6	STEAM	Rosario Central vs Barracas Central	2 (Barracas Central)	6.41	65%	-7.1%	6.90				Steam move: odds dropped -7.1% | Sustained odds drop: 6.90 → 6.41 (-7.1%) | Only 6 min to kick-off — late data is more reliable | 35 snapshots — robust data
01:53:50	02:00	6	SUSTAINED_DROP	River-RR vs Sao Raimundo RR	1 (River-RR)	5.14	35%	-7.4%	5.55				Sustained odds drop: 5.55 → 5.14 (-7.4%) | Only 7 min to kick-off — late data is more reliable | 62 snapshots — robust data
01:53:50	02:00	6	MIXED	Puebla vs UNAM Pumas	X (Draw)	3.13	30%	-3.1%	3.23				Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 39 snapshots — robust data
01:57:29	02:06	9	STEAM	Queretaro W vs Mazatlan FC W	1 (Queretaro W)	1.58	80%	-5.9%	1.68				Steam move: odds dropped -5.9% | Sustained odds drop: 1.68 → 1.58 (-5.9%) | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 327 snapshots — robust data
02:24:07	02:30	6	STEAM	Inter Bogotá vs Dep. Cali	1 (Inter Bogotá)	2.67	80%	-10.4%	2.98				Steam move: odds dropped -10.4% | Sustained odds drop: 2.98 → 2.67 (-10.4%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 41 snapshots — robust data
02:24:07	02:30	6	STEAM	U. de Deportes vs Cienciano	2 (Cienciano)	7.75	80%	-12.6%	8.87				Steam move: odds dropped -12.6% | Sustained odds drop: 8.87 → 7.75 (-12.6%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 43 snapshots — robust data
02:24:07	02:30	6	STEAM	Plaza Amador vs Arabe Unido	2 (Arabe Unido)	4.09	65%	-5.1%	4.31				Steam move: odds dropped -5.1% | Sustained odds drop: 4.31 → 4.09 (-5.1%) | Only 6 min to kick-off — late data is more reliable | 33 snapshots — robust data
02:24:07	02:30	6	MIXED	Atl. Nacional vs Fortaleza	1 (Atl. Nacional)	1.38	30%	-2.8%	1.42				Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 44 snapshots — robust data
02:54:01	03:00	6	STEAM	Monterrey W vs Toluca W	1 (Monterrey W)	1.90	80%	-7.3%	2.05				Steam move: odds dropped -7.3% | Sustained odds drop: 2.05 → 1.90 (-7.3%) | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 413 snapshots — robust data
02:57:47	03:05	7	STEAM	FC Racing vs Gorilas de Juanacatlan	1 (FC Racing)	1.51	95%	-9.6%	1.67				Steam move: odds dropped -9.6% | Sustained odds drop: 1.67 → 1.51 (-9.6%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 419 snapshots — robust data
07:51:16	08:00	9	STEAM	Zenit (Rus) vs CSKA Moscow (Rus)	2 (CSKA Moscow (Rus))	3.57	80%	-5.8%	3.79				Steam move: odds dropped -5.8% | Sustained odds drop: 3.79 → 3.57 (-5.8%) | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 877 snapshots — robust data
07:51:16	08:00	9	STEAM	Mohun Bagan vs Kerala Blasters	2 (Kerala Blasters)	4.33	65%	-6.7%	4.64				Steam move: odds dropped -6.7% | Sustained odds drop: 4.64 → 4.33 (-6.7%) | Only 9 min to kick-off — late data is more reliable | 80 snapshots — robust data
09:26:45	09:35	8	MIXED	WS Wanderers vs Wellington Phoenix	1 (WS Wanderers)	1.56	30%	-4.3%	1.63				Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 98 snapshots — robust data
09:51:25	10:00	9	STEAM	Rakhine United vs Mahar United	2 (Mahar United)	1.72	95%	-9.5%	1.90				Steam move: odds dropped -9.5% | Sustained odds drop: 1.90 → 1.72 (-9.5%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 509 snapshots — robust data
09:51:25	10:00	9	STEAM	Yangon Utd vs Thitsar Arman	2 (Thitsar Arman)	10.62	80%	-18.3%	13.00				Steam move: odds dropped -18.3% | Sustained odds drop: 13.00 → 10.62 (-18.3%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 995 snapshots — robust data
10:21:26	10:30	9	STEAM	Ayeyawady vs Shan Utd	2 (Shan Utd)	1.19	95%	-8.5%	1.30				Steam move: odds dropped -8.5% | Sustained odds drop: 1.30 → 1.19 (-8.5%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 1038 snapshots — robust data
10:53:08	11:00	7	STEAM	Gangwon (Kor) vs Shanghai Port (Chn)	1 (Gangwon (Kor))	1.60	80%	-6.4%	1.71				Steam move: odds dropped -6.4% | Sustained odds drop: 1.71 → 1.60 (-6.4%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 276 snapshots — robust data
10:53:08	11:00	7	STEAM	Vissel Kobe (Jpn) vs Seoul (Kor)	X (Draw)	3.57	65%	-6.3%	3.81				Steam move: odds dropped -6.3% | Sustained odds drop: 3.81 → 3.57 (-6.3%) | Only 7 min to kick-off — late data is more reliable | 1143 snapshots — robust data
10:53:08	11:00	7	MIXED	Sanfrecce Hiroshima (Jpn) vs Johor DT (Mys)	1 (Sanfrecce Hiroshima (Jpn))	1.62	30%	-4.1%	1.69				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 1143 snapshots — robust data
11:21:40	11:30	8	STEAM	AIK W (Swe) vs Brondby W (Den)	2 (Brondby W (Den))	2.26	80%	-22.3%	2.91				Steam move: odds dropped -22.3% | Sustained odds drop: 2.91 → 2.26 (-22.3%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 610 snapshots — robust data
11:21:40	11:30	8	STEAM	Bandirmaspor vs Serik Spor	X (Draw)	7.10	80%	-9.1%	7.81				Steam move: odds dropped -9.1% | Sustained odds drop: 7.81 → 7.10 (-9.1%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 112 snapshots — robust data
11:21:40	11:30	8	SUSTAINED_DROP	AIK W (Swe) vs Brondby W (Den)	X (Draw)	3.72	35%	-7.0%	4.00				Sustained odds drop: 4.00 → 3.72 (-7.0%) | Only 9 min to kick-off — late data is more reliable | 610 snapshots — robust data
11:21:40	11:30	8	MIXED	Shamakhi vs Qarabag	2 (Qarabag)	1.35	30%	-3.6%	1.40				Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 1147 snapshots — robust data
11:54:33	12:00	5	STEAM	Vitoria Guimaraes B vs Os Belenenses	2 (Os Belenenses)	2.29	95%	-10.5%	2.56				Steam move: odds dropped -10.5% | Sustained odds drop: 2.56 → 2.29 (-10.5%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 113 snapshots — robust data
11:54:33	12:00	5	STEAM	Sisaket United vs Trat FC	2 (Trat FC)	3.94	80%	-19.3%	4.88				Steam move: odds dropped -19.3% | Sustained odds drop: 4.88 → 3.94 (-19.3%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1164 snapshots — robust data
11:54:33	12:00	5	STEAM	S. Rzeszow vs Polonia Bytom	1 (S. Rzeszow)	2.71	80%	-7.2%	2.92				Steam move: odds dropped -7.2% | Sustained odds drop: 2.92 → 2.71 (-7.2%) | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 113 snapshots — robust data
11:54:33	12:00	5	STEAM	Police Tero vs Rasisalai Utd	2 (Rasisalai Utd)	2.77	65%	-5.8%	2.94				Steam move: odds dropped -5.8% | Sustained odds drop: 2.94 → 2.77 (-5.8%) | Only 6 min to kick-off — late data is more reliable | 28 snapshots — robust data
11:54:33	12:00	5	SUSTAINED_DROP	Sisaket United vs Trat FC	X (Draw)	3.30	50%	-12.2%	3.76				Sustained odds drop: 3.76 → 3.30 (-12.2%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1164 snapshots — robust data
11:54:33	12:00	5	MIXED	Ratchaburi vs Prachuap	2 (Prachuap)	4.03	30%	-5.0%	4.24				Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 115 snapshots — robust data
12:53:35	13:00	6	STEAM	GOSK Gabela vs Prijedor	2 (Prijedor)	2.12	80%	-16.9%	2.55				Steam move: odds dropped -16.9% | Sustained odds drop: 2.55 → 2.12 (-16.9%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1258 snapshots — robust data
12:53:35	13:00	6	STEAM	Sanatatea Cluj vs Petrolul	1 (Sanatatea Cluj)	5.13	80%	-20.7%	6.47				Steam move: odds dropped -20.7% | Sustained odds drop: 6.47 → 5.13 (-20.7%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1271 snapshots — robust data
12:53:35	13:00	6	STEAM	Chanthaburi vs Mahasarakham	2 (Mahasarakham)	2.51	80%	-14.9%	2.95				Steam move: odds dropped -14.9% | Sustained odds drop: 2.95 → 2.51 (-14.9%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1246 snapshots — robust data
12:53:35	13:00	6	STEAM	Nakhon Si vs Khonkaen Utd.	X (Draw)	3.32	80%	-15.5%	3.93				Steam move: odds dropped -15.5% | Sustained odds drop: 3.93 → 3.32 (-15.5%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1246 snapshots — robust data
12:53:35	13:00	6	SUSTAINED_DROP	Nakhon Si vs Khonkaen Utd.	1 (Nakhon Si)	2.93	50%	-17.5%	3.55				Sustained odds drop: 3.55 → 2.93 (-17.5%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1246 snapshots — robust data
12:53:35	13:00	6	SUSTAINED_DROP	GOSK Gabela vs Prijedor	X (Draw)	3.01	35%	-6.5%	3.22				Sustained odds drop: 3.22 → 3.01 (-6.5%) | Only 7 min to kick-off — late data is more reliable | 1258 snapshots — robust data
13:06:13	13:15	9	STEAM	Shanghai Shenhua (Chn) vs Machida (Jpn)	2 (Machida (Jpn))	1.90	95%	-22.4%	2.45				Steam move: odds dropped -22.4% | Sustained odds drop: 2.45 → 1.90 (-22.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 1337 snapshots — robust data
13:06:13	13:15	9	STEAM	Cong An Ha Noi vs Tampines	1 (Cong An Ha Noi)	1.30	95%	-8.5%	1.42				Steam move: odds dropped -8.5% | Sustained odds drop: 1.42 → 1.30 (-8.5%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 294 snapshots — robust data
13:06:13	13:15	9	MIXED	Chengdu Rongcheng (Chn) vs Buriram (Tha)	X (Draw)	3.48	30%	-2.8%	3.58				Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 1337 snapshots — robust data
13:22:54	13:30	7	STEAM	KF Tirana vs Dinamo Tirana	1 (KF Tirana)	2.73	95%	-11.7%	3.09				Steam move: odds dropped -11.7% | Sustained odds drop: 3.09 → 2.73 (-11.7%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 415 snapshots — robust data
13:22:54	13:30	7	STEAM	Bylis vs Vllaznia	2 (Vllaznia)	1.79	80%	-14.3%	2.09				Steam move: odds dropped -14.3% | Sustained odds drop: 2.09 → 1.79 (-14.3%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 1298 snapshots — robust data
13:51:00	14:00	9	STEAM	Wigan U21 vs Coventry U21	1 (Wigan U21)	1.75	95%	-23.9%	2.30				Steam move: odds dropped -23.9% | Sustained odds drop: 2.30 → 1.75 (-23.9%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 10 min to kick-off — late data is more reliable | 1335 snapshots — robust data
13:51:00	14:00	9	VALUE+STEAM	Shkupi vs Tikves	2 (Tikves)	1.09	95%	-81.8%	6.00	+3.6%	1.05	5.0%	Steam move: odds dropped -81.8% | Sustained odds drop: 6.00 → 1.09 (-81.8%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 10 min to kick-off — late data is more reliable | 1340 snapshots — robust data
13:51:00	14:00	9	STEAM	Al-Hilal Omdurman vs APR	1 (Al-Hilal Omdurman)	1.78	95%	-8.7%	1.95				Steam move: odds dropped -8.7% | Sustained odds drop: 1.95 → 1.78 (-8.7%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 10 min to kick-off — late data is more reliable | 1322 snapshots — robust data
13:51:00	14:00	9	STEAM	Barnsley U21 vs Fleetwood U21	2 (Fleetwood U21)	2.44	80%	-10.6%	2.73				Steam move: odds dropped -10.6% | Sustained odds drop: 2.73 → 2.44 (-10.6%) | Strong drop >8% | Only 10 min to kick-off — late data is more reliable | 1337 snapshots — robust data
13:51:00	14:00	9	STEAM	Bristol City U21 vs Colchester U21	2 (Colchester U21)	3.53	80%	-21.9%	4.52				Steam move: odds dropped -21.9% | Sustained odds drop: 4.52 → 3.53 (-21.9%) | Strong drop >8% | Only 10 min to kick-off — late data is more reliable | 1337 snapshots — robust data
13:51:00	14:00	9	STEAM	Esbjerg (Den) vs Zimbru Chisinau (Mda)	2 (Zimbru Chisinau (Mda))	3.85	80%	-8.3%	4.20				Steam move: odds dropped -8.3% | Sustained odds drop: 4.20 → 3.85 (-8.3%) | Strong drop >8% | Only 10 min to kick-off — late data is more reliable | 159 snapshots — robust data
13:51:00	14:00	9	STEAM	Dynamo Moscow (Rus) vs Krasnodar (Rus)	2 (Krasnodar (Rus))	2.05	80%	-8.1%	2.23				Steam move: odds dropped -8.1% | Sustained odds drop: 2.23 → 2.05 (-8.1%) | Strong drop >8% | Only 10 min to kick-off — late data is more reliable | 1397 snapshots — robust data
13:51:00	14:00	9	STEAM	Spartak Moscow (Rus) vs FC Astana (Kaz)	1 (Spartak Moscow (Rus))	1.22	80%	-10.3%	1.36				Steam move: odds dropped -10.3% | Sustained odds drop: 1.36 → 1.22 (-10.3%) | Strong drop >8% | Only 10 min to kick-off — late data is more reliable | 1336 snapshots — robust data
13:51:00	14:00	9	STEAM	Botev Vratsa vs Arda	2 (Arda)	2.02	80%	-15.1%	2.38				Steam move: odds dropped -15.1% | Sustained odds drop: 2.38 → 2.02 (-15.1%) | Strong drop >8% | Only 10 min to kick-off — late data is more reliable | 340 snapshots — robust data
13:51:00	14:00	9	STEAM	Sileks vs Bashkimi	1 (Sileks)	1.33	80%	-5.7%	1.41				Steam move: odds dropped -5.7% | Sustained odds drop: 1.41 → 1.33 (-5.7%) | Other outcomes rising while this drops — market consensus | Only 10 min to kick-off — late data is more reliable | 15 snapshots — robust data
13:51:00	14:00	9	STEAM	Amedspor vs Sakaryaspor	X (Draw)	6.30	80%	-7.5%	6.81				Steam move: odds dropped -7.5% | Sustained odds drop: 6.81 → 6.30 (-7.5%) | Other outcomes rising while this drops — market consensus | Only 10 min to kick-off — late data is more reliable | 123 snapshots — robust data
13:51:00	14:00	9	STEAM	Shkendija vs Struga	X (Draw)	3.28	65%	-6.3%	3.50				Steam move: odds dropped -6.3% | Sustained odds drop: 3.50 → 3.28 (-6.3%) | Only 10 min to kick-off — late data is more reliable | 1340 snapshots — robust data
13:51:00	14:00	9	STEAM	Santa Clara U23 vs Famalicao U23	2 (Famalicao U23)	2.32	65%	-5.3%	2.45				Steam move: odds dropped -5.3% | Sustained odds drop: 2.45 → 2.32 (-5.3%) | Only 10 min to kick-off — late data is more reliable | 1358 snapshots — robust data
13:51:00	14:00	9	STEAM	Espanyol vs Celta Vigo	2 (Celta Vigo)	2.88	65%	-6.2%	3.07				Steam move: odds dropped -6.2% | Sustained odds drop: 3.07 → 2.88 (-6.2%) | Only 10 min to kick-off — late data is more reliable | 129 snapshots — robust data
13:51:00	14:00	9	STEAM	Ol. Nicosia vs Omonia Aradippou	X (Draw)	2.92	65%	-5.8%	3.10				Steam move: odds dropped -5.8% | Sustained odds drop: 3.10 → 2.92 (-5.8%) | Only 10 min to kick-off — late data is more reliable | 124 snapshots — robust data
13:51:00	14:00	9	SUSTAINED_DROP	Shkendija vs Struga	1 (Shkendija)	1.96	50%	-12.9%	2.25				Sustained odds drop: 2.25 → 1.96 (-12.9%) | Strong drop >8% | Only 10 min to kick-off — late data is more reliable | 1340 snapshots — robust data
13:51:00	14:00	9	MIXED	Fredericia vs Aarhus	2 (Aarhus)	1.35	30%	-4.3%	1.41				Other outcomes rising while this drops — market consensus | Only 10 min to kick-off — late data is more reliable | 127 snapshots — robust data
13:51:00	14:00	9	MIXED	Makedonikos vs Giannina	2 (Giannina)	1.58	30%	-2.5%	1.62				Other outcomes rising while this drops — market consensus | Only 10 min to kick-off — late data is more reliable | 127 snapshots — robust data
14:23:49	14:30	6	STEAM	Sekhukhune vs Orbit College	1 (Sekhukhune)	1.57	95%	-9.8%	1.74				Steam move: odds dropped -9.8% | Sustained odds drop: 1.74 → 1.57 (-9.8%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 131 snapshots — robust data
14:23:49	14:30	6	STEAM	Lok. Plovdiv vs Botev Plovdiv	2 (Botev Plovdiv)	2.39	80%	-21.1%	3.03				Steam move: odds dropped -21.1% | Sustained odds drop: 3.03 → 2.39 (-21.1%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 134 snapshots — robust data
14:23:49	14:30	6	STEAM	Heerenveen vs Zwolle	2 (Zwolle)	6.22	80%	-9.9%	6.90				Steam move: odds dropped -9.9% | Sustained odds drop: 6.90 → 6.22 (-9.9%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 131 snapshots — robust data
14:23:49	14:30	6	STEAM	Orlando Pirates vs Marumo Gallants	2 (Marumo Gallants)	8.86	65%	-7.1%	9.54				Steam move: odds dropped -7.1% | Sustained odds drop: 9.54 → 8.86 (-7.1%) | Only 7 min to kick-off — late data is more reliable | 133 snapshots — robust data
14:23:49	14:30	6	STEAM	Grazer AK vs Salzburg	1 (Grazer AK)	4.29	65%	-6.7%	4.60				Steam move: odds dropped -6.7% | Sustained odds drop: 4.60 → 4.29 (-6.7%) | Only 7 min to kick-off — late data is more reliable | 131 snapshots — robust data
14:23:49	14:30	6	SUSTAINED_DROP	Heerenveen vs Zwolle	X (Draw)	4.41	35%	-5.6%	4.67				Sustained odds drop: 4.67 → 4.41 (-5.6%) | Only 7 min to kick-off — late data is more reliable | 131 snapshots — robust data
15:22:18	15:30	8	STEAM	Sloga Doboj vs Tekstilac	1 (Sloga Doboj)	1.07	95%	-39.6%	1.77				Steam move: odds dropped -39.6% | Sustained odds drop: 1.77 → 1.07 (-39.6%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 1472 snapshots — robust data
15:22:18	15:30	8	STEAM	Radnik Bijeljina vs Krusevo	X (Draw)	6.16	80%	-5.2%	6.50				Steam move: odds dropped -5.2% | Sustained odds drop: 6.50 → 6.16 (-5.2%) | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 282 snapshots — robust data
15:22:18	15:30	8	STEAM	Tadamone Hadramout (Yem) vs Al Rayyan (Qat)	X (Draw)	9.16	65%	-6.9%	9.84				Steam move: odds dropped -6.9% | Sustained odds drop: 9.84 → 9.16 (-6.9%) | Only 8 min to kick-off — late data is more reliable | 308 snapshots — robust data
15:22:18	15:30	8	SUSTAINED_DROP	Tadamone Hadramout (Yem) vs Al Rayyan (Qat)	1 (Tadamone Hadramout (Yem))	24.96	50%	-22.5%	32.20				Sustained odds drop: 32.20 → 24.96 (-22.5%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 308 snapshots — robust data
15:52:43	16:00	7	STEAM	Sheffield Wed vs Millwall	2 (Millwall)	1.38	95%	-9.8%	1.53				Steam move: odds dropped -9.8% | Sustained odds drop: 1.53 → 1.38 (-9.8%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 144 snapshots — robust data
15:52:43	16:00	7	STEAM	Amarante vs Academica	1 (Amarante)	2.80	95%	-20.2%	3.51				Steam move: odds dropped -20.2% | Sustained odds drop: 3.51 → 2.80 (-20.2%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 142 snapshots — robust data
15:52:43	16:00	7	STEAM	Amora vs Covilha	1 (Amora)	1.88	95%	-10.1%	2.09				Steam move: odds dropped -10.1% | Sustained odds drop: 2.09 → 1.88 (-10.1%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 142 snapshots — robust data
15:52:43	16:00	7	STEAM	FC Hermannstadt vs CFR Cluj	2 (CFR Cluj)	1.84	95%	-15.2%	2.17				Steam move: odds dropped -15.2% | Sustained odds drop: 2.17 → 1.84 (-15.2%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 140 snapshots — robust data
15:52:43	16:00	7	STEAM	Malmo FF (Swe) vs Odd (Nor)	2 (Odd (Nor))	4.47	80%	-20.6%	5.63				Steam move: odds dropped -20.6% | Sustained odds drop: 5.63 → 4.47 (-20.6%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 446 snapshots — robust data
15:52:43	16:00	7	STEAM	Al Nahda (Oma) vs Al Shabab (Sau)	1 (Al Nahda (Oma))	2.35	80%	-11.7%	2.66				Steam move: odds dropped -11.7% | Sustained odds drop: 2.66 → 2.35 (-11.7%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 376 snapshots — robust data
15:52:43	16:00	7	STEAM	Enppi vs Pyramids	X (Draw)	3.18	80%	-15.0%	3.74				Steam move: odds dropped -15.0% | Sustained odds drop: 3.74 → 3.18 (-15.0%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 382 snapshots — robust data
15:52:43	16:00	7	STEAM	Levadiakos vs OFI Crete	X (Draw)	3.26	80%	-6.6%	3.49				Steam move: odds dropped -6.6% | Sustained odds drop: 3.49 → 3.26 (-6.6%) | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 382 snapshots — robust data
