captured_at	kick_off	min_to_ko	match	bet	odds	opening	drop_pct	snapshots	confidence	score	market_consensus	type	reason
00:19:46	LIVE 19''	LIVE	San Luis vs Copiapo	1 (San Luis)	2.44	2.05	+12.0%	T3	70%	58.5	0:0	LIVE_VALUE	Edge: +12.0% | Model: 49% vs market: 41% | Fair: 2.05 vs offered: 2.44 | Home value in draw | Early (19') | T3
00:22:39	00:30	7	2 de Mayo vs Cerro Porteno	1 (2 de Mayo)	6.75	7.75	-12.9%	30	80%	55.6	NE	STEAM	Steam move: odds dropped -12.9% | Sustained odds drop: 7.75 → 6.75 (-12.9%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 30 snapshots — robust data
00:22:51	LIVE 65''	LIVE	Carmelita vs CS Uruguay	1 (Carmelita)	4.85	3.73	+18.0%	T4	80%	81.5	0:0	LIVE_VALUE	Edge: +18.0% | Model: 27% vs market: 21% | Fair: 3.73 vs offered: 4.85 | Home value in draw | Second half (65') | T4
00:22:51	LIVE 37''	LIVE	Novorizontino vs Sao Bernardo	1 (Novorizontino)	2.17	1.87	+16.3%	T4	80%	78.6	1:1	LIVE_VALUE	Edge: +16.3% | Model: 54% vs market: 46% | Fair: 1.87 vs offered: 2.17 | Home value in draw | Mid-game (37') | T4
00:22:51	LIVE 22''	LIVE	San Luis vs Copiapo	1 (San Luis)	2.42	2.08	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 48% vs market: 41% | Fair: 2.08 vs offered: 2.42 | Home value in draw | Early (22') | T3
00:22:51	LIVE 21''	LIVE	River Plate vs Tigre	2 (Tigre)	1.42	1.23	+12.0%	T3	65%	62.2	0:2	LIVE_VALUE	Edge: +12.0% | Model: 81% vs market: 70% | Fair: 1.23 vs offered: 1.42 | Away leading 0:2 | Early (21') | T3
00:25:56	LIVE 67''	LIVE	Carmelita vs CS Uruguay	1 (Carmelita)	5.13	3.92	+18.0%	T4	75%	75.2	0:0	LIVE_VALUE	Edge: +18.0% | Model: 26% vs market: 19% | Fair: 3.92 vs offered: 5.13 | Home value in draw | Second half (67') | T4
00:25:56	LIVE 25''	LIVE	San Luis vs Copiapo	1 (San Luis)	2.41	2.11	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 47% vs market: 41% | Fair: 2.11 vs offered: 2.41 | Home value in draw | Early (25') | T3
00:25:56	LIVE 25''	LIVE	Queretaro vs Club Leon	1 (Queretaro)	1.52	1.27	+12.0%	T3	65%	62.2	1:0	LIVE_VALUE	Edge: +12.0% | Model: 79% vs market: 66% | Fair: 1.27 vs offered: 1.52 | Home leading 1:0 | Early (25') | T3
00:25:56	LIVE 23''	LIVE	River Plate vs Tigre	2 (Tigre)	1.42	1.22	+12.0%	T3	65%	62.2	0:2	LIVE_VALUE	Edge: +12.0% | Model: 82% vs market: 70% | Fair: 1.22 vs offered: 1.42 | Away leading 0:2 | Early (23') | T3
00:29:04	LIVE 71''	LIVE	Carmelita vs CS Uruguay	2 (CS Uruguay)	1.61	1.23	+18.0%	T4	75%	75.2	0:1	LIVE_VALUE	Edge: +18.0% | Model: 81% vs market: 62% | Fair: 1.23 vs offered: 1.61 | Away leading 0:1 | Second half (71') | T4
00:29:04	LIVE 29''	LIVE	Queretaro vs Club Leon	1 (Queretaro)	1.54	1.26	+12.0%	T3	65%	62.2	1:0	LIVE_VALUE	Edge: +12.0% | Model: 79% vs market: 65% | Fair: 1.26 vs offered: 1.54 | Home leading 1:0 | Early (29') | T3
00:29:04	LIVE 27''	LIVE	River Plate vs Tigre	2 (Tigre)	1.40	1.20	+12.0%	T3	65%	62.2	0:2	LIVE_VALUE	Edge: +12.0% | Model: 83% vs market: 71% | Fair: 1.20 vs offered: 1.40 | Away leading 0:2 | Early (27') | T3
00:29:04	LIVE 66''	LIVE	Santa Catarina vs Barra FC	1 (Santa Catarina)	4.06	3.36	+12.0%	T3	70%	58.5	0:0	LIVE_VALUE	Edge: +12.0% | Model: 30% vs market: 25% | Fair: 3.36 vs offered: 4.06 | Home value in draw | Second half (66') | T3
00:32:15	LIVE 11''	LIVE	Alianza vs Plaza Amador	X (Draw)	4.90	4.20	+16.8%	T4	70%	71.8	0:1	LIVE_VALUE	Edge: +16.8% | Model: 24% vs market: 20% | Fair: 4.20 vs offered: 4.90 | Early (11') | T4
00:32:15	LIVE 32''	LIVE	San Luis vs Copiapo	1 (San Luis)	2.51	2.20	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 45% vs market: 40% | Fair: 2.20 vs offered: 2.51 | Home value in draw | Mid-game (32') | T3
00:32:15	LIVE 32''	LIVE	Queretaro vs Club Leon	1 (Queretaro)	1.53	1.26	+12.0%	T3	65%	62.2	1:0	LIVE_VALUE	Edge: +12.0% | Model: 80% vs market: 65% | Fair: 1.26 vs offered: 1.53 | Home leading 1:0 | Mid-game (32') | T3
00:32:15	LIVE 30''	LIVE	River Plate vs Tigre	2 (Tigre)	1.36	1.19	+12.0%	T3	65%	62.2	0:2	LIVE_VALUE	Edge: +12.0% | Model: 84% vs market: 74% | Fair: 1.19 vs offered: 1.36 | Away leading 0:2 | Mid-game (30') | T3
00:32:15	LIVE 69''	LIVE	Santa Catarina vs Barra FC	1 (Santa Catarina)	4.19	3.68	+12.0%	T3	70%	58.5	0:0	LIVE_VALUE	Edge: +12.0% | Model: 27% vs market: 24% | Fair: 3.68 vs offered: 4.19 | Home value in draw | Second half (69') | T3
00:36:18	LIVE 15''	LIVE	Alianza vs Plaza Amador	X (Draw)	4.85	4.16	+16.7%	T4	70%	71.7	0:1	LIVE_VALUE	Edge: +16.7% | Model: 24% vs market: 21% | Fair: 4.16 vs offered: 4.85 | Early (15') | T4
00:36:18	LIVE 36''	LIVE	San Luis vs Copiapo	1 (San Luis)	2.57	2.27	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 44% vs market: 39% | Fair: 2.27 vs offered: 2.57 | Home value in draw | Mid-game (36') | T3
00:36:18	LIVE 32''	LIVE	Maringa FC vs Galo Maringa	X (Draw)	3.79	3.11	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 32% vs market: 26% | Fair: 3.11 vs offered: 3.79 | Drawing 0:0 | Mid-game (32') | T3
00:36:18	LIVE 34''	LIVE	River Plate vs Tigre	2 (Tigre)	1.34	1.17	+12.0%	T3	65%	62.2	0:2	LIVE_VALUE	Edge: +12.0% | Model: 85% vs market: 75% | Fair: 1.17 vs offered: 1.34 | Away leading 0:2 | Mid-game (34') | T3
00:39:40	LIVE 19''	LIVE	Alianza vs Plaza Amador	X (Draw)	4.98	4.12	+18.0%	T4	75%	75.2	0:1	LIVE_VALUE	Edge: +18.0% | Model: 24% vs market: 20% | Fair: 4.12 vs offered: 4.98 | Early (19') | T4
00:39:40	LIVE 10''	LIVE	Monagas vs Universidad Central	1 (Monagas)	2.28	1.97	+16.0%	T4	75%	71.7	0:0	LIVE_VALUE	Edge: +16.0% | Model: 51% vs market: 44% | Fair: 1.97 vs offered: 2.28 | Home value in draw | Early (10') | T4
00:39:40	LIVE 36''	LIVE	Maringa FC vs Galo Maringa	X (Draw)	3.63	2.96	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 34% vs market: 28% | Fair: 2.96 vs offered: 3.63 | Drawing 0:0 | Mid-game (36') | T3
00:39:40	LIVE 48''	LIVE	Brusque vs Concordia	1 (Brusque)	1.92	1.56	+12.0%	T3	65%	62.2	0:0	LIVE_VALUE	Edge: +12.0% | Model: 64% vs market: 52% | Fair: 1.56 vs offered: 1.92 | Home value in draw | Mid-game (48') | T3
00:39:40	LIVE 37''	LIVE	River Plate vs Tigre	2 (Tigre)	1.32	1.16	+12.0%	T3	65%	62.2	0:2	LIVE_VALUE	Edge: +12.0% | Model: 86% vs market: 76% | Fair: 1.16 vs offered: 1.32 | Away leading 0:2 | Mid-game (37') | T3
00:39:40	LIVE 75''	LIVE	Tombense vs URT	1 (Tombense)	1.30	1.08	+12.0%	T3	70%	58.5	1:0	LIVE_VALUE	Edge: +12.0% | Model: 92% vs market: 77% | Fair: 1.08 vs offered: 1.30 | Home leading 1:0 | Second half (75') | T3
00:42:11	LIVE 21''	LIVE	Alianza vs Plaza Amador	X (Draw)	4.97	4.10	+18.0%	T4	80%	81.5	0:1	LIVE_VALUE	Edge: +18.0% | Model: 24% vs market: 20% | Fair: 4.10 vs offered: 4.97 | Early (21') | T4
00:42:11	LIVE 12''	LIVE	Monagas vs Universidad Central	1 (Monagas)	2.34	1.98	+18.0%	T4	75%	75.2	0:0	LIVE_VALUE	Edge: +18.0% | Model: 50% vs market: 43% | Fair: 1.98 vs offered: 2.34 | Home value in draw | Early (12') | T4
00:42:11	LIVE 51''	LIVE	Brusque vs Concordia	1 (Brusque)	1.94	1.61	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 62% vs market: 52% | Fair: 1.61 vs offered: 1.94 | Home value in draw | Mid-game (51') | T3
00:42:11	LIVE 38''	LIVE	Maringa FC vs Galo Maringa	X (Draw)	3.55	2.89	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 35% vs market: 28% | Fair: 2.89 vs offered: 3.55 | Drawing 0:0 | Mid-game (38') | T3
00:42:11	LIVE 40''	LIVE	River Plate vs Tigre	2 (Tigre)	1.31	1.15	+12.0%	T3	65%	62.2	0:2	LIVE_VALUE	Edge: +12.0% | Model: 87% vs market: 76% | Fair: 1.15 vs offered: 1.31 | Away leading 0:2 | Mid-game (40') | T3
00:42:11	LIVE 74''	LIVE	Castanhal vs Tuna Luso	X (Draw)	1.76	1.54	+12.0%	T3	70%	58.5	0:0	LIVE_VALUE	Edge: +12.0% | Model: 65% vs market: 57% | Fair: 1.54 vs offered: 1.76 | Drawing 0:0 | Second half (74') | T3
00:42:50	LIVE 22''	LIVE	Alianza vs Plaza Amador	X (Draw)	4.98	4.10	+18.0%	T4	80%	81.5	0:1	LIVE_VALUE	Edge: +18.0% | Model: 24% vs market: 20% | Fair: 4.10 vs offered: 4.98 | Early (22') | T4
00:42:50	LIVE 10''	LIVE	Aurora vs Universitario de Vinto	1 (Aurora)	2.36	1.97	+18.0%	T4	75%	75.2	0:0	LIVE_VALUE	Edge: +18.0% | Model: 51% vs market: 42% | Fair: 1.97 vs offered: 2.36 | Home value in draw | Early (10') | T4
00:42:50	LIVE 13''	LIVE	Monagas vs Universidad Central	1 (Monagas)	2.34	1.99	+17.6%	T4	75%	74.5	0:0	LIVE_VALUE	Edge: +17.6% | Model: 50% vs market: 43% | Fair: 1.99 vs offered: 2.34 | Home value in draw | Early (13') | T4
00:42:50	LIVE 39''	LIVE	Maringa FC vs Galo Maringa	X (Draw)	3.49	2.85	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 35% vs market: 29% | Fair: 2.85 vs offered: 3.49 | Drawing 0:0 | Mid-game (39') | T3
00:42:50	LIVE 51''	LIVE	Brusque vs Concordia	1 (Brusque)	1.98	1.61	+12.0%	T3	65%	62.2	0:0	LIVE_VALUE	Edge: +12.0% | Model: 62% vs market: 51% | Fair: 1.61 vs offered: 1.98 | Home value in draw | Mid-game (51') | T3
00:42:50	LIVE 41''	LIVE	River Plate vs Tigre	2 (Tigre)	1.30	1.14	+12.0%	T3	65%	62.2	0:2	LIVE_VALUE	Edge: +12.0% | Model: 87% vs market: 77% | Fair: 1.14 vs offered: 1.30 | Away leading 0:2 | Mid-game (41') | T3
00:42:50	LIVE 74''	LIVE	Castanhal vs Tuna Luso	X (Draw)	1.74	1.54	+12.0%	T3	70%	58.5	0:0	LIVE_VALUE	Edge: +12.0% | Model: 65% vs market: 57% | Fair: 1.54 vs offered: 1.74 | Drawing 0:0 | Second half (74') | T3
00:45:58	LIVE 24''	LIVE	Alianza vs Plaza Amador	X (Draw)	4.83	4.08	+18.0%	T4	80%	81.5	0:1	LIVE_VALUE	Edge: +18.0% | Model: 24% vs market: 21% | Fair: 4.08 vs offered: 4.83 | Early (24') | T4
00:45:58	LIVE 15''	LIVE	Monagas vs Universidad Central	1 (Monagas)	2.37	2.01	+18.0%	T4	75%	75.2	0:0	LIVE_VALUE	Edge: +18.0% | Model: 50% vs market: 42% | Fair: 2.01 vs offered: 2.37 | Home value in draw | Early (15') | T4
00:45:58	LIVE 12''	LIVE	Aurora vs Universitario de Vinto	1 (Aurora)	2.43	1.98	+18.0%	T4	70%	74.0	0:0	LIVE_VALUE	Edge: +18.0% | Model: 50% vs market: 41% | Fair: 1.98 vs offered: 2.43 | Home value in draw | Early (12') | T4
00:45:58	LIVE 10''	LIVE	Sao Paulo vs Primavera	X (Draw)	4.48	3.88	+15.5%	T4	75%	70.8	0:0	LIVE_VALUE	Edge: +15.5% | Model: 26% vs market: 22% | Fair: 3.88 vs offered: 4.48 | Drawing 0:0 | Early (10') | T4
00:45:58	LIVE 44''	LIVE	Toluca vs Cruz Azul	1 (Toluca)	1.38	1.23	+12.0%	T3	75%	64.8	1:0	LIVE_VALUE	Edge: +12.0% | Model: 81% vs market: 72% | Fair: 1.23 vs offered: 1.38 | Home leading 1:0 | Mid-game (44') | T3
00:45:58	LIVE 41''	LIVE	Maringa FC vs Galo Maringa	X (Draw)	3.32	2.78	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 36% vs market: 30% | Fair: 2.78 vs offered: 3.32 | Drawing 0:0 | Mid-game (41') | T3
00:49:08	LIVE 28''	LIVE	Alianza vs Plaza Amador	X (Draw)	4.88	4.07	+18.0%	T4	75%	80.2	0:1	LIVE_VALUE	Edge: +18.0% | Model: 25% vs market: 20% | Fair: 4.07 vs offered: 4.88 | Early (28') | T4
00:49:08	LIVE 14''	LIVE	Sao Paulo vs Primavera	X (Draw)	4.52	3.75	+18.0%	T4	75%	75.2	0:0	LIVE_VALUE	Edge: +18.0% | Model: 27% vs market: 22% | Fair: 3.75 vs offered: 4.52 | Drawing 0:0 | Early (14') | T4
00:49:08	LIVE 16''	LIVE	Aurora vs Universitario de Vinto	1 (Aurora)	2.44	2.02	+18.0%	T4	70%	74.0	0:0	LIVE_VALUE	Edge: +18.0% | Model: 50% vs market: 41% | Fair: 2.02 vs offered: 2.44 | Home value in draw | Early (16') | T4
00:49:08	LIVE 58''	LIVE	Brusque vs Concordia	1 (Brusque)	2.06	1.78	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 56% vs market: 49% | Fair: 1.78 vs offered: 2.06 | Home value in draw | Mid-game (58') | T3
00:49:08	LIVE 45+''	LIVE	Maringa FC vs Galo Maringa	X (Draw)	3.10	2.55	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 39% vs market: 32% | Fair: 2.55 vs offered: 3.10 | Drawing 0:0 | Mid-game (47') | T3
00:50:39	LIVE 29''	LIVE	Alianza vs Plaza Amador	X (Draw)	4.88	4.06	+18.0%	T4	80%	81.5	0:1	LIVE_VALUE	Edge: +18.0% | Model: 25% vs market: 20% | Fair: 4.06 vs offered: 4.88 | Early (29') | T4
00:50:39	LIVE 15''	LIVE	Sao Paulo vs Primavera	X (Draw)	4.52	3.71	+18.0%	T4	75%	75.2	0:0	LIVE_VALUE	Edge: +18.0% | Model: 27% vs market: 22% | Fair: 3.71 vs offered: 4.52 | Drawing 0:0 | Early (15') | T4
00:50:39	LIVE 17''	LIVE	Aurora vs Universitario de Vinto	1 (Aurora)	2.44	2.03	+18.0%	T4	70%	74.0	0:0	LIVE_VALUE	Edge: +18.0% | Model: 49% vs market: 41% | Fair: 2.03 vs offered: 2.44 | Home value in draw | Early (17') | T4
00:50:39	LIVE 59''	LIVE	Brusque vs Concordia	1 (Brusque)	2.06	1.82	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 55% vs market: 49% | Fair: 1.82 vs offered: 2.06 | Home value in draw | Mid-game (59') | T3
00:50:39	LIVE 45+''	LIVE	Maringa FC vs Galo Maringa	X (Draw)	3.10	2.55	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 39% vs market: 32% | Fair: 2.55 vs offered: 3.10 | Drawing 0:0 | Mid-game (47') | T3
00:52:51	01:00	7	Managua FC vs Esteli	2 (Esteli)	2.23	2.53	-11.9%	45	80%	56.4	NE	STEAM	Steam move: odds dropped -11.9% | Sustained odds drop: 2.53 → 2.23 (-11.9%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 45 snapshots — robust data
00:53:05	LIVE 32''	LIVE	Alianza vs Plaza Amador	X (Draw)	5.06	4.06	+18.0%	T4	80%	81.5	0:1	LIVE_VALUE	Edge: +18.0% | Model: 25% vs market: 20% | Fair: 4.06 vs offered: 5.06 | Mid-game (32') | T4
00:53:05	LIVE 18''	LIVE	Sao Paulo vs Primavera	X (Draw)	4.29	3.61	+18.0%	T4	75%	75.2	0:0	LIVE_VALUE	Edge: +18.0% | Model: 28% vs market: 23% | Fair: 3.61 vs offered: 4.29 | Drawing 0:0 | Early (18') | T4
00:56:12	LIVE 21''	LIVE	Sao Paulo vs Primavera	X (Draw)	4.24	3.50	+18.0%	T4	80%	81.5	0:0	LIVE_VALUE	Edge: +18.0% | Model: 29% vs market: 24% | Fair: 3.50 vs offered: 4.24 | Drawing 0:0 | Early (21') | T4
00:56:12	LIVE 35''	LIVE	Alianza vs Plaza Amador	X (Draw)	5.14	4.06	+18.0%	T4	75%	80.2	0:1	LIVE_VALUE	Edge: +18.0% | Model: 25% vs market: 19% | Fair: 4.06 vs offered: 5.14 | Mid-game (35') | T4
00:56:12	LIVE 23''	LIVE	Aurora vs Universitario de Vinto	1 (Aurora)	1.48	1.27	+16.7%	T4	70%	76.7	1:0	LIVE_VALUE	Edge: +16.7% | Model: 79% vs market: 68% | Fair: 1.27 vs offered: 1.48 | Home leading 1:0 | Early (23') | T4
00:59:21	LIVE 38''	LIVE	Alianza vs Plaza Amador	X (Draw)	5.14	4.07	+18.0%	T4	80%	81.5	0:1	LIVE_VALUE	Edge: +18.0% | Model: 25% vs market: 19% | Fair: 4.07 vs offered: 5.14 | Mid-game (38') | T4
00:59:21	LIVE 25''	LIVE	Sao Paulo vs Primavera	X (Draw)	4.24	3.36	+18.0%	T4	80%	81.5	0:0	LIVE_VALUE	Edge: +18.0% | Model: 30% vs market: 24% | Fair: 3.36 vs offered: 4.24 | Drawing 0:0 | Early (25') | T4
00:59:21	LIVE 26''	LIVE	Aurora vs Universitario de Vinto	1 (Aurora)	1.48	1.26	+17.0%	T4	70%	77.3	1:0	LIVE_VALUE	Edge: +17.0% | Model: 79% vs market: 68% | Fair: 1.26 vs offered: 1.48 | Home leading 1:0 | Early (26') | T4
00:59:21	LIVE 54''	LIVE	Novorizontino vs Sao Bernardo	X (Draw)	2.63	2.29	+14.6%	T4	80%	75.6	1:1	LIVE_VALUE	Edge: +14.6% | Model: 44% vs market: 38% | Fair: 2.29 vs offered: 2.63 | Drawing 1:1 | Mid-game (54') | T4
00:59:21	LIVE 68''	LIVE	Brusque vs Concordia	X (Draw)	2.47	2.01	+12.0%	T3	70%	58.5	1:1	LIVE_VALUE	Edge: +12.0% | Model: 50% vs market: 40% | Fair: 2.01 vs offered: 2.47 | Drawing 1:1 | Second half (68') | T3
01:02:30	LIVE 42''	LIVE	Alianza vs Plaza Amador	X (Draw)	5.02	4.09	+18.0%	T4	80%	81.5	0:1	LIVE_VALUE	Edge: +18.0% | Model: 24% vs market: 20% | Fair: 4.09 vs offered: 5.02 | Mid-game (42') | T4
01:02:30	LIVE 28''	LIVE	Sao Paulo vs Primavera	X (Draw)	3.96	3.25	+18.0%	T4	80%	81.5	0:0	LIVE_VALUE	Edge: +18.0% | Model: 31% vs market: 25% | Fair: 3.25 vs offered: 3.96 | Drawing 0:0 | Early (28') | T4
01:02:30	LIVE 57''	LIVE	Novorizontino vs Sao Bernardo	X (Draw)	2.52	2.17	+16.1%	T4	80%	78.1	1:1	LIVE_VALUE	Edge: +16.1% | Model: 46% vs market: 40% | Fair: 2.17 vs offered: 2.52 | Drawing 1:1 | Mid-game (57') | T4
01:02:30	LIVE 30''	LIVE	Aurora vs Universitario de Vinto	1 (Aurora)	1.45	1.26	+15.2%	T4	70%	74.0	1:0	LIVE_VALUE	Edge: +15.2% | Model: 79% vs market: 69% | Fair: 1.26 vs offered: 1.45 | Home leading 1:0 | Mid-game (30') | T4
01:02:30	LIVE 61''	LIVE	Imperatriz vs Tuntum	1 (Imperatriz)	2.93	2.40	+12.0%	T3	75%	64.8	1:1	LIVE_VALUE	Edge: +12.0% | Model: 42% vs market: 34% | Fair: 2.40 vs offered: 2.93 | Home value in draw | Second half (61') | T3
01:02:30	LIVE 42''	LIVE	Fortaleza vs Santa Fe	1 (Fortaleza)	2.91	2.38	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 42% vs market: 34% | Fair: 2.38 vs offered: 2.91 | Home value in draw | Mid-game (42') | T3
01:05:42	LIVE 30''	LIVE	Sao Paulo vs Primavera	X (Draw)	3.91	3.18	+18.0%	T4	80%	81.5	0:0	LIVE_VALUE	Edge: +18.0% | Model: 31% vs market: 26% | Fair: 3.18 vs offered: 3.91 | Drawing 0:0 | Mid-game (30') | T4
01:05:42	LIVE 44''	LIVE	Alianza vs Plaza Amador	X (Draw)	5.08	4.11	+18.0%	T4	75%	80.2	0:1	LIVE_VALUE	Edge: +18.0% | Model: 24% vs market: 20% | Fair: 4.11 vs offered: 5.08 | Mid-game (44') | T4
01:05:42	LIVE 59''	LIVE	Novorizontino vs Sao Bernardo	X (Draw)	2.41	2.09	+15.3%	T4	80%	76.8	1:1	LIVE_VALUE	Edge: +15.3% | Model: 48% vs market: 41% | Fair: 2.09 vs offered: 2.41 | Drawing 1:1 | Mid-game (59') | T4
01:05:42	LIVE 32''	LIVE	Aurora vs Universitario de Vinto	1 (Aurora)	1.45	1.26	+15.5%	T4	70%	74.6	1:0	LIVE_VALUE	Edge: +15.5% | Model: 80% vs market: 69% | Fair: 1.26 vs offered: 1.45 | Home leading 1:0 | Mid-game (32') | T4
01:05:42	LIVE 64''	LIVE	Imperatriz vs Tuntum	1 (Imperatriz)	3.02	2.57	+12.0%	T3	75%	64.8	1:1	LIVE_VALUE	Edge: +12.0% | Model: 39% vs market: 33% | Fair: 2.57 vs offered: 3.02 | Home value in draw | Second half (64') | T3
01:05:42	LIVE 45+''	LIVE	Fortaleza vs Santa Fe	1 (Fortaleza)	2.99	2.50	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 40% vs market: 33% | Fair: 2.50 vs offered: 2.99 | Home value in draw | Mid-game (47') | T3
01:10:21	LIVE 35''	LIVE	Sao Paulo vs Primavera	X (Draw)	3.74	3.00	+18.0%	T4	80%	81.5	0:0	LIVE_VALUE	Edge: +18.0% | Model: 33% vs market: 27% | Fair: 3.00 vs offered: 3.74 | Drawing 0:0 | Mid-game (35') | T4
01:10:21	LIVE 64''	LIVE	Novorizontino vs Sao Bernardo	X (Draw)	2.23	1.89	+17.9%	T4	80%	81.4	1:1	LIVE_VALUE	Edge: +17.9% | Model: 53% vs market: 45% | Fair: 1.89 vs offered: 2.23 | Drawing 1:1 | Second half (64') | T4
01:10:21	LIVE 45+''	LIVE	Alianza vs Plaza Amador	X (Draw)	5.09	4.16	+18.0%	T4	75%	80.2	0:1	LIVE_VALUE	Edge: +18.0% | Model: 24% vs market: 20% | Fair: 4.16 vs offered: 5.09 | Mid-game (47') | T4
01:10:21	LIVE 37''	LIVE	Aurora vs Universitario de Vinto	1 (Aurora)	1.44	1.25	+15.5%	T4	70%	74.6	1:0	LIVE_VALUE	Edge: +15.5% | Model: 80% vs market: 69% | Fair: 1.25 vs offered: 1.44 | Home leading 1:0 | Mid-game (37') | T4
01:10:21	LIVE 45+''	LIVE	Fortaleza vs Santa Fe	1 (Fortaleza)	3.08	2.50	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 40% vs market: 32% | Fair: 2.50 vs offered: 3.08 | Home value in draw | Mid-game (47') | T3
01:13:46	LIVE 39''	LIVE	Sao Paulo vs Primavera	X (Draw)	3.72	2.85	+18.0%	T4	80%	81.5	0:0	LIVE_VALUE	Edge: +18.0% | Model: 35% vs market: 27% | Fair: 2.85 vs offered: 3.72 | Drawing 0:0 | Mid-game (39') | T4
