captured_at	kick_off	min_to_ko	match	bet	odds	opening	drop_pct	snapshots	confidence	score	market_consensus	type	reason
00:13:20	LIVE 52''	LIVE	Cobreloa vs Antofagasta	1 (Cobreloa)	2.18	1.90	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 53% vs market: 46% | Fair: 1.90 vs offered: 2.18 | Home value in draw | Mid-game (52') | T3
00:13:20	LIVE 11''	LIVE	Alianza Lima vs Comerciantes Unidos	1 (Alianza Lima)	1.30	1.15	+13.2%	T4	65%	64.3	0:0	LIVE_VALUE	Edge: +13.2% | Model: 87% vs market: 77% | Fair: 1.15 vs offered: 1.30 | Home value in draw | Early (11') | T4
00:13:20	LIVE 42''	LIVE	Real Cundinamarca vs Leones	1 (Real Cundinamarca)	1.25	1.09	+12.0%	T3	65%	62.2	1:0	LIVE_VALUE	Edge: +12.0% | Model: 92% vs market: 80% | Fair: 1.09 vs offered: 1.25 | Home leading 1:0 | Mid-game (42') | T3
00:17:32	LIVE 45+''	LIVE	Real Cundinamarca vs Leones	1 (Real Cundinamarca)	1.25	1.09	+12.0%	T3	65%	62.2	1:0	LIVE_VALUE	Edge: +12.0% | Model: 92% vs market: 80% | Fair: 1.09 vs offered: 1.25 | Home leading 1:0 | Mid-game (47') | T3
00:23:56	00:30	6	Uniao Cacoalense vs Porto Velho	2 (Porto Velho)	1.44	1.77	-18.6%	81	95%	86.3	DA	STEAM	Steam move: odds dropped -18.6% | Sustained odds drop: 1.77 → 1.44 (-18.6%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 81 snapshots — robust data
00:23:56	00:30	6	Independiente vs Tomayapo	1 (Independiente)	1.57	1.75	-10.3%	173	95%	75.0	DA	LATE_SHARP	Late sharp move detected on 1 | Steam move: odds dropped -10.3% | Sustained odds drop: 1.75 → 1.57 (-10.3%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 173 snapshots — robust data
00:23:56	00:30	6	Fluminense vs Marica	1 (Fluminense)	1.15	1.28	-10.2%	90	95%	73.7	DA	STEAM	Steam move: odds dropped -10.2% | Sustained odds drop: 1.28 → 1.15 (-10.2%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 90 snapshots — robust data
00:24:10	LIVE 11''	LIVE	Platense vs Choloma	1 (Platense)	1.52	1.31	+15.6%	T4	60%	67.4	0:0	LIVE_VALUE	Edge: +15.6% | Model: 76% vs market: 66% | Fair: 1.31 vs offered: 1.52 | Home value in draw | Early (11') | T4
00:26:50	LIVE 27''	LIVE	Real Madriz vs Sport Sebaco	1 (Real Madriz)	1.46	1.29	+13.2%	T4	80%	73.1	1:0	LIVE_VALUE	Edge: +13.2% | Model: 78% vs market: 68% | Fair: 1.29 vs offered: 1.46 | Home leading 1:0 | Early (27') | T4
00:26:50	LIVE 12''	LIVE	Veraguas vs Herrera	1 (Veraguas)	1.84	1.51	+18.0%	T4	65%	72.8	0:0	LIVE_VALUE	Edge: +18.0% | Model: 66% vs market: 54% | Fair: 1.51 vs offered: 1.84 | Home value in draw | Early (12') | T4
00:26:50	LIVE 14''	LIVE	Platense vs Choloma	1 (Platense)	1.55	1.33	+16.6%	T4	60%	69.0	0:0	LIVE_VALUE	Edge: +16.6% | Model: 75% vs market: 65% | Fair: 1.33 vs offered: 1.55 | Home value in draw | Early (14') | T4
00:26:50	LIVE 64''	LIVE	Chapecoense-SC vs Criciuma	1 (Chapecoense-SC)	4.03	3.28	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 30% vs market: 25% | Fair: 3.28 vs offered: 4.03 | Home value in draw | Second half (64') | T3
00:26:50	LIVE 54''	LIVE	Huracan vs San Lorenzo	1 (Huracan)	1.39	1.20	+12.0%	T3	75%	64.8	1:0	LIVE_VALUE	Edge: +12.0% | Model: 83% vs market: 72% | Fair: 1.20 vs offered: 1.39 | Home leading 1:0 | Mid-game (54') | T3
00:29:30	LIVE 16''	LIVE	Platense vs Choloma	1 (Platense)	1.55	1.34	+15.6%	T4	60%	67.3	0:0	LIVE_VALUE	Edge: +15.6% | Model: 75% vs market: 65% | Fair: 1.34 vs offered: 1.55 | Home value in draw | Early (16') | T4
00:29:30	LIVE 66''	LIVE	Chapecoense-SC vs Criciuma	1 (Chapecoense-SC)	4.20	3.45	+12.0%	T3	70%	58.5	0:0	LIVE_VALUE	Edge: +12.0% | Model: 29% vs market: 24% | Fair: 3.45 vs offered: 4.20 | Home value in draw | Second half (66') | T3
00:32:48	LIVE 20''	LIVE	Platense vs Choloma	1 (Platense)	1.60	1.36	+17.2%	T4	65%	76.4	0:0	LIVE_VALUE	Edge: +17.2% | Model: 73% vs market: 62% | Fair: 1.36 vs offered: 1.60 | Home value in draw | Early (20') | T4
00:32:48	LIVE 33''	LIVE	Real Madriz vs Sport Sebaco	1 (Real Madriz)	1.44	1.28	+12.6%	T4	80%	72.0	1:0	LIVE_VALUE	Edge: +12.6% | Model: 78% vs market: 69% | Fair: 1.28 vs offered: 1.44 | Home leading 1:0 | Mid-game (33') | T4
00:32:48	LIVE 18''	LIVE	Veraguas vs Herrera	1 (Veraguas)	1.47	1.14	+18.0%	T4	60%	71.5	1:0	LIVE_VALUE	Edge: +18.0% | Model: 88% vs market: 68% | Fair: 1.14 vs offered: 1.47 | Home leading 1:0 | Early (18') | T4
00:32:48	LIVE 60''	LIVE	Huracan vs San Lorenzo	1 (Huracan)	1.37	1.18	+12.0%	T3	75%	64.8	1:0	LIVE_VALUE	Edge: +12.0% | Model: 85% vs market: 73% | Fair: 1.18 vs offered: 1.37 | Home leading 1:0 | Second half (60') | T3
00:32:48	LIVE 70''	LIVE	Chapecoense-SC vs Criciuma	1 (Chapecoense-SC)	4.45	3.88	+12.0%	T3	70%	58.5	0:0	LIVE_VALUE	Edge: +12.0% | Model: 26% vs market: 22% | Fair: 3.88 vs offered: 4.45 | Home value in draw | Second half (70') | T3
00:35:28	LIVE 22''	LIVE	Platense vs Choloma	1 (Platense)	1.61	1.38	+16.9%	T4	65%	75.8	0:0	LIVE_VALUE	Edge: +16.9% | Model: 73% vs market: 62% | Fair: 1.38 vs offered: 1.61 | Home value in draw | Early (22') | T4
00:35:28	LIVE 35''	LIVE	Real Madriz vs Sport Sebaco	1 (Real Madriz)	1.47	1.28	+15.3%	T4	70%	74.2	1:0	LIVE_VALUE	Edge: +15.3% | Model: 78% vs market: 68% | Fair: 1.28 vs offered: 1.47 | Home leading 1:0 | Mid-game (35') | T4
00:35:28	LIVE 62''	LIVE	Huracan vs San Lorenzo	1 (Huracan)	1.36	1.17	+12.0%	T3	75%	64.8	1:0	LIVE_VALUE	Edge: +12.0% | Model: 86% vs market: 74% | Fair: 1.17 vs offered: 1.36 | Home leading 1:0 | Second half (62') | T3
00:35:28	LIVE 72''	LIVE	Chapecoense-SC vs Criciuma	1 (Chapecoense-SC)	4.75	4.16	+12.0%	T3	70%	58.5	0:0	LIVE_VALUE	Edge: +12.0% | Model: 24% vs market: 21% | Fair: 4.16 vs offered: 4.75 | Home value in draw | Second half (72') | T3
00:38:09	LIVE 25''	LIVE	Platense vs Choloma	1 (Platense)	1.61	1.40	+15.1%	T4	75%	75.2	0:0	LIVE_VALUE	Edge: +15.1% | Model: 71% vs market: 62% | Fair: 1.40 vs offered: 1.61 | Home value in draw | Early (25') | T4
00:38:09	LIVE 38''	LIVE	Real Madriz vs Sport Sebaco	1 (Real Madriz)	1.47	1.27	+15.9%	T4	65%	74.0	1:0	LIVE_VALUE	Edge: +15.9% | Model: 79% vs market: 68% | Fair: 1.27 vs offered: 1.47 | Home leading 1:0 | Mid-game (38') | T4
00:38:09	LIVE 65''	LIVE	Huracan vs San Lorenzo	1 (Huracan)	1.37	1.15	+12.0%	T3	75%	64.8	1:0	LIVE_VALUE	Edge: +12.0% | Model: 87% vs market: 73% | Fair: 1.15 vs offered: 1.37 | Home leading 1:0 | Second half (65') | T3
00:38:09	LIVE 47''	LIVE	Real Cundinamarca vs Leones	1 (Real Cundinamarca)	1.25	1.09	+12.0%	T3	65%	62.2	1:0	LIVE_VALUE	Edge: +12.0% | Model: 92% vs market: 80% | Fair: 1.09 vs offered: 1.25 | Home leading 1:0 | Mid-game (47') | T3
00:40:51	LIVE 27''	LIVE	Platense vs Choloma	1 (Platense)	1.64	1.41	+16.0%	T4	75%	76.7	0:0	LIVE_VALUE	Edge: +16.0% | Model: 71% vs market: 61% | Fair: 1.41 vs offered: 1.64 | Home value in draw | Early (27') | T4
00:40:51	LIVE 40''	LIVE	Real Madriz vs Sport Sebaco	1 (Real Madriz)	1.47	1.26	+16.3%	T4	70%	76.0	1:0	LIVE_VALUE	Edge: +16.3% | Model: 79% vs market: 68% | Fair: 1.26 vs offered: 1.47 | Home leading 1:0 | Mid-game (40') | T4
00:40:51	LIVE 49''	LIVE	Real Cundinamarca vs Leones	1 (Real Cundinamarca)	1.24	1.09	+12.0%	T3	65%	62.2	1:0	LIVE_VALUE	Edge: +12.0% | Model: 92% vs market: 81% | Fair: 1.09 vs offered: 1.24 | Home leading 1:0 | Mid-game (49') | T3
00:40:51	LIVE 67''	LIVE	Huracan vs San Lorenzo	1 (Huracan)	1.34	1.14	+12.0%	T3	70%	58.5	1:0	LIVE_VALUE	Edge: +12.0% | Model: 87% vs market: 75% | Fair: 1.14 vs offered: 1.34 | Home leading 1:0 | Second half (67') | T3
00:43:33	LIVE 30''	LIVE	Platense vs Choloma	1 (Platense)	1.66	1.44	+15.4%	T4	75%	75.6	0:0	LIVE_VALUE	Edge: +15.4% | Model: 69% vs market: 60% | Fair: 1.44 vs offered: 1.66 | Home value in draw | Mid-game (30') | T4
00:43:33	LIVE 44''	LIVE	Real Madriz vs Sport Sebaco	1 (Real Madriz)	1.45	1.25	+15.6%	T4	65%	73.6	1:0	LIVE_VALUE	Edge: +15.6% | Model: 80% vs market: 69% | Fair: 1.25 vs offered: 1.45 | Home leading 1:0 | Mid-game (44') | T4
00:43:33	LIVE 53''	LIVE	Real Cundinamarca vs Leones	1 (Real Cundinamarca)	1.25	1.09	+12.0%	T3	65%	62.2	1:0	LIVE_VALUE	Edge: +12.0% | Model: 92% vs market: 80% | Fair: 1.09 vs offered: 1.25 | Home leading 1:0 | Mid-game (53') | T3
00:43:33	LIVE 70''	LIVE	Huracan vs San Lorenzo	1 (Huracan)	1.34	1.13	+12.0%	T3	70%	58.5	1:0	LIVE_VALUE	Edge: +12.0% | Model: 89% vs market: 75% | Fair: 1.13 vs offered: 1.34 | Home leading 1:0 | Second half (70') | T3
00:46:58	LIVE 45+''	LIVE	Real Madriz vs Sport Sebaco	1 (Real Madriz)	1.44	1.25	+15.6%	T4	70%	74.8	1:0	LIVE_VALUE	Edge: +15.6% | Model: 80% vs market: 69% | Fair: 1.25 vs offered: 1.44 | Home leading 1:0 | Mid-game (47') | T4
00:46:58	LIVE 34''	LIVE	Platense vs Choloma	1 (Platense)	1.68	1.48	+13.8%	T4	75%	72.9	0:0	LIVE_VALUE	Edge: +13.8% | Model: 68% vs market: 60% | Fair: 1.48 vs offered: 1.68 | Home value in draw | Mid-game (34') | T4
00:46:58	LIVE 24''	LIVE	Dep. Cali vs Millonarios	1 (Dep. Cali)	2.28	2.01	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 50% vs market: 44% | Fair: 2.01 vs offered: 2.28 | Home value in draw | Early (24') | T3
00:46:58	LIVE 56''	LIVE	Real Cundinamarca vs Leones	1 (Real Cundinamarca)	1.23	1.08	+12.0%	T3	65%	62.2	1:0	LIVE_VALUE	Edge: +12.0% | Model: 92% vs market: 81% | Fair: 1.08 vs offered: 1.23 | Home leading 1:0 | Mid-game (56') | T3
00:46:58	LIVE 74''	LIVE	Huracan vs San Lorenzo	1 (Huracan)	1.31	1.11	+12.0%	T3	70%	58.5	1:0	LIVE_VALUE	Edge: +12.0% | Model: 90% vs market: 76% | Fair: 1.11 vs offered: 1.31 | Home leading 1:0 | Second half (74') | T3
00:49:45	LIVE 36''	LIVE	Platense vs Choloma	1 (Platense)	1.71	1.50	+14.2%	T4	75%	73.6	0:0	LIVE_VALUE	Edge: +14.2% | Model: 67% vs market: 58% | Fair: 1.50 vs offered: 1.71 | Home value in draw | Mid-game (36') | T4
00:49:45	LIVE 27''	LIVE	Dep. Cali vs Millonarios	1 (Dep. Cali)	2.38	2.05	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 49% vs market: 42% | Fair: 2.05 vs offered: 2.38 | Home value in draw | Early (27') | T3
00:52:26	LIVE 39''	LIVE	Platense vs Choloma	1 (Platense)	1.74	1.53	+13.6%	T4	75%	72.5	0:0	LIVE_VALUE	Edge: +13.6% | Model: 65% vs market: 57% | Fair: 1.53 vs offered: 1.74 | Home value in draw | Mid-game (39') | T4
00:52:26	LIVE 22''	LIVE	Boston River vs Nacional	2 (Nacional)	1.84	1.64	+12.4%	T4	80%	71.7	0:0	LIVE_VALUE	Edge: +12.4% | Model: 61% vs market: 54% | Fair: 1.64 vs offered: 1.84 | Away value in draw | Early (22') | T4
00:52:26	LIVE 30''	LIVE	Dep. Cali vs Millonarios	1 (Dep. Cali)	2.36	2.09	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 48% vs market: 42% | Fair: 2.09 vs offered: 2.36 | Home value in draw | Mid-game (30') | T3
00:55:08	LIVE 42''	LIVE	Platense vs Choloma	1 (Platense)	1.79	1.57	+14.0%	T4	75%	73.2	0:0	LIVE_VALUE	Edge: +14.0% | Model: 64% vs market: 56% | Fair: 1.57 vs offered: 1.79 | Home value in draw | Mid-game (42') | T4
00:55:08	LIVE 40''	LIVE	Veraguas vs Herrera	1 (Veraguas)	1.13	1.00	+12.6%	T4	80%	72.1	3:0	LIVE_VALUE	Edge: +12.6% | Model: 100% vs market: 88% | Fair: 1.00 vs offered: 1.13 | Home leading 3:0 | Mid-game (40') | T4
00:57:50	LIVE 35''	LIVE	Dep. Cali vs Millonarios	1 (Dep. Cali)	2.45	2.16	+12.0%	T3	75%	64.8	0:0	LIVE_VALUE	Edge: +12.0% | Model: 46% vs market: 41% | Fair: 2.16 vs offered: 2.45 | Home value in draw | Mid-game (35') | T3
01:01:07	LIVE 31''	LIVE	Independiente vs Tomayapo	1 (Independiente)	1.37	1.17	+16.9%	T4	65%	75.8	1:0	LIVE_VALUE	Edge: +16.9% | Model: 85% vs market: 73% | Fair: 1.17 vs offered: 1.37 | Home leading 1:0 | Mid-game (31') | T4
01:01:07	LIVE 45+''	LIVE	Platense vs Choloma	1 (Platense)	1.89	1.65	+14.7%	T4	80%	75.7	0:0	LIVE_VALUE	Edge: +14.7% | Model: 61% vs market: 53% | Fair: 1.65 vs offered: 1.89 | Home value in draw | Mid-game (47') | T4
01:03:47	LIVE 33''	LIVE	Independiente vs Tomayapo	1 (Independiente)	1.35	1.17	+15.3%	T4	75%	75.5	1:0	LIVE_VALUE	Edge: +15.3% | Model: 85% vs market: 74% | Fair: 1.17 vs offered: 1.35 | Home leading 1:0 | Mid-game (33') | T4
01:03:47	LIVE 48''	LIVE	Real Madriz vs Sport Sebaco	1 (Real Madriz)	1.41	1.24	+13.5%	T4	70%	71.1	1:0	LIVE_VALUE	Edge: +13.5% | Model: 80% vs market: 71% | Fair: 1.24 vs offered: 1.41 | Home leading 1:0 | Mid-game (48') | T4
01:06:28	LIVE 51''	LIVE	Real Madriz vs Sport Sebaco	1 (Real Madriz)	1.41	1.23	+14.3%	T4	70%	72.6	1:0	LIVE_VALUE	Edge: +14.3% | Model: 81% vs market: 71% | Fair: 1.23 vs offered: 1.41 | Home leading 1:0 | Mid-game (51') | T4
01:09:10	LIVE 37''	LIVE	Corinthians vs Palmeiras	2 (Palmeiras)	3.73	3.06	+18.0%	T4	80%	81.5	0:0	LIVE_VALUE	Edge: +18.0% | Model: 33% vs market: 27% | Fair: 3.06 vs offered: 3.73 | Away value in draw | Mid-game (37') | T4
01:09:10	LIVE 53''	LIVE	Real Madriz vs Sport Sebaco	1 (Real Madriz)	1.40	1.23	+14.2%	T4	70%	72.3	1:0	LIVE_VALUE	Edge: +14.2% | Model: 82% vs market: 71% | Fair: 1.23 vs offered: 1.40 | Home leading 1:0 | Mid-game (53') | T4
01:11:49	LIVE 41''	LIVE	Independiente vs Tomayapo	1 (Independiente)	1.18	1.03	+14.6%	T4	65%	71.8	2:0	LIVE_VALUE	Edge: +14.6% | Model: 97% vs market: 85% | Fair: 1.03 vs offered: 1.18 | Home leading 2:0 | Mid-game (41') | T4
01:11:49	LIVE 56''	LIVE	Real Madriz vs Sport Sebaco	1 (Real Madriz)	1.38	1.22	+13.6%	T4	70%	71.2	1:0	LIVE_VALUE	Edge: +13.6% | Model: 82% vs market: 72% | Fair: 1.22 vs offered: 1.38 | Home leading 1:0 | Mid-game (56') | T4
01:15:06	LIVE 59''	LIVE	Real Madriz vs Sport Sebaco	1 (Real Madriz)	1.36	1.20	+13.0%	T4	80%	72.8	1:0	LIVE_VALUE	Edge: +13.0% | Model: 83% vs market: 74% | Fair: 1.20 vs offered: 1.36 | Home leading 1:0 | Mid-game (59') | T4
01:17:48	LIVE 62''	LIVE	Real Madriz vs Sport Sebaco	1 (Real Madriz)	1.34	1.19	+12.6%	T4	70%	69.6	1:0	LIVE_VALUE	Edge: +12.6% | Model: 84% vs market: 75% | Fair: 1.19 vs offered: 1.34 | Home leading 1:0 | Second half (62') | T4
01:25:56	LIVE 50''	LIVE	Platense vs Choloma	1 (Platense)	1.98	1.70	+16.2%	T4	80%	78.3	0:0	LIVE_VALUE	Edge: +16.2% | Model: 59% vs market: 51% | Fair: 1.70 vs offered: 1.98 | Home value in draw | Mid-game (50') | T4
01:29:12	LIVE 54''	LIVE	Platense vs Choloma	1 (Platense)	2.02	1.79	+12.6%	T4	80%	72.1	0:0	LIVE_VALUE	Edge: +12.6% | Model: 56% vs market: 50% | Fair: 1.79 vs offered: 2.02 | Home value in draw | Mid-game (54') | T4
01:29:12	LIVE 67''	LIVE	FAS vs Zacatecoluca	X (Draw)	2.16	1.91	+13.0%	T4	70%	65.2	0:0	LIVE_VALUE	Edge: +13.0% | Model: 52% vs market: 46% | Fair: 1.91 vs offered: 2.16 | Drawing 0:0 | Second half (67') | T4
01:31:53	LIVE 70''	LIVE	FAS vs Zacatecoluca	X (Draw)	2.09	1.78	+17.7%	T4	70%	73.5	0:0	LIVE_VALUE	Edge: +17.7% | Model: 56% vs market: 48% | Fair: 1.78 vs offered: 2.09 | Drawing 0:0 | Second half (70') | T4
01:31:53	LIVE 57''	LIVE	Platense vs Choloma	1 (Platense)	2.11	1.88	+12.5%	T4	80%	71.8	0:0	LIVE_VALUE	Edge: +12.5% | Model: 53% vs market: 47% | Fair: 1.88 vs offered: 2.11 | Home value in draw | Mid-game (57') | T4
01:34:34	LIVE 73''	LIVE	FAS vs Zacatecoluca	X (Draw)	2.00	1.64	+18.0%	T4	70%	74.0	0:0	LIVE_VALUE	Edge: +18.0% | Model: 61% vs market: 50% | Fair: 1.64 vs offered: 2.00 | Drawing 0:0 | Second half (73') | T4
01:37:14	LIVE 75''	LIVE	FAS vs Zacatecoluca	X (Draw)	1.91	1.56	+18.0%	T4	60%	71.5	0:0	LIVE_VALUE	Edge: +18.0% | Model: 64% vs market: 52% | Fair: 1.56 vs offered: 1.91 | Drawing 0:0 | Second half (75') | T4
01:48:34	LIVE 74''	LIVE	Platense vs Choloma	1 (Platense)	1.31	1.06	+18.0%	T4	70%	74.0	1:0	LIVE_VALUE	Edge: +18.0% | Model: 94% vs market: 76% | Fair: 1.06 vs offered: 1.31 | Home leading 1:0 | Second half (74') | T4
01:51:00	02:00	9	Jalapa vs UNAN-Managua	1 (Jalapa)	1.51	1.86	-18.8%	123	95%	88.6	DA	STEAM	Steam move: odds dropped -18.8% | Sustained odds drop: 1.86 → 1.51 (-18.8%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 123 snapshots — robust data
02:07:37	02:15	7	Gimnasia Mendoza vs Instituto	2 (Instituto)	2.59	3.03	-14.5%	130	80%	67.2	NE	STEAM	Steam move: odds dropped -14.5% | Sustained odds drop: 3.03 → 2.59 (-14.5%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 130 snapshots — robust data
02:16:49	LIVE 11''	LIVE	Antigua vs Deportivo Mixco	1 (Antigua)	1.91	1.47	+18.0%	T4	65%	72.8	0:0	LIVE_VALUE	Edge: +18.0% | Model: 68% vs market: 52% | Fair: 1.47 vs offered: 1.91 | Home value in draw | Early (11') | T4
02:19:27	LIVE 14''	LIVE	Antigua vs Deportivo Mixco	1 (Antigua)	1.97	1.49	+18.0%	T4	65%	72.8	0:0	LIVE_VALUE	Edge: +18.0% | Model: 67% vs market: 51% | Fair: 1.49 vs offered: 1.97 | Home value in draw | Early (14') | T4
02:21:52	02:30	8	Jaguares de Cordoba vs Pereira	1 (Jaguares de Cordoba)	1.98	2.17	-8.8%	136	80%	58.0	NE	STEAM	Steam move: odds dropped -8.8% | Sustained odds drop: 2.17 → 1.98 (-8.8%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 136 snapshots — robust data
02:25:23	LIVE 24''	LIVE	Sporting FC vs Guadalupe	2 (Guadalupe)	4.19	3.19	+18.0%	T4	80%	81.5	0:1	LIVE_VALUE	Edge: +18.0% | Model: 31% vs market: 24% | Fair: 3.19 vs offered: 4.19 | Away leading 0:1 | Early (24') | T4
02:25:23	LIVE 19''	LIVE	Antigua vs Deportivo Mixco	1 (Antigua)	3.80	2.81	+18.0%	T4	75%	75.2	0:1	LIVE_VALUE	Edge: +18.0% | Model: 36% vs market: 26% | Fair: 2.81 vs offered: 3.80 | Home trailing by 1 (0:1) | Early (19') | T4
02:28:02	LIVE 22''	LIVE	Antigua vs Deportivo Mixco	1 (Antigua)	3.89	2.95	+18.0%	T4	80%	81.5	0:1	LIVE_VALUE	Edge: +18.0% | Model: 34% vs market: 26% | Fair: 2.95 vs offered: 3.89 | Home trailing by 1 (0:1) | Early (22') | T4
02:28:02	LIVE 26''	LIVE	Sporting FC vs Guadalupe	2 (Guadalupe)	4.21	3.10	+18.0%	T4	80%	81.5	0:1	LIVE_VALUE	Edge: +18.0% | Model: 32% vs market: 24% | Fair: 3.10 vs offered: 4.21 | Away leading 0:1 | Early (26') | T4
02:30:40	LIVE 24''	LIVE	Antigua vs Deportivo Mixco	1 (Antigua)	3.78	3.05	+18.0%	T4	80%	81.5	0:1	LIVE_VALUE	Edge: +18.0% | Model: 33% vs market: 26% | Fair: 3.05 vs offered: 3.78 | Home trailing by 1 (0:1) | Early (24') | T4
02:30:40	LIVE 29''	LIVE	Sporting FC vs Guadalupe	2 (Guadalupe)	3.50	2.97	+18.0%	T4	80%	81.5	0:1	LIVE_VALUE	Edge: +18.0% | Model: 34% vs market: 29% | Fair: 2.97 vs offered: 3.50 | Away leading 0:1 | Early (29') | T4
02:30:40	LIVE 16''	LIVE	Gimnasia Mendoza vs Instituto	1 (Gimnasia Mendoza)	2.91	2.40	+12.0%	T3	70%	58.5	0:0	LIVE_VALUE	Edge: +12.0% | Model: 42% vs market: 34% | Fair: 2.40 vs offered: 2.91 | Home value in draw | Early (16') | T3
02:33:18	LIVE 28''	LIVE	Antigua vs Deportivo Mixco	1 (Antigua)	3.92	3.27	+18.0%	T4	80%	81.5	0:1	LIVE_VALUE	Edge: +18.0% | Model: 31% vs market: 26% | Fair: 3.27 vs offered: 3.92 | Home trailing by 1 (0:1) | Early (28') | T4
02:33:18	LIVE 32''	LIVE	Sporting FC vs Guadalupe	2 (Guadalupe)	3.48	2.84	+18.0%	T4	80%	81.5	0:1	LIVE_VALUE	Edge: +18.0% | Model: 35% vs market: 29% | Fair: 2.84 vs offered: 3.48 | Away leading 0:1 | Mid-game (32') | T4
02:33:18	LIVE 19''	LIVE	Gimnasia Mendoza vs Instituto	1 (Gimnasia Mendoza)	2.95	2.43	+12.0%	T3	70%	58.5	0:0	LIVE_VALUE	Edge: +12.0% | Model: 41% vs market: 34% | Fair: 2.43 vs offered: 2.95 | Home value in draw | Early (19') | T3
