captured_at	kick_off	min_to_ko	type	match	bet	odds	confidence	change	opening	edge	fair_odds	kelly	reason
04:02:33	04:10	7	STEAM	Club America vs Monterrey	1 (Club America)	1.78	80%	-5.3%	1.88				Steam move: odds dropped -5.3% | Sustained odds drop: 1.88 → 1.78 (-5.3%) | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 105 snapshots — robust data
04:02:33	04:10	7	LATE_SHARP	Club America vs Monterrey	2 (Monterrey)	4.31	50%	+8.0%	3.99				Late sharp move detected on 2 | Only 8 min to kick-off — late data is more reliable | 105 snapshots — robust data
05:51:55	06:00	8	STEAM	Iwaki vs Hokkaido Consadole Sapporo	2 (Hokkaido Consadole Sapporo)	2.73	80%	-26.2%	3.70				Steam move: odds dropped -26.2% | Sustained odds drop: 3.70 → 2.73 (-26.2%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 136 snapshots — robust data
05:51:55	06:00	8	SUSTAINED_DROP	Iwaki vs Hokkaido Consadole Sapporo	X (Draw)	3.26	35%	-5.5%	3.45				Sustained odds drop: 3.45 → 3.26 (-5.5%) | Only 9 min to kick-off — late data is more reliable | 136 snapshots — robust data
06:22:05	06:30	8	STEAM	Tahiti United vs Bula	X (Draw)	3.42	65%	-5.0%	3.60				Steam move: odds dropped -5.0% | Sustained odds drop: 3.60 → 3.42 (-5.0%) | Only 8 min to kick-off — late data is more reliable | 143 snapshots — robust data
06:51:44	07:00	8	STEAM	Adelaide United vs Newcastle Jets	2 (Newcastle Jets)	2.06	95%	-12.0%	2.34				Steam move: odds dropped -12.0% | Sustained odds drop: 2.34 → 2.06 (-12.0%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 151 snapshots — robust data
06:51:44	07:00	8	STEAM	Sydney Olympic vs Blacktown City	2 (Blacktown City)	1.77	95%	-18.4%	2.17				Steam move: odds dropped -18.4% | Sustained odds drop: 2.17 → 1.77 (-18.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 151 snapshots — robust data
06:51:44	07:00	8	STEAM	Melbourne City W vs Brisbane Roar W	2 (Brisbane Roar W)	3.90	80%	-8.5%	4.26				Steam move: odds dropped -8.5% | Sustained odds drop: 4.26 → 3.90 (-8.5%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 151 snapshots — robust data
06:51:44	07:00	8	STEAM	Sydney W vs Canberra W	1 (Sydney W)	3.59	80%	-12.2%	4.09				Steam move: odds dropped -12.2% | Sustained odds drop: 4.09 → 3.59 (-12.2%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 151 snapshots — robust data
07:21:35	07:30	8	STEAM	WS Wanderers U21 vs Rockdale Ilinden	1 (WS Wanderers U21)	4.05	80%	-11.6%	4.58				Steam move: odds dropped -11.6% | Sustained odds drop: 4.58 → 4.05 (-11.6%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 159 snapshots — robust data
07:54:28	08:00	6	LATE_SHARP	Eastern AA vs Hong Kong Rangers	2 (Hong Kong Rangers)	4.22	95%	-8.9%	4.63				Late sharp move detected on 2 | Steam move: odds dropped -8.9% | Sustained odds drop: 4.63 → 4.22 (-8.9%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 168 snapshots — robust data
07:54:28	08:00	6	STEAM	Verdy vs Mito	X (Draw)	2.86	65%	-6.5%	3.06				Steam move: odds dropped -6.5% | Sustained odds drop: 3.06 → 2.86 (-6.5%) | Only 6 min to kick-off — late data is more reliable | 168 snapshots — robust data
07:54:28	08:00	6	SUSTAINED_DROP	Verdy vs Mito	1 (Verdy)	2.26	35%	-6.2%	2.41				Sustained odds drop: 2.41 → 2.26 (-6.2%) | Only 6 min to kick-off — late data is more reliable | 168 snapshots — robust data
08:54:22	09:00	6	STEAM	Orbit College U23 vs Kaizer Chiefs U23	2 (Kaizer Chiefs U23)	1.84	80%	-8.5%	2.01				Steam move: odds dropped -8.5% | Sustained odds drop: 2.01 → 1.84 (-8.5%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 181 snapshots — robust data
09:23:38	09:30	6	STEAM	PSBS Biak Numfor vs PSM Makassar	1 (PSBS Biak Numfor)	2.91	80%	-20.7%	3.67				Steam move: odds dropped -20.7% | Sustained odds drop: 3.67 → 2.91 (-20.7%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 188 snapshots — robust data
10:22:36	10:30	7	STEAM	Perth RedStar (Aus) vs Fremantle City (Aus)	1 (Perth RedStar (Aus))	1.78	65%	-6.3%	1.90				Steam move: odds dropped -6.3% | Sustained odds drop: 1.90 → 1.78 (-6.3%) | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
10:51:38	11:00	8	STEAM	Musspor vs Menemenspor	1 (Musspor)	1.37	95%	-15.4%	1.62				Steam move: odds dropped -15.4% | Sustained odds drop: 1.62 → 1.37 (-15.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	STEAM	Batman Petrolspor vs Elazigspor	2 (Elazigspor)	3.10	95%	-12.2%	3.53				Steam move: odds dropped -12.2% | Sustained odds drop: 3.53 → 3.10 (-12.2%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	LATE_SHARP	Kastamonuspor vs Erbaaspor	2 (Erbaaspor)	4.28	95%	-6.1%	4.56				Late sharp move detected on 2 | Steam move: odds dropped -6.1% | Sustained odds drop: 4.56 → 4.28 (-6.1%) | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	STEAM	Osmaniyespor vs Nigde Bld.	1 (Osmaniyespor)	2.86	95%	-8.6%	3.13				Steam move: odds dropped -8.6% | Sustained odds drop: 3.13 → 2.86 (-8.6%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	STEAM	Hopaspor vs Fatsa Bld.	1 (Hopaspor)	3.08	95%	-13.7%	3.57				Steam move: odds dropped -13.7% | Sustained odds drop: 3.57 → 3.08 (-13.7%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 81 snapshots — robust data
10:51:38	11:00	8	STEAM	Kirklarelispor vs Aksaray Bld.	X (Draw)	3.10	80%	-5.8%	3.29				Steam move: odds dropped -5.8% | Sustained odds drop: 3.29 → 3.10 (-5.8%) | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	STEAM	Trabzon FK vs Mardin 1969	X (Draw)	3.65	80%	-9.4%	4.03				Steam move: odds dropped -9.4% | Sustained odds drop: 4.03 → 3.65 (-9.4%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	STEAM	Karaman vs 24 Erzincanspor	1 (Karaman)	3.69	80%	-9.8%	4.09				Steam move: odds dropped -9.8% | Sustained odds drop: 4.09 → 3.69 (-9.8%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	STEAM	Silifke vs Kahramanmarasspor	1 (Silifke)	1.58	80%	-7.1%	1.70				Steam move: odds dropped -7.1% | Sustained odds drop: 1.70 → 1.58 (-7.1%) | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 82 snapshots — robust data
10:51:38	11:00	8	STEAM	Cayeli SK vs Duzcespor	1 (Cayeli SK)	2.98	80%	-16.1%	3.55				Steam move: odds dropped -16.1% | Sustained odds drop: 3.55 → 2.98 (-16.1%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	STEAM	Orduspor 1967 vs 52 Orduspor	2 (52 Orduspor)	1.51	80%	-5.0%	1.59				Steam move: odds dropped -5.0% | Sustained odds drop: 1.59 → 1.51 (-5.0%) | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	STEAM	Cagliari U20 vs Inter U20	X (Draw)	3.81	65%	-5.7%	4.04				Steam move: odds dropped -5.7% | Sustained odds drop: 4.04 → 3.81 (-5.7%) | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	STEAM	Gzira vs Floriana	1 (Gzira)	3.95	65%	-6.2%	4.21				Steam move: odds dropped -6.2% | Sustained odds drop: 4.21 → 3.95 (-6.2%) | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	SUSTAINED_DROP	Cagliari U20 vs Inter U20	1 (Cagliari U20)	4.00	50%	-17.4%	4.84				Sustained odds drop: 4.84 → 4.00 (-17.4%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	SUSTAINED_DROP	Trabzon FK vs Mardin 1969	1 (Trabzon FK)	4.19	50%	-8.5%	4.58				Sustained odds drop: 4.58 → 4.19 (-8.5%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	SUSTAINED_DROP	Kastamonuspor vs Erbaaspor	X (Draw)	3.40	35%	-7.9%	3.69				Sustained odds drop: 3.69 → 3.40 (-7.9%) | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	MIXED	Koln U19 vs Bochum U19	2 (Bochum U19)	2.72	30%	-4.6%	2.85				Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
10:51:38	11:00	8	MIXED	Frosinone U20 vs Torino U20	1 (Frosinone U20)	2.83	30%	-2.8%	2.91				Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 210 snapshots — robust data
11:22:05	11:30	8	STEAM	Getafe B vs Quintanar del Rey	1 (Getafe B)	1.52	95%	-11.1%	1.71				Steam move: odds dropped -11.1% | Sustained odds drop: 1.71 → 1.52 (-11.1%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 208 snapshots — robust data
11:22:05	11:30	8	STEAM	Mes Soongoun vs Fard	1 (Mes Soongoun)	3.83	80%	-8.8%	4.20				Steam move: odds dropped -8.8% | Sustained odds drop: 4.20 → 3.83 (-8.8%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 215 snapshots — robust data
11:22:05	11:30	8	STEAM	Basconia vs Utebo FC	2 (Utebo FC)	2.55	80%	-5.9%	2.71				Steam move: odds dropped -5.9% | Sustained odds drop: 2.71 → 2.55 (-5.9%) | Other outcomes rising while this drops — market consensus | Only 9 min to kick-off — late data is more reliable | 208 snapshots — robust data
11:22:05	11:30	8	STEAM	Villaverde San Andres vs Mexico FC	2 (Mexico FC)	2.83	80%	-24.7%	3.76				Steam move: odds dropped -24.7% | Sustained odds drop: 3.76 → 2.83 (-24.7%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 198 snapshots — robust data
11:22:05	11:30	8	STEAM	Minerva vs Pulpileno	X (Draw)	2.78	65%	-7.0%	2.99				Steam move: odds dropped -7.0% | Sustained odds drop: 2.99 → 2.78 (-7.0%) | Only 9 min to kick-off — late data is more reliable | 208 snapshots — robust data
11:22:05	11:30	8	STEAM	Serik Spor vs Igdir FK	X (Draw)	5.01	65%	-5.5%	5.30				Steam move: odds dropped -5.5% | Sustained odds drop: 5.30 → 5.01 (-5.5%) | Only 9 min to kick-off — late data is more reliable | 198 snapshots — robust data
11:22:05	11:30	8	LATE_SHARP	Villaverde San Andres vs Mexico FC	1 (Villaverde San Andres)	2.32	50%	+20.8%	1.92				Late sharp move detected on 1 | Only 9 min to kick-off — late data is more reliable | 198 snapshots — robust data
11:22:05	11:30	8	SUSTAINED_DROP	Serik Spor vs Igdir FK	1 (Serik Spor)	8.37	50%	-11.9%	9.50				Sustained odds drop: 9.50 → 8.37 (-11.9%) | Strong drop >8% | Only 9 min to kick-off — late data is more reliable | 198 snapshots — robust data
11:38:10	11:45	7	STEAM	Muleno vs Santomera	X (Draw)	2.97	80%	-5.4%	3.14				Steam move: odds dropped -5.4% | Sustained odds drop: 3.14 → 2.97 (-5.4%) | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 202 snapshots — robust data
11:53:17	12:00	7	STEAM	GD Braganca vs Ribeira Brava	1 (GD Braganca)	1.32	95%	-10.8%	1.48				Steam move: odds dropped -10.8% | Sustained odds drop: 1.48 → 1.32 (-10.8%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 205 snapshots — robust data
11:53:17	12:00	7	STEAM	Naval 1893 vs SC Lusitania	1 (Naval 1893)	1.43	95%	-8.9%	1.57				Steam move: odds dropped -8.9% | Sustained odds drop: 1.57 → 1.43 (-8.9%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 205 snapshots — robust data
11:53:17	12:00	7	STEAM	Golden Arrows vs Orbit College	1 (Golden Arrows)	2.05	95%	-12.0%	2.33				Steam move: odds dropped -12.0% | Sustained odds drop: 2.33 → 2.05 (-12.0%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 149 snapshots — robust data
11:53:17	12:00	7	STEAM	Ejea vs Ebro	2 (Ebro)	2.51	95%	-10.4%	2.80				Steam move: odds dropped -10.4% | Sustained odds drop: 2.80 → 2.51 (-10.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	Caravaca vs Santa Cruz	X (Draw)	2.85	95%	-8.4%	3.11				Steam move: odds dropped -8.4% | Sustained odds drop: 3.11 → 2.85 (-8.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	Union Adarve vs Tres Cantos	1 (Union Adarve)	1.49	95%	-8.6%	1.63				Steam move: odds dropped -8.6% | Sustained odds drop: 1.63 → 1.49 (-8.6%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	Svay Rieng vs Dangkor	2 (Dangkor)	17.48	80%	-29.8%	24.89				Steam move: odds dropped -29.8% | Sustained odds drop: 24.89 → 17.48 (-29.8%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 205 snapshots — robust data
11:53:17	12:00	7	STEAM	Camacha vs AD Limianos	1 (Camacha)	1.95	80%	-8.9%	2.14				Steam move: odds dropped -8.9% | Sustained odds drop: 2.14 → 1.95 (-8.9%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 205 snapshots — robust data
11:53:17	12:00	7	STEAM	Benfica U23 vs Braga U23	2 (Braga U23)	4.05	80%	-16.8%	4.87				Steam move: odds dropped -16.8% | Sustained odds drop: 4.87 → 4.05 (-16.8%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 205 snapshots — robust data
11:53:17	12:00	7	STEAM	Costa Adeje Tenerife W vs Alhama W	2 (Alhama W)	9.14	80%	-11.1%	10.28				Steam move: odds dropped -11.1% | Sustained odds drop: 10.28 → 9.14 (-11.1%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 204 snapshots — robust data
11:53:17	12:00	7	STEAM	Levante W vs Atl. Madrid W	1 (Levante W)	8.91	80%	-9.3%	9.82				Steam move: odds dropped -9.3% | Sustained odds drop: 9.82 → 8.91 (-9.3%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 204 snapshots — robust data
11:53:17	12:00	7	STEAM	Betis B vs UD Ibiza	2 (UD Ibiza)	2.17	80%	-5.2%	2.29				Steam move: odds dropped -5.2% | Sustained odds drop: 2.29 → 2.17 (-5.2%) | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 204 snapshots — robust data
11:53:17	12:00	7	STEAM	Linares vs La Union	2 (La Union)	2.94	80%	-8.1%	3.20				Steam move: odds dropped -8.1% | Sustained odds drop: 3.20 → 2.94 (-8.1%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 202 snapshots — robust data
11:53:17	12:00	7	STEAM	CF Intercity vs RSD Alcala	2 (RSD Alcala)	3.86	80%	-8.3%	4.21				Steam move: odds dropped -8.3% | Sustained odds drop: 4.21 → 3.86 (-8.3%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	Alondras vs Atletico Arteixo	X (Draw)	3.03	80%	-9.0%	3.33				Steam move: odds dropped -9.0% | Sustained odds drop: 3.33 → 3.03 (-9.0%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	CD Badajoz vs Villafranca	1 (CD Badajoz)	1.33	80%	-7.0%	1.43				Steam move: odds dropped -7.0% | Sustained odds drop: 1.43 → 1.33 (-7.0%) | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	Montanesa vs Cornella	X (Draw)	2.85	80%	-13.4%	3.29				Steam move: odds dropped -13.4% | Sustained odds drop: 3.29 → 2.85 (-13.4%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	Las Rozas vs Carabanchel	X (Draw)	3.00	80%	-9.1%	3.30				Steam move: odds dropped -9.1% | Sustained odds drop: 3.30 → 3.00 (-9.1%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	Atl. Madrid C vs Alcorcon B	2 (Alcorcon B)	5.37	80%	-10.8%	6.02				Steam move: odds dropped -10.8% | Sustained odds drop: 6.02 → 5.37 (-10.8%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	Siello vs Parla	2 (Parla)	2.93	80%	-14.1%	3.41				Steam move: odds dropped -14.1% | Sustained odds drop: 3.41 → 2.93 (-14.1%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	Pozuelo de Alarcon vs AD Torrejon	X (Draw)	2.86	80%	-11.5%	3.23				Steam move: odds dropped -11.5% | Sustained odds drop: 3.23 → 2.86 (-11.5%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	Leganes B vs Trival Valderas	2 (Trival Valderas)	6.22	80%	-10.2%	6.93				Steam move: odds dropped -10.2% | Sustained odds drop: 6.93 → 6.22 (-10.2%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	PVF-CAND B vs Truong Tuoi Dong Nai	X (Draw)	2.95	80%	-24.0%	3.88				Steam move: odds dropped -24.0% | Sustained odds drop: 3.88 → 2.95 (-24.0%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	Karpaty Lviv (Ukr) vs Stjarnan (Ice)	2 (Stjarnan (Ice))	3.17	80%	-21.3%	4.03				Steam move: odds dropped -21.3% | Sustained odds drop: 4.03 → 3.17 (-21.3%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 198 snapshots — robust data
11:53:17	12:00	7	STEAM	Life FC vs Angkor Tiger	X (Draw)	4.00	65%	-6.3%	4.27				Steam move: odds dropped -6.3% | Sustained odds drop: 4.27 → 4.00 (-6.3%) | Only 8 min to kick-off — late data is more reliable | 205 snapshots — robust data
11:53:17	12:00	7	STEAM	Boeung Ket vs Visakha	2 (Visakha)	2.32	65%	-6.8%	2.49				Steam move: odds dropped -6.8% | Sustained odds drop: 2.49 → 2.32 (-6.8%) | Only 8 min to kick-off — late data is more reliable | 205 snapshots — robust data
11:53:17	12:00	7	STEAM	SJK Akatemia vs PK-35	2 (PK-35)	2.01	65%	-6.1%	2.14				Steam move: odds dropped -6.1% | Sustained odds drop: 2.14 → 2.01 (-6.1%) | Only 8 min to kick-off — late data is more reliable | 205 snapshots — robust data
11:53:17	12:00	7	STEAM	Cacereno W vs CE Europa W	1 (Cacereno W)	2.02	65%	-6.5%	2.16				Steam move: odds dropped -6.5% | Sustained odds drop: 2.16 → 2.02 (-6.5%) | Only 8 min to kick-off — late data is more reliable | 204 snapshots — robust data
11:53:17	12:00	7	STEAM	Osasuna B vs Cacereno	1 (Osasuna B)	2.27	65%	-5.4%	2.40				Steam move: odds dropped -5.4% | Sustained odds drop: 2.40 → 2.27 (-5.4%) | Only 8 min to kick-off — late data is more reliable | 204 snapshots — robust data
11:53:17	12:00	7	STEAM	Pontevedra vs Real Madrid B	1 (Pontevedra)	1.96	65%	-6.2%	2.09				Steam move: odds dropped -6.2% | Sustained odds drop: 2.09 → 1.96 (-6.2%) | Only 8 min to kick-off — late data is more reliable | 204 snapshots — robust data
11:53:17	12:00	7	STEAM	Boiro vs Barco	2 (Barco)	5.10	65%	-6.6%	5.46				Steam move: odds dropped -6.6% | Sustained odds drop: 5.46 → 5.10 (-6.6%) | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	Praviano vs Llanera	X (Draw)	3.37	65%	-7.4%	3.64				Steam move: odds dropped -7.4% | Sustained odds drop: 3.64 → 3.37 (-7.4%) | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	Lenense vs Aviles Stadium	X (Draw)	2.88	65%	-5.6%	3.05				Steam move: odds dropped -5.6% | Sustained odds drop: 3.05 → 2.88 (-5.6%) | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	EI San Martin vs Covadonga	1 (EI San Martin)	7.02	65%	-5.3%	7.41				Steam move: odds dropped -5.3% | Sustained odds drop: 7.41 → 7.02 (-5.3%) | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	STEAM	Cerdanyola vs San Cristobal CP	X (Draw)	3.00	65%	-5.7%	3.18				Steam move: odds dropped -5.7% | Sustained odds drop: 3.18 → 3.00 (-5.7%) | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	SUSTAINED_DROP	Life FC vs Angkor Tiger	1 (Life FC)	4.18	50%	-24.0%	5.50				Sustained odds drop: 5.50 → 4.18 (-24.0%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 205 snapshots — robust data
11:53:17	12:00	7	SUSTAINED_DROP	Boeung Ket vs Visakha	X (Draw)	3.26	50%	-9.9%	3.62				Sustained odds drop: 3.62 → 3.26 (-9.9%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 205 snapshots — robust data
11:53:17	12:00	7	SUSTAINED_DROP	Praviano vs Llanera	1 (Praviano)	5.45	50%	-8.2%	5.94				Sustained odds drop: 5.94 → 5.45 (-8.2%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	SUSTAINED_DROP	Montanesa vs Cornella	1 (Montanesa)	3.13	50%	-11.6%	3.54				Sustained odds drop: 3.54 → 3.13 (-11.6%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	SUSTAINED_DROP	Cerdanyola vs San Cristobal CP	1 (Cerdanyola)	2.20	50%	-10.2%	2.45				Sustained odds drop: 2.45 → 2.20 (-10.2%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	LATE_SHARP	L Hospitalet vs FC L'escala	2 (FC L'escala)	5.27	50%	+10.2%	4.78				Late sharp move detected on 2 | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	SUSTAINED_DROP	Leganes B vs Trival Valderas	X (Draw)	3.96	50%	-9.4%	4.37				Sustained odds drop: 4.37 → 3.96 (-9.4%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	SUSTAINED_DROP	PVF-CAND B vs Truong Tuoi Dong Nai	1 (PVF-CAND B)	5.09	50%	-13.1%	5.86				Sustained odds drop: 5.86 → 5.09 (-13.1%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	SUSTAINED_DROP	Costa Adeje Tenerife W vs Alhama W	X (Draw)	5.24	35%	-7.8%	5.68				Sustained odds drop: 5.68 → 5.24 (-7.8%) | Only 8 min to kick-off — late data is more reliable | 204 snapshots — robust data
