captured_at	kick_off	min_to_ko	type	match	bet	odds	confidence	change	opening	edge	fair_odds	kelly	reason
11:53:17	12:00	7	SUSTAINED_DROP	Boiro vs Barco	X (Draw)	3.36	35%	-5.1%	3.54				Sustained odds drop: 3.54 → 3.36 (-5.1%) | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	SUSTAINED_DROP	Siello vs Parla	X (Draw)	3.04	35%	-5.3%	3.21				Sustained odds drop: 3.21 → 3.04 (-5.3%) | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	MIXED	Sevilla FC W vs Athletic Bilbao W	2 (Athletic Bilbao W)	2.25	30%	-4.3%	2.35				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 204 snapshots — robust data
11:53:17	12:00	7	MIXED	Valencia W vs Tenerife B W	1 (Valencia W)	1.47	30%	-3.9%	1.53				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 204 snapshots — robust data
11:53:17	12:00	7	MIXED	Rayo Cantabria vs UD Samano	X (Draw)	3.80	30%	-2.3%	3.89				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	MIXED	Reus FCR vs Porreres	X (Draw)	3.23	30%	-3.0%	3.33				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	MIXED	Almeria B vs Malaga B	X (Draw)	3.27	30%	-3.8%	3.40				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	MIXED	Melilla vs Puente Genil	1 (Melilla)	1.95	30%	-2.0%	1.99				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
11:53:17	12:00	7	MIXED	Comillas vs Pradejon	1 (Comillas)	2.92	30%	-4.6%	3.06				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 203 snapshots — robust data
12:08:22	12:15	7	STEAM	Utrecht vs Feyenoord	2 (Feyenoord)	2.05	65%	-5.5%	2.17				Steam move: odds dropped -5.5% | Sustained odds drop: 2.17 → 2.05 (-5.5%) | Only 7 min to kick-off — late data is more reliable | 209 snapshots — robust data
12:08:22	12:15	7	MIXED	Pogon Szczecin vs Termalica B-B.	1 (Pogon Szczecin)	1.54	30%	-2.5%	1.58				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 209 snapshots — robust data
12:22:14	12:30	8	STEAM	Amarynthiakos vs Apollon Kalythion	2 (Apollon Kalythion)	1.67	95%	-14.4%	1.95				Steam move: odds dropped -14.4% | Sustained odds drop: 1.95 → 1.67 (-14.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 210 snapshots — robust data
12:22:14	12:30	8	STEAM	San Clemente vs Villacanas	2 (Villacanas)	2.21	95%	-15.7%	2.62				Steam move: odds dropped -15.7% | Sustained odds drop: 2.62 → 2.21 (-15.7%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 142 snapshots — robust data
12:22:14	12:30	8	LATE_SHARP	Eyupspor vs Basaksehir	1 (Eyupspor)	5.12	95%	-5.5%	5.42				Late sharp move detected on 1 | Steam move: odds dropped -5.5% | Sustained odds drop: 5.42 → 5.12 (-5.5%) | Only 8 min to kick-off — late data is more reliable | 214 snapshots — robust data
12:22:14	12:30	8	STEAM	Asteras Tripolis W vs REA W	2 (REA W)	3.13	80%	-31.1%	4.54				Steam move: odds dropped -31.1% | Sustained odds drop: 4.54 → 3.13 (-31.1%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 210 snapshots — robust data
12:22:14	12:30	8	STEAM	Lugo B vs Arosa SC	X (Draw)	2.95	80%	-5.5%	3.12				Steam move: odds dropped -5.5% | Sustained odds drop: 3.12 → 2.95 (-5.5%) | Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 210 snapshots — robust data
12:22:14	12:30	8	STEAM	Jerez CF vs Puebla	2 (Puebla)	4.55	80%	-16.1%	5.42				Steam move: odds dropped -16.1% | Sustained odds drop: 5.42 → 4.55 (-16.1%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 142 snapshots — robust data
12:22:14	12:30	8	STEAM	Balcatta (Aus) vs Olympic Kingsway (Aus)	1 (Balcatta (Aus))	4.92	80%	-10.9%	5.52				Steam move: odds dropped -10.9% | Sustained odds drop: 5.52 → 4.92 (-10.9%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 210 snapshots — robust data
12:22:14	12:30	8	STEAM	Torres vs Juventus U23	2 (Juventus U23)	3.40	65%	-5.0%	3.58				Steam move: odds dropped -5.0% | Sustained odds drop: 3.58 → 3.40 (-5.0%) | Only 8 min to kick-off — late data is more reliable | 210 snapshots — robust data
12:22:14	12:30	8	SUSTAINED_DROP	Asteras Tripolis W vs REA W	X (Draw)	3.00	50%	-17.6%	3.64				Sustained odds drop: 3.64 → 3.00 (-17.6%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 210 snapshots — robust data
12:22:14	12:30	8	SUSTAINED_DROP	Jerez CF vs Puebla	X (Draw)	2.85	50%	-22.8%	3.69				Sustained odds drop: 3.69 → 2.85 (-22.8%) | Strong drop >8% | Only 8 min to kick-off — late data is more reliable | 142 snapshots — robust data
12:22:14	12:30	8	LATE_SHARP	Cabeza del Buey vs Santa Amalia	2 (Santa Amalia)	3.38	45%	-0.6%	3.40				Late sharp move detected on 2 | Only 8 min to kick-off — late data is more reliable
12:53:38	13:00	6	STEAM	West Ham W vs Brighton W	2 (Brighton W)	1.70	95%	-17.1%	2.05				Steam move: odds dropped -17.1% | Sustained odds drop: 2.05 → 1.70 (-17.1%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 224 snapshots — robust data
12:53:38	13:00	6	STEAM	Isparta 32 Spor vs Bursaspor	1 (Isparta 32 Spor)	3.61	95%	-22.4%	4.65				Steam move: odds dropped -22.4% | Sustained odds drop: 4.65 → 3.61 (-22.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 219 snapshots — robust data
12:53:38	13:00	6	LATE_SHARP	Yesil Yalova FK vs Cankaya FK	2 (Cankaya FK)	2.28	95%	-27.4%	3.14				Late sharp move detected on 2 | Steam move: odds dropped -27.4% | Sustained odds drop: 3.14 → 2.28 (-27.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 219 snapshots — robust data
12:53:38	13:00	6	STEAM	Usak Belediyespor vs Eskisehirspor	2 (Eskisehirspor)	1.55	95%	-11.4%	1.75				Steam move: odds dropped -11.4% | Sustained odds drop: 1.75 → 1.55 (-11.4%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 219 snapshots — robust data
12:53:38	13:00	6	STEAM	Sabah Baku vs Araz	1 (Sabah Baku)	1.38	80%	-7.4%	1.49				Steam move: odds dropped -7.4% | Sustained odds drop: 1.49 → 1.38 (-7.4%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 220 snapshots — robust data
12:53:38	13:00	6	STEAM	Persija Jakarta vs Arema FC	1 (Persija Jakarta)	1.35	80%	-6.2%	1.44				Steam move: odds dropped -6.2% | Sustained odds drop: 1.44 → 1.35 (-6.2%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 220 snapshots — robust data
12:53:38	13:00	6	STEAM	Las Palmas B vs CD Coria	1 (Las Palmas B)	2.20	80%	-6.4%	2.35				Steam move: odds dropped -6.4% | Sustained odds drop: 2.35 → 2.20 (-6.4%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 219 snapshots — robust data
12:53:38	13:00	6	STEAM	Altinordu vs Ankaragucu	2 (Ankaragucu)	1.67	80%	-7.2%	1.80				Steam move: odds dropped -7.2% | Sustained odds drop: 1.80 → 1.67 (-7.2%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 219 snapshots — robust data
12:53:38	13:00	6	STEAM	Kestel Cilekspor vs Edirnespor	2 (Edirnespor)	7.12	80%	-44.3%	12.79				Steam move: odds dropped -44.3% | Sustained odds drop: 12.79 → 7.12 (-44.3%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 219 snapshots — robust data
12:53:38	13:00	6	STEAM	Ayvalikgucu vs Denizli IY Gureller	2 (Denizli IY Gureller)	5.69	80%	-10.2%	6.34				Steam move: odds dropped -10.2% | Sustained odds drop: 6.34 → 5.69 (-10.2%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 218 snapshots — robust data
12:53:38	13:00	6	STEAM	Levadia (Est) vs Tammeka (Est)	2 (Tammeka (Est))	6.30	80%	-29.6%	8.95				Steam move: odds dropped -29.6% | Sustained odds drop: 8.95 → 6.30 (-29.6%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 218 snapshots — robust data
12:53:38	13:00	6	STEAM	Durham W vs Birmingham W	X (Draw)	5.35	65%	-7.6%	5.79				Steam move: odds dropped -7.6% | Sustained odds drop: 5.79 → 5.35 (-7.6%) | Only 7 min to kick-off — late data is more reliable | 220 snapshots — robust data
12:53:38	13:00	6	STEAM	Gjilani vs FC Ballkani	X (Draw)	3.02	65%	-5.6%	3.20				Steam move: odds dropped -5.6% | Sustained odds drop: 3.20 → 3.02 (-5.6%) | Only 7 min to kick-off — late data is more reliable | 220 snapshots — robust data
12:53:38	13:00	6	STEAM	Radnicki Nis vs Radnicki 1923	1 (Radnicki Nis)	2.55	65%	-5.9%	2.71				Steam move: odds dropped -5.9% | Sustained odds drop: 2.71 → 2.55 (-5.9%) | Only 7 min to kick-off — late data is more reliable | 224 snapshots — robust data
12:53:38	13:00	6	STEAM	Telde vs Tenerife C	2 (Tenerife C)	1.73	65%	-6.0%	1.84				Steam move: odds dropped -6.0% | Sustained odds drop: 1.84 → 1.73 (-6.0%) | Only 7 min to kick-off — late data is more reliable | 71 snapshots — robust data
12:53:38	13:00	6	STEAM	Eskisehir Anadolu vs Karsiyaka	X (Draw)	3.39	65%	-5.0%	3.57				Steam move: odds dropped -5.0% | Sustained odds drop: 3.57 → 3.39 (-5.0%) | Only 7 min to kick-off — late data is more reliable | 74 snapshots — robust data
12:53:38	13:00	6	SUSTAINED_DROP	Durham W vs Birmingham W	1 (Durham W)	9.04	50%	-18.0%	11.03				Sustained odds drop: 11.03 → 9.04 (-18.0%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 220 snapshots — robust data
12:53:38	13:00	6	LATE_SHARP	Kucukcekmece vs Bursa Yildirimspor	1 (Kucukcekmece)	2.09	50%	+2.5%	2.04				Late sharp move detected on 1 | Only 7 min to kick-off — late data is more reliable | 219 snapshots — robust data
12:53:38	13:00	6	SUSTAINED_DROP	Kestel Cilekspor vs Edirnespor	X (Draw)	4.18	50%	-13.1%	4.81				Sustained odds drop: 4.81 → 4.18 (-13.1%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 219 snapshots — robust data
12:53:38	13:00	6	SUSTAINED_DROP	Eskisehir Anadolu vs Karsiyaka	1 (Eskisehir Anadolu)	4.61	50%	-9.2%	5.08				Sustained odds drop: 5.08 → 4.61 (-9.2%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 74 snapshots — robust data
12:53:38	13:00	6	SUSTAINED_DROP	Levadia (Est) vs Tammeka (Est)	X (Draw)	5.33	50%	-11.2%	6.00				Sustained odds drop: 6.00 → 5.33 (-11.2%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 218 snapshots — robust data
12:53:38	13:00	6	SUSTAINED_DROP	Ayvalikgucu vs Denizli IY Gureller	X (Draw)	3.79	35%	-6.0%	4.03				Sustained odds drop: 4.03 → 3.79 (-6.0%) | Only 7 min to kick-off — late data is more reliable | 218 snapshots — robust data
12:53:38	13:00	6	MIXED	Posusje vs Zeljeznicar	X (Draw)	2.73	30%	-2.9%	2.81				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 220 snapshots — robust data
12:53:38	13:00	6	MIXED	Hradec Kralove vs Dukla Prague	1 (Hradec Kralove)	1.58	30%	-3.7%	1.64				Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 224 snapshots — robust data
12:53:38	13:01	7	MIXED	Swansea vs Sheffield Wed	1 (Swansea)	1.24	30%	-3.9%	1.29				Other outcomes rising while this drops — market consensus | Only 8 min to kick-off — late data is more reliable | 218 snapshots — robust data
13:07:47	13:15	7	STEAM	Ho Chi Minh vs Thanh Hoa	1 (Ho Chi Minh)	1.38	95%	-15.3%	1.63				Steam move: odds dropped -15.3% | Sustained odds drop: 1.63 → 1.38 (-15.3%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 220 snapshots — robust data
13:07:47	13:15	7	LATE_SHARP	Viettel vs Song Lam Nghe An	2 (Song Lam Nghe An)	7.89	95%	-20.1%	9.87				Late sharp move detected on 2 | Steam move: odds dropped -20.1% | Sustained odds drop: 9.87 → 7.89 (-20.1%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 220 snapshots — robust data
13:07:47	13:15	7	STEAM	Atletic Escaldes vs FC Santa Coloma	X (Draw)	3.31	65%	-5.7%	3.51				Steam move: odds dropped -5.7% | Sustained odds drop: 3.51 → 3.31 (-5.7%) | Only 7 min to kick-off — late data is more reliable | 220 snapshots — robust data
13:07:47	13:15	7	STEAM	Slavia Sofia vs Lok. Plovdiv	2 (Lok. Plovdiv)	2.74	65%	-6.2%	2.92				Steam move: odds dropped -6.2% | Sustained odds drop: 2.92 → 2.74 (-6.2%) | Only 7 min to kick-off — late data is more reliable | 220 snapshots — robust data
13:07:47	13:15	7	LATE_SHARP	Atletic Escaldes vs FC Santa Coloma	2 (FC Santa Coloma)	1.88	50%	+4.4%	1.80				Late sharp move detected on 2 | Only 7 min to kick-off — late data is more reliable | 220 snapshots — robust data
13:07:47	13:15	7	SUSTAINED_DROP	Viettel vs Song Lam Nghe An	X (Draw)	3.89	50%	-9.5%	4.30				Sustained odds drop: 4.30 → 3.89 (-9.5%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 220 snapshots — robust data
13:07:47	13:15	7	SUSTAINED_DROP	Slavia Sofia vs Lok. Plovdiv	X (Draw)	2.89	35%	-5.9%	3.07				Sustained odds drop: 3.07 → 2.89 (-5.9%) | Only 7 min to kick-off — late data is more reliable | 220 snapshots — robust data
13:24:02	13:30	6	STEAM	Burreli vs Iliria Fushe-Kruje	2 (Iliria Fushe-Kruje)	2.30	95%	-30.5%	3.31				Steam move: odds dropped -30.5% | Sustained odds drop: 3.31 → 2.30 (-30.5%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 224 snapshots — robust data
13:24:02	13:30	6	STEAM	Karlsruher SC vs Dusseldorf	2 (Dusseldorf)	2.04	95%	-13.9%	2.37				Steam move: odds dropped -13.9% | Sustained odds drop: 2.37 → 2.04 (-13.9%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 222 snapshots — robust data
13:24:02	13:30	6	STEAM	Hannover vs Holstein Kiel	1 (Hannover)	1.61	95%	-8.5%	1.76				Steam move: odds dropped -8.5% | Sustained odds drop: 1.76 → 1.61 (-8.5%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 222 snapshots — robust data
13:24:02	13:30	6	STEAM	Arminia Bielefeld vs Braunschweig	1 (Arminia Bielefeld)	1.82	95%	-9.9%	2.02				Steam move: odds dropped -9.9% | Sustained odds drop: 2.02 → 1.82 (-9.9%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 222 snapshots — robust data
13:24:02	13:30	6	STEAM	Foolad vs Gol Gohar	X (Draw)	2.37	95%	-11.9%	2.69				Steam move: odds dropped -11.9% | Sustained odds drop: 2.69 → 2.37 (-11.9%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 222 snapshots — robust data
13:24:02	13:30	6	STEAM	Besa Kavaje vs AF Luftetari	1 (Besa Kavaje)	1.31	80%	-7.8%	1.42				Steam move: odds dropped -7.8% | Sustained odds drop: 1.42 → 1.31 (-7.8%) | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 224 snapshots — robust data
13:24:02	13:30	6	STEAM	Malavan vs Persepolis	1 (Malavan)	3.55	80%	-16.9%	4.27				Steam move: odds dropped -16.9% | Sustained odds drop: 4.27 → 3.55 (-16.9%) | Strong drop >8% | Only 6 min to kick-off — late data is more reliable | 222 snapshots — robust data
13:24:02	13:30	6	MIXED	Lokomotiv Moscow (Rus) vs Yelimay Semey (Kaz)	1 (Lokomotiv Moscow (Rus))	1.37	30%	-4.9%	1.44				Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 50 snapshots — robust data
13:37:04	13:45	8	LATE_SHARP	Juventud vs Cerro Largo	2 (Cerro Largo)	2.62	95%	-6.8%	2.81				Late sharp move detected on 2 | Steam move: odds dropped -6.8% | Sustained odds drop: 2.81 → 2.62 (-6.8%) | Only 8 min to kick-off — late data is more reliable | 224 snapshots — robust data
13:37:04	13:45	8	STEAM	Tampere Utd (Fin) vs Haka (Fin)	2 (Haka (Fin))	1.66	65%	-5.7%	1.76				Steam move: odds dropped -5.7% | Sustained odds drop: 1.76 → 1.66 (-5.7%) | Only 8 min to kick-off — late data is more reliable | 224 snapshots — robust data
13:53:32	14:00	6	STEAM	Otoho d'Oyo (Con) vs Stellenbosch (Rsa)	1 (Otoho d'Oyo (Con))	1.68	95%	-32.3%	2.48				Steam move: odds dropped -32.3% | Sustained odds drop: 2.48 → 1.68 (-32.3%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	LATE_SHARP	ASIL Lysi vs Ayia Napa	1 (ASIL Lysi)	2.07	95%	-16.5%	2.48				Late sharp move detected on 1 | Steam move: odds dropped -16.5% | Sustained odds drop: 2.48 → 2.07 (-16.5%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	STEAM	Paderborn II vs Wiedenbruck	2 (Wiedenbruck)	3.64	95%	-27.6%	5.03				Steam move: odds dropped -27.6% | Sustained odds drop: 5.03 → 3.64 (-27.6%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	LATE_SHARP	PAOK W vs Volos 2004 W	X (Draw)	13.21	95%	-52.0%	27.50				Late sharp move detected on X | Steam move: odds dropped -52.0% | Sustained odds drop: 27.50 → 13.21 (-52.0%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	LATE_SHARP	Gudja vs Swieqi	1 (Gudja)	4.48	95%	-8.6%	4.90				Late sharp move detected on 1 | Steam move: odds dropped -8.6% | Sustained odds drop: 4.90 → 4.48 (-8.6%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 228 snapshots — robust data
13:53:32	14:00	6	STEAM	Mkhambathi vs Lerumo Lions	2 (Lerumo Lions)	1.94	95%	-9.3%	2.14				Steam move: odds dropped -9.3% | Sustained odds drop: 2.14 → 1.94 (-9.3%) | Strong drop >8% | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 228 snapshots — robust data
13:53:32	14:00	6	LATE_SHARP	St Eloi Lupopo (Drc) vs Mamelodi Sundowns (Rsa)	1 (St Eloi Lupopo (Drc))	3.53	85%	-11.1%	3.97				Late sharp move detected on 1 | Sustained odds drop: 3.97 → 3.53 (-11.1%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	STEAM	St Eloi Lupopo (Drc) vs Mamelodi Sundowns (Rsa)	X (Draw)	2.96	80%	-9.2%	3.26				Steam move: odds dropped -9.2% | Sustained odds drop: 3.26 → 2.96 (-9.2%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	STEAM	Kaizer Chiefs (Rsa) vs Al Masry (Egy)	X (Draw)	2.59	80%	-12.2%	2.95				Steam move: odds dropped -12.2% | Sustained odds drop: 2.95 → 2.59 (-12.2%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	STEAM	Nairobi United (Ken) vs Wydad AC (Mar)	1 (Nairobi United (Ken))	6.97	80%	-8.4%	7.61				Steam move: odds dropped -8.4% | Sustained odds drop: 7.61 → 6.97 (-8.4%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	STEAM	ZESCO (Zam) vs Zamalek (Egy)	X (Draw)	3.21	80%	-9.3%	3.54				Steam move: odds dropped -9.3% | Sustained odds drop: 3.54 → 3.21 (-9.3%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	STEAM	Santa Rosa vs Bragantino	2 (Bragantino)	3.09	80%	-16.0%	3.68				Steam move: odds dropped -16.0% | Sustained odds drop: 3.68 → 3.09 (-16.0%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	STEAM	Monte Azul vs Sertaozinho	2 (Sertaozinho)	2.97	80%	-20.8%	3.75				Steam move: odds dropped -20.8% | Sustained odds drop: 3.75 → 2.97 (-20.8%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 214 snapshots — robust data
13:53:32	14:00	6	STEAM	Francana vs Uniao Suzano	2 (Uniao Suzano)	3.49	80%	-12.8%	4.00				Steam move: odds dropped -12.8% | Sustained odds drop: 4.00 → 3.49 (-12.8%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 203 snapshots — robust data
13:53:32	14:00	6	STEAM	Itapirense vs XV de Jau	2 (XV de Jau)	2.57	80%	-22.8%	3.33				Steam move: odds dropped -22.8% | Sustained odds drop: 3.33 → 2.57 (-22.8%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 211 snapshots — robust data
13:53:32	14:00	6	STEAM	Aigle Moungo vs Canon Yaounde	2 (Canon Yaounde)	2.41	80%	-25.6%	3.24				Steam move: odds dropped -25.6% | Sustained odds drop: 3.24 → 2.41 (-25.6%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	STEAM	Zakakiou vs Iraklis Yerolakkou	2 (Iraklis Yerolakkou)	2.74	80%	-22.8%	3.55				Steam move: odds dropped -22.8% | Sustained odds drop: 3.55 → 2.74 (-22.8%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	STEAM	Silkeborg vs Viborg	2 (Viborg)	2.15	80%	-7.3%	2.32				Steam move: odds dropped -7.3% | Sustained odds drop: 2.32 → 2.15 (-7.3%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	STEAM	FC Gutersloh vs Bonner	2 (Bonner)	3.62	80%	-16.4%	4.33				Steam move: odds dropped -16.4% | Sustained odds drop: 4.33 → 3.62 (-16.4%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	STEAM	Trikala W vs Kifisia W	X (Draw)	3.11	80%	-10.6%	3.48				Steam move: odds dropped -10.6% | Sustained odds drop: 3.48 → 3.11 (-10.6%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	STEAM	Budafoki vs Honved	1 (Budafoki)	4.66	80%	-10.9%	5.23				Steam move: odds dropped -10.9% | Sustained odds drop: 5.23 → 4.66 (-10.9%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 228 snapshots — robust data
13:53:32	14:00	6	STEAM	Servette vs Thun	1 (Servette)	2.11	80%	-9.8%	2.34				Steam move: odds dropped -9.8% | Sustained odds drop: 2.34 → 2.11 (-9.8%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 227 snapshots — robust data
13:53:32	14:00	6	STEAM	CS Sfaxien vs Club Africain	1 (CS Sfaxien)	2.54	80%	-20.9%	3.21				Steam move: odds dropped -20.9% | Sustained odds drop: 3.21 → 2.54 (-20.9%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 227 snapshots — robust data
13:53:32	14:00	6	STEAM	JS Omrane vs Metlaoui	X (Draw)	2.60	80%	-8.1%	2.83				Steam move: odds dropped -8.1% | Sustained odds drop: 2.83 → 2.60 (-8.1%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 227 snapshots — robust data
13:53:32	14:00	6	STEAM	Sandviken (Nor) vs Bjarg (Nor)	2 (Bjarg (Nor))	2.08	80%	-5.0%	2.19				Steam move: odds dropped -5.0% | Sustained odds drop: 2.19 → 2.08 (-5.0%) | Other outcomes rising while this drops — market consensus | Only 7 min to kick-off — late data is more reliable | 22 snapshots — robust data
13:53:32	14:00	6	STEAM	Jeonbuk (Kor) vs Malmo FF (Swe)	X (Draw)	3.28	80%	-14.1%	3.82				Steam move: odds dropped -14.1% | Sustained odds drop: 3.82 → 3.28 (-14.1%) | Strong drop >8% | Only 7 min to kick-off — late data is more reliable | 227 snapshots — robust data
13:53:32	14:00	6	STEAM	Linense vs Osasco Sporting	2 (Osasco Sporting)	3.29	65%	-6.5%	3.52				Steam move: odds dropped -6.5% | Sustained odds drop: 3.52 → 3.29 (-6.5%) | Only 7 min to kick-off — late data is more reliable | 214 snapshots — robust data
13:53:32	14:00	6	STEAM	Nordsjaelland vs Sonderjyske	2 (Sonderjyske)	4.16	65%	-5.2%	4.39				Steam move: odds dropped -5.2% | Sustained odds drop: 4.39 → 4.16 (-5.2%) | Only 7 min to kick-off — late data is more reliable | 229 snapshots — robust data
13:53:32	14:00	6	STEAM	Kozarmisleny SE vs Szentlorinc	1 (Kozarmisleny SE)	2.30	65%	-6.9%	2.47				Steam move: odds dropped -6.9% | Sustained odds drop: 2.47 → 2.30 (-6.9%) | Only 7 min to kick-off — late data is more reliable | 228 snapshots — robust data
13:53:32	14:00	6	STEAM	USV Hercules vs Hoogeveen	X (Draw)	3.37	65%	-7.2%	3.63				Steam move: odds dropped -7.2% | Sustained odds drop: 3.63 → 3.37 (-7.2%) | Only 7 min to kick-off — late data is more reliable | 228 snapshots — robust data
13:53:32	14:00	6	STEAM	Muhanga vs Gasogi United	2 (Gasogi United)	2.05	65%	-7.2%	2.21				Steam move: odds dropped -7.2% | Sustained odds drop: 2.21 → 2.05 (-7.2%) | Only 7 min to kick-off — late data is more reliable | 228 snapshots — robust data
13:53:32	14:00	6	STEAM	Gicumbi vs Amagaju	X (Draw)	2.83	65%	-6.6%	3.03				Steam move: odds dropped -6.6% | Sustained odds drop: 3.03 → 2.83 (-6.6%) | Only 7 min to kick-off — late data is more reliable | 228 snapshots — robust data
13:53:32	14:00	6	STEAM	Marines vs Al-Merreikh	X (Draw)	2.72	65%	-7.8%	2.95				Steam move: odds dropped -7.8% | Sustained odds drop: 2.95 → 2.72 (-7.8%) | Only 7 min to kick-off — late data is more reliable | 228 snapshots — robust data
