captured_at	kick_off	min_to_ko	type	match	bet	odds	confidence	change	opening	reason
12:08:42	12:15	6	LATE_SHARP	Pribram (Cze) vs Pisek (Cze)	2 (Pisek (Cze))	3.97	65%	-2.9%	4.09	Late sharp move detected on 2 | Other outcomes rising while this drops — market consensus | Only 6 min to kick-off — late data is more reliable | 11 snapshots — robust data
