captured_at	match_date	days_until	kick_off	match	bet	odds	opening	drop_pct	snapshots	confidence	score	market_consensus	type	stage	reason
12:45:41	2026-02-14	4	17:00	Polokwane vs Siwelele	2 (Siwelele)	3.05	3.41	-10.6%	122	70%	57.9	NE	STEAM	early	Steam move: -10.6% | Drop: 3.41 → 3.05 (-10.6%) | Strong drop >8% | 122 snapshots | EARLY
10:17:43	2026-02-15	5	21:00	Gimnasia L.P. vs Estudiantes L.P.	1 (Gimnasia L.P.)	3.06	3.42	-10.5%	102	70%	57.8	NE	STEAM	early	Steam move: -10.5% | Drop: 3.42 → 3.06 (-10.5%) | Strong drop >8% | 102 snapshots | EARLY
12:53:35	2026-02-11	1	20:45	Carlisle vs Scunthorpe	2 (Scunthorpe)	2.67	2.98	-10.4%	1304	70%	57.6	NE	STEAM	early	Steam move: -10.4% | Drop: 2.98 → 2.67 (-10.4%) | Strong drop >8% | 1304 snapshots | EARLY
12:45:41	2026-02-15	5	23:00	Racing Cordoba vs CA Estudiantes	2 (CA Estudiantes)	2.79	3.11	-10.3%	120	70%	57.5	NE	STEAM	early	Steam move: -10.3% | Drop: 3.11 → 2.79 (-10.3%) | Strong drop >8% | 120 snapshots | EARLY
12:53:35	2026-02-11	1	14:00	Spartak Moscow (Rus) vs FC Astana (Kaz)	1 (Spartak Moscow (Rus))	1.22	1.36	-10.3%	1256	70%	57.5	NE	STEAM	early	Steam move: -10.3% | Drop: 1.36 → 1.22 (-10.3%) | Strong drop >8% | 1256 snapshots | EARLY
12:53:35	2026-02-11	1	14:00	Barnsley U21 vs Fleetwood U21	2 (Fleetwood U21)	2.45	2.73	-10.3%	1257	70%	57.4	NE	STEAM	early	Steam move: -10.3% | Drop: 2.73 → 2.45 (-10.3%) | Strong drop >8% | 1257 snapshots | EARLY
12:53:35	2026-02-11	1	01:00	Venados vs Cancun	2 (Cancun)	3.10	3.45	-10.1%	321	70%	57.2	NE	STEAM	early	Steam move: -10.1% | Drop: 3.45 → 3.10 (-10.1%) | Strong drop >8% | 321 snapshots | EARLY
07:26:02	2026-02-11	1	13:40	Al Anwar vs Jeddah	2 (Jeddah)	3.08	3.42	-9.9%	781	70%	56.9	NE	STEAM	early	Steam move: -9.9% | Drop: 3.42 → 3.08 (-9.9%) | Strong drop >8% | 781 snapshots | EARLY
12:45:41	2026-02-15	5	13:00	Hebar vs Yantra Gabrovo	1 (Hebar)	2.51	2.77	-9.4%	117	70%	56.0	NE	STEAM	early	Steam move: -9.4% | Drop: 2.77 → 2.51 (-9.4%) | Strong drop >8% | 117 snapshots | EARLY
12:53:35	2026-02-11	1	20:45	Wingate & Finchley vs Burgess Hill	1 (Wingate & Finchley)	2.09	2.30	-9.1%	1315	70%	55.6	NE	STEAM	early	Steam move: -9.1% | Drop: 2.30 → 2.09 (-9.1%) | Strong drop >8% | 1315 snapshots | EARLY
12:45:41	2026-02-15	5	21:15	Comerciantes Unidos vs Los Chankas	2 (Los Chankas)	3.20	3.52	-9.1%	120	70%	55.5	NE	STEAM	early	Steam move: -9.1% | Drop: 3.52 → 3.20 (-9.1%) | Strong drop >8% | 120 snapshots | EARLY
11:13:01	2026-02-11	1	14:00	Santa Clara U23 vs Famalicao U23	2 (Famalicao U23)	2.23	2.45	-9.0%	1134	70%	55.4	NE	STEAM	early	Steam move: -9.0% | Drop: 2.45 → 2.23 (-9.0%) | Strong drop >8% | 1134 snapshots | EARLY
12:53:35	2026-02-11	1	20:30	St. Gallen vs Young Boys	1 (St. Gallen)	2.33	2.56	-9.0%	321	70%	55.4	NE	STEAM	early	Steam move: -9.0% | Drop: 2.56 → 2.33 (-9.0%) | Strong drop >8% | 321 snapshots | EARLY
08:30:11	2026-02-11	1	10:00	Rakhine United vs Mahar United	1 (Rakhine United)	2.77	3.04	-8.9%	391	70%	55.2	NE	STEAM	early	Steam move: -8.9% | Drop: 3.04 → 2.77 (-8.9%) | Strong drop >8% | 391 snapshots | EARLY
06:35:46	2026-02-11	1	01:00	Liberia vs Alajuelense	2 (Alajuelense)	2.17	2.38	-8.8%	175	70%	55.1	NE	STEAM	early	Steam move: -8.8% | Drop: 2.38 → 2.17 (-8.8%) | Strong drop >8% | 175 snapshots | EARLY
10:17:43	2026-02-14	4	14:00	Hapoel Petah Tikva vs Hapoel Haifa	2 (Hapoel Haifa)	3.00	3.29	-8.8%	104	70%	55.1	NE	STEAM	early	Steam move: -8.8% | Drop: 3.29 → 3.00 (-8.8%) | Strong drop >8% | 104 snapshots | EARLY
12:45:41	2026-02-13	3	21:00	Shelbourne vs Shamrock Rovers	2 (Shamrock Rovers)	3.21	3.52	-8.8%	123	70%	55.1	NE	STEAM	early	Steam move: -8.8% | Drop: 3.52 → 3.21 (-8.8%) | Strong drop >8% | 123 snapshots | EARLY
12:53:35	2026-02-11	1	20:45	Flint Mountain vs Buckley	2 (Buckley)	2.19	2.40	-8.8%	1138	70%	55.0	NE	STEAM	early	Steam move: -8.8% | Drop: 2.40 → 2.19 (-8.8%) | Strong drop >8% | 1138 snapshots | EARLY
12:53:35	2026-02-11	1	20:45	Aldershot vs Southend	1 (Aldershot)	3.31	3.61	-8.3%	321	70%	54.3	NE	STEAM	early	Steam move: -8.3% | Drop: 3.61 → 3.31 (-8.3%) | Strong drop >8% | 321 snapshots | EARLY
12:53:35	2026-02-11	1	19:00	CSC Dumbravita vs FC Arges	2 (FC Arges)	1.23	1.34	-8.2%	1271	70%	54.1	NE	STEAM	early	Steam move: -8.2% | Drop: 1.34 → 1.23 (-8.2%) | Strong drop >8% | 1271 snapshots | EARLY
12:53:35	2026-02-11	1	20:45	Hertha Berlin vs Freiburg	1 (Hertha Berlin)	3.02	3.29	-8.2%	1169	70%	54.1	NE	STEAM	early	Steam move: -8.2% | Drop: 3.29 → 3.02 (-8.2%) | Strong drop >8% | 1169 snapshots | EARLY
12:32:51	2026-02-11	1	12:30	Songkhla vs Pattaya United	2 (Pattaya United)	2.70	2.94	-8.2%	1218	70%	54.1	NE	STEAM	early	Steam move: -8.2% | Drop: 2.94 → 2.70 (-8.2%) | Strong drop >8% | 1218 snapshots | EARLY
12:45:41	2026-02-14	4	16:15	Getafe vs Villarreal	2 (Villarreal)	2.36	2.57	-8.2%	122	70%	54.1	NE	STEAM	early	Steam move: -8.2% | Drop: 2.57 → 2.36 (-8.2%) | Strong drop >8% | 122 snapshots | EARLY
12:45:41	2026-02-14	4	21:00	Granada CF vs Valladolid	1 (Granada CF)	2.14	2.33	-8.2%	122	70%	54.0	NE	STEAM	early	Steam move: -8.2% | Drop: 2.33 → 2.14 (-8.2%) | Strong drop >8% | 122 snapshots | EARLY
12:45:41	2026-02-15	5	21:30	Botafogo RJ vs Flamengo RJ	2 (Flamengo RJ)	1.71	1.86	-8.1%	116	70%	53.9	NE	STEAM	early	Steam move: -8.1% | Drop: 1.86 → 1.71 (-8.1%) | Strong drop >8% | 116 snapshots | EARLY
09:11:23	2026-02-11	1	18:00	TWL Elektra (Aut) vs Langenrohr (Aut)	2 (Langenrohr (Aut))	2.76	3.00	-8.0%	909	70%	53.8	NE	STEAM	early	Steam move: -8.0% | Drop: 3.00 → 2.76 (-8.0%) | Strong drop >8% | 909 snapshots | EARLY
07:58:23	2026-02-11	1	13:15	Chengdu Rongcheng (Chn) vs Buriram (Tha)	1 (Chengdu Rongcheng (Chn))	2.30	2.50	-8.0%	885	70%	53.8	NE	STEAM	early	Steam move: -8.0% | Drop: 2.50 → 2.30 (-8.0%) | Strong drop >8% | 885 snapshots | EARLY
07:51:16	2026-02-14	4	16:00	Dundee FC vs Livingston	2 (Livingston)	2.64	2.88	-8.3%	86	70%	52.9	NE	STEAM	early	Steam move: -8.3% | Drop: 2.88 → 2.64 (-8.3%) | Strong drop >8% | 86 snapshots | EARLY
02:24:07	2026-02-12	2	01:15	Central Cordoba vs Gimnasia Jujuy	1 (Central Cordoba)	2.03	2.26	-10.2%	44	70%	50.6	NE	STEAM	early	Steam move: -10.2% | Drop: 2.26 → 2.03 (-10.2%) | Strong drop >8% | 44 snapshots | EARLY
12:45:41	2026-02-12	2	17:00	Al-Ahli Manama vs Aali Club	1 (Al-Ahli Manama)	2.01	2.24	-10.3%	8	70%	43.1	NE	STEAM	early	Steam move: -10.3% | Drop: 2.24 → 2.01 (-10.3%) | Strong drop >8% | 8 snapshots | EARLY
