alerted_at;match_key;home;away;kick_off;signal_type;bet;odds;opening_odds;pct_change;confidence;edge;snapshots;stake_model;stake;result;profit;resolved_at;reason
2026-02-08T12:38:49.556884;Catanzaro|Reggiana;Catanzaro;Reggiana;15:00;STEAM;1;1.68;1.79;-0.0615;0.7;0.0615;173;flat;1.0;win;0.68;2026-02-08T12:38:50.380987;Steam move: odds dropped -6.2% | Sustained odds drop: 1.79 → 1.68 (-6.2%) | Other outcomes rising while this drops — market consensus | 173 snapshots — robust data
2026-02-08T12:38:49.560342;Cercle Brugge KSV 2|SK Roeselare;Cercle Brugge KSV 2;SK Roeselare;15:00;STEAM;1;2.35;2.75;-0.1455;0.7;0.1455;179;flat;1.0;;;;Steam move: odds dropped -14.5% | Sustained odds drop: 2.75 → 2.35 (-14.5%) | Strong drop >8% | 179 snapshots — robust data
2026-02-08T12:38:49.563032;IJsselmeervogels|Rijnsburgse Boys;IJsselmeervogels;Rijnsburgse Boys;15:00;STEAM;2;1.57;1.68;-0.0655;0.7;0.0655;174;flat;1.0;loss;-1.0;2026-02-08T12:38:50.383229;Steam move: odds dropped -6.6% | Sustained odds drop: 1.68 → 1.57 (-6.6%) | Other outcomes rising while this drops — market consensus | 174 snapshots — robust data
2026-02-08T12:38:49.566854;Bafang|Victoria United;Bafang;Victoria United;15:30;STEAM;1;2.38;2.64;-0.0985;0.7;0.0985;177;flat;1.0;;;;Steam move: odds dropped -9.8% | Sustained odds drop: 2.64 → 2.38 (-9.8%) | Strong drop >8% | 177 snapshots — robust data
2026-02-08T12:38:49.572049;Inter W|Fiorentina W;Inter W;Fiorentina W;15:45;STEAM;1;1.84;1.99;-0.0754;0.7;0.0754;177;flat;1.0;;;;Steam move: odds dropped -7.5% | Sustained odds drop: 1.99 → 1.84 (-7.5%) | Other outcomes rising while this drops — market consensus | 177 snapshots — robust data
2026-02-08T12:38:49.576419;Al Khor|Lusail;Al Khor;Lusail;16:00;STEAM;1;1.92;2.22;-0.1351;0.7;0.1351;176;flat;1.0;;;;Steam move: odds dropped -13.5% | Sustained odds drop: 2.22 → 1.92 (-13.5%) | Strong drop >8% | 176 snapshots — robust data
2026-02-08T12:38:49.584870;Bendel|Enyimba;Bendel;Enyimba;16:00;STEAM;1;1.54;1.64;-0.061;0.7;0.061;105;flat;1.0;win;0.54;2026-02-08T12:38:50.395109;Steam move: odds dropped -6.1% | Sustained odds drop: 1.64 → 1.54 (-6.1%) | Other outcomes rising while this drops — market consensus | 105 snapshots — robust data
2026-02-08T12:38:49.591483;Dudelange|Kaerjeng;Dudelange;Kaerjeng;16:00;STEAM;1;1.29;1.36;-0.0515;0.7;0.0515;176;flat;1.0;;;;Steam move: odds dropped -5.1% | Sustained odds drop: 1.36 → 1.29 (-5.1%) | Other outcomes rising while this drops — market consensus | 176 snapshots — robust data
2026-02-08T12:38:49.596669;Edinburgh City|East Kilbride;Edinburgh City;East Kilbride;16:00;STEAM;2;1.85;1.95;-0.0513;0.7;0.0513;103;flat;1.0;win;0.85;2026-02-08T12:38:50.397733;Steam move: odds dropped -5.1% | Sustained odds drop: 1.95 → 1.85 (-5.1%) | Other outcomes rising while this drops — market consensus | 103 snapshots — robust data
2026-02-08T12:38:49.601145;Inter Ibiza|Alcudia;Inter Ibiza;Alcudia;16:00;STEAM;1;1.86;1.99;-0.0653;0.7;0.0653;112;flat;1.0;win;0.86;2026-02-08T12:38:50.399211;Steam move: odds dropped -6.5% | Sustained odds drop: 1.99 → 1.86 (-6.5%) | Other outcomes rising while this drops — market consensus | 112 snapshots — robust data
2026-02-08T12:38:49.605120;Leek|Gainsborough;Leek;Gainsborough;16:00;STEAM;2;1.92;2.03;-0.0542;0.7;0.0542;107;flat;1.0;loss;-1.0;2026-02-08T12:38:50.401266;Steam move: odds dropped -5.4% | Sustained odds drop: 2.03 → 1.92 (-5.4%) | Other outcomes rising while this drops — market consensus | 107 snapshots — robust data
2026-02-08T12:38:49.609709;Lossiemouth|Fraserburgh;Lossiemouth;Fraserburgh;16:00;STEAM;2;1.2;1.27;-0.0551;0.7;0.0551;113;flat;1.0;win;0.2;2026-02-08T12:38:50.402342;Steam move: odds dropped -5.5% | Sustained odds drop: 1.27 → 1.20 (-5.5%) | Other outcomes rising while this drops — market consensus | 113 snapshots — robust data
2026-02-08T12:38:49.620128;Machico|Chaves B;Machico;Chaves B;16:00;STEAM;1;2.14;2.69;-0.2045;0.7;0.2045;176;flat;1.0;;;;Steam move: odds dropped -20.4% | Sustained odds drop: 2.69 → 2.14 (-20.4%) | Strong drop >8% | 176 snapshots — robust data
2026-02-08T12:38:49.639973;Oriental|Malveira;Oriental;Malveira;16:00;STEAM;2;2.44;2.77;-0.1191;0.7;0.1191;176;flat;1.0;;;;Steam move: odds dropped -11.9% | Sustained odds drop: 2.77 → 2.44 (-11.9%) | Strong drop >8% | 176 snapshots — robust data
2026-02-08T12:38:49.647699;Villarreal W|CA Osasuna W;Villarreal W;CA Osasuna W;16:00;STEAM;2;2.22;2.45;-0.0939;0.7;0.0939;103;flat;1.0;loss;-1.0;2026-02-08T12:38:50.408720;Steam move: odds dropped -9.4% | Sustained odds drop: 2.45 → 2.22 (-9.4%) | Strong drop >8% | 103 snapshots — robust data
2026-02-08T12:38:49.650709;Zuera|Binefar;Zuera;Binefar;16:00;STEAM;2;1.96;2.13;-0.0798;0.7;0.0798;69;flat;1.0;;;;Steam move: odds dropped -8.0% | Sustained odds drop: 2.13 → 1.96 (-8.0%) | Other outcomes rising while this drops — market consensus | 69 snapshots — robust data
2026-02-08T12:38:49.653398;Plymouth|Lincoln;Plymouth;Lincoln;16:01;STEAM;2;2.38;2.53;-0.0593;0.7;0.0593;102;flat;1.0;win;1.38;2026-02-08T12:38:50.411985;Steam move: odds dropped -5.9% | Sustained odds drop: 2.53 → 2.38 (-5.9%) | Other outcomes rising while this drops — market consensus | 102 snapshots — robust data
2026-02-08T12:38:49.656439;Selaya|Torrelavega;Selaya;Torrelavega;16:15;STEAM;2;1.25;1.32;-0.053;0.7;0.053;175;flat;1.0;;;;Steam move: odds dropped -5.3% | Sustained odds drop: 1.32 → 1.25 (-5.3%) | Other outcomes rising while this drops — market consensus | 175 snapshots — robust data
2026-02-08T12:38:49.665461;Al-Faisaly Amman|Al Wehdat;Al-Faisaly Amman;Al Wehdat;16:30;STEAM;1;2.45;2.74;-0.1058;0.7;0.1058;102;flat;1.0;loss;-1.0;2026-02-08T12:38:50.415580;Steam move: odds dropped -10.6% | Sustained odds drop: 2.74 → 2.45 (-10.6%) | Strong drop >8% | 102 snapshots — robust data
2026-02-08T12:38:49.668575;Izarra|Valle Egues;Izarra;Valle Egues;16:30;STEAM;1;1.51;1.61;-0.0621;0.7;0.0621;102;flat;1.0;loss;-1.0;2026-02-08T12:38:50.416970;Steam move: odds dropped -6.2% | Sustained odds drop: 1.61 → 1.51 (-6.2%) | Other outcomes rising while this drops — market consensus | 102 snapshots — robust data
2026-02-08T12:38:49.672515;Valladolid Promesas|Real Avila;Valladolid Promesas;Real Avila;16:30;STEAM;2;2.48;2.65;-0.0642;0.7;0.0642;101;flat;1.0;loss;-1.0;2026-02-08T12:38:50.417317;Steam move: odds dropped -6.4% | Sustained odds drop: 2.65 → 2.48 (-6.4%) | Other outcomes rising while this drops — market consensus | 101 snapshots — robust data
2026-02-08T12:38:49.675742;Groningen|PSV;Groningen;PSV;16:45;STEAM;2;1.6;1.72;-0.0698;0.7;0.0698;174;flat;1.0;;;;Steam move: odds dropped -7.0% | Sustained odds drop: 1.72 → 1.60 (-7.0%) | Other outcomes rising while this drops — market consensus | 174 snapshots — robust data
2026-02-08T12:38:49.679170;Bidezarra|Pena;Bidezarra;Pena;17:00;STEAM;2;1.61;1.86;-0.1344;0.7;0.1344;174;flat;1.0;;;;Steam move: odds dropped -13.4% | Sustained odds drop: 1.86 → 1.61 (-13.4%) | Strong drop >8% | 174 snapshots — robust data
2026-02-08T12:38:49.681895;Castro|Cayon;Castro;Cayon;17:00;STEAM;2;2.11;2.24;-0.058;0.7;0.058;174;flat;1.0;;;;Steam move: odds dropped -5.8% | Sustained odds drop: 2.24 → 2.11 (-5.8%) | Other outcomes rising while this drops — market consensus | 174 snapshots — robust data
2026-02-08T12:38:49.684388;Colombe|Fortuna Mfou;Colombe;Fortuna Mfou;17:00;STEAM;1;1.5;1.62;-0.0741;0.7;0.0741;174;flat;1.0;;;;Steam move: odds dropped -7.4% | Sustained odds drop: 1.62 → 1.50 (-7.4%) | Other outcomes rising while this drops — market consensus | 174 snapshots — robust data
2026-02-08T12:38:49.687058;Dep. Fabril|Sarriana;Dep. Fabril;Sarriana;17:00;STEAM;1;1.4;1.5;-0.0667;0.7;0.0667;100;flat;1.0;win;0.4;2026-02-08T12:38:50.427165;Steam move: odds dropped -6.7% | Sustained odds drop: 1.50 → 1.40 (-6.7%) | Other outcomes rising while this drops — market consensus | 100 snapshots — robust data
2026-02-08T12:38:49.691235;Dijon W|Nantes W;Dijon W;Nantes W;17:00;STEAM;1;2.08;2.21;-0.0588;0.7;0.0588;100;flat;1.0;loss;-1.0;2026-02-08T12:38:50.428055;Steam move: odds dropped -5.9% | Sustained odds drop: 2.21 → 2.08 (-5.9%) | Other outcomes rising while this drops — market consensus | 100 snapshots — robust data
2026-02-08T12:38:49.693962;Lorca Deportiva|UCAM Murcia;Lorca Deportiva;UCAM Murcia;17:00;STEAM;2;2.31;2.5;-0.076;0.7;0.076;174;flat;1.0;;;;Steam move: odds dropped -7.6% | Sustained odds drop: 2.50 → 2.31 (-7.6%) | Other outcomes rising while this drops — market consensus | 174 snapshots — robust data
2026-02-08T12:38:49.696663;Stade Malien (Mli)|Esperance Tunis (Tun);Stade Malien (Mli);Esperance Tunis (Tun);17:00;STEAM;2;1.97;2.23;-0.1166;0.7;0.1166;174;flat;1.0;;;;Steam move: odds dropped -11.7% | Sustained odds drop: 2.23 → 1.97 (-11.7%) | Strong drop >8% | 174 snapshots — robust data
2026-02-08T12:38:49.699663;Angers|Toulouse;Angers;Toulouse;17:15;STEAM;2;2.08;2.19;-0.0502;0.7;0.0502;174;flat;1.0;;;;Steam move: odds dropped -5.0% | Sustained odds drop: 2.19 → 2.08 (-5.0%) | Other outcomes rising while this drops — market consensus | 174 snapshots — robust data
2026-02-08T12:38:49.702040;Azuqueca|La Solana;Azuqueca;La Solana;17:30;STEAM;1;2.08;2.19;-0.0502;0.7;0.0502;83;flat;1.0;loss;-1.0;2026-02-08T12:38:50.433557;Steam move: odds dropped -5.0% | Sustained odds drop: 2.19 → 2.08 (-5.0%) | Other outcomes rising while this drops — market consensus | 83 snapshots — robust data
2026-02-08T12:38:49.704948;Caudal Deportivo|L'Entregu;Caudal Deportivo;L'Entregu;17:30;STEAM;1;1.55;1.67;-0.0719;0.7;0.0719;173;flat;1.0;;;;Steam move: odds dropped -7.2% | Sustained odds drop: 1.67 → 1.55 (-7.2%) | Other outcomes rising while this drops — market consensus | 173 snapshots — robust data
2026-02-08T12:38:49.707577;Guediawaye|Mbour;Guediawaye;Mbour;17:30;STEAM;2;2.49;2.65;-0.0604;0.7;0.0604;174;flat;1.0;;;;Steam move: odds dropped -6.0% | Sustained odds drop: 2.65 → 2.49 (-6.0%) | Other outcomes rising while this drops — market consensus | 174 snapshots — robust data
2026-02-08T12:38:49.711390;Herbania|Arucas;Herbania;Arucas;17:30;STEAM;2;2.48;2.71;-0.0849;0.7;0.0849;110;flat;1.0;loss;-1.0;2026-02-08T12:38:50.436548;Steam move: odds dropped -8.5% | Sustained odds drop: 2.71 → 2.48 (-8.5%) | Strong drop >8% | 110 snapshots — robust data
2026-02-08T12:38:49.714722;Pergolettese|Trento;Pergolettese;Trento;17:30;STEAM;2;2.05;2.16;-0.0509;0.7;0.0509;100;flat;1.0;win;1.05;2026-02-08T12:38:50.437119;Steam move: odds dropped -5.1% | Sustained odds drop: 2.16 → 2.05 (-5.1%) | Other outcomes rising while this drops — market consensus | 100 snapshots — robust data
2026-02-08T12:38:49.717810;Atletico de Porcuna|Mancha;Atletico de Porcuna;Mancha;18:00;STEAM;1;1.94;2.09;-0.0718;0.7;0.0718;42;flat;1.0;;;;Steam move: odds dropped -7.2% | Sustained odds drop: 2.09 → 1.94 (-7.2%) | Other outcomes rising while this drops — market consensus | 42 snapshots — robust data
2026-02-08T12:38:49.720626;Besiktas|Alanyaspor;Besiktas;Alanyaspor;18:00;STEAM;1;1.5;1.58;-0.0506;0.7;0.0506;173;flat;1.0;;;;Steam move: odds dropped -5.1% | Sustained odds drop: 1.58 → 1.50 (-5.1%) | Other outcomes rising while this drops — market consensus | 173 snapshots — robust data
2026-02-08T12:38:49.724557;Bnei Yehuda|H. Akko;Bnei Yehuda;H. Akko;18:00;STEAM;1;1.78;1.93;-0.0777;0.7;0.0777;42;flat;1.0;;;;Steam move: odds dropped -7.8% | Sustained odds drop: 1.93 → 1.78 (-7.8%) | Other outcomes rising while this drops — market consensus | 42 snapshots — robust data
2026-02-08T12:38:49.727078;Dinan|La Roche;Dinan;La Roche;18:00;STEAM;2;2.17;2.3;-0.0565;0.7;0.0565;101;flat;1.0;win;1.17;2026-02-08T12:38:50.442564;Steam move: odds dropped -5.7% | Sustained odds drop: 2.30 → 2.17 (-5.7%) | Other outcomes rising while this drops — market consensus | 101 snapshots — robust data
2026-02-08T12:38:49.729760;SD Logrones|Sestao;SD Logrones;Sestao;18:00;STEAM;2;2.26;2.49;-0.0924;0.7;0.0924;100;flat;1.0;loss;-1.0;2026-02-08T12:38:50.444425;Steam move: odds dropped -9.2% | Sustained odds drop: 2.49 → 2.26 (-9.2%) | Strong drop >8% | 100 snapshots — robust data
2026-02-08T12:38:49.732973;Club Brugge KV|St. Liege;Club Brugge KV;St. Liege;18:30;STEAM;1;1.26;1.35;-0.0667;0.7;0.0667;173;flat;1.0;;;;Steam move: odds dropped -6.7% | Sustained odds drop: 1.35 → 1.26 (-6.7%) | Other outcomes rising while this drops — market consensus | 173 snapshots — robust data
2026-02-08T12:38:49.735702;Newcastle|Brentford;Newcastle;Brentford;18:30;STEAM;1;1.92;2.08;-0.0769;0.7;0.0769;95;flat;1.0;loss;-1.0;2026-02-08T12:38:50.446090;Steam move: odds dropped -7.7% | Sustained odds drop: 2.08 → 1.92 (-7.7%) | Other outcomes rising while this drops — market consensus | 95 snapshots — robust data
2026-02-08T12:38:49.739223;Hamrun|Naxxar;Hamrun;Naxxar;19:00;STEAM;1;1.22;1.31;-0.0687;0.7;0.0687;92;flat;1.0;win;0.22;2026-02-08T12:38:50.448668;Steam move: odds dropped -6.9% | Sustained odds drop: 1.31 → 1.22 (-6.9%) | Other outcomes rising while this drops — market consensus | 92 snapshots — robust data
2026-02-08T12:38:49.743038;Goiatuba|Atletico GO;Goiatuba;Atletico GO;20:00;STEAM;2;1.65;1.79;-0.0782;0.7;0.0782;83;flat;1.0;loss;-1.0;2026-02-08T12:38:50.450541;Steam move: odds dropped -7.8% | Sustained odds drop: 1.79 → 1.65 (-7.8%) | Other outcomes rising while this drops — market consensus | 83 snapshots — robust data
2026-02-08T12:38:49.745589;Palmeiras W|Corinthians W;Palmeiras W;Corinthians W;20:00;STEAM;1;2.37;2.52;-0.0595;0.7;0.0595;74;flat;1.0;win;1.37;2026-02-08T12:38:50.451391;Steam move: odds dropped -5.9% | Sustained odds drop: 2.52 → 2.37 (-5.9%) | Other outcomes rising while this drops — market consensus | 74 snapshots — robust data
2026-02-08T12:38:49.748047;Ferroviario|Iguatu;Ferroviario;Iguatu;20:30;STEAM;1;1.93;2.04;-0.0539;0.7;0.0539;79;flat;1.0;win;0.93;2026-02-08T12:38:50.451971;Steam move: odds dropped -5.4% | Sustained odds drop: 2.04 → 1.93 (-5.4%) | Other outcomes rising while this drops — market consensus | 79 snapshots — robust data
2026-02-08T12:38:49.750949;Aldosivi|Rosario Central;Aldosivi;Rosario Central;21:00;STEAM;2;2.01;2.16;-0.0694;0.7;0.0694;78;flat;1.0;loss;-1.0;2026-02-08T12:38:50.452683;Steam move: odds dropped -6.9% | Sustained odds drop: 2.16 → 2.01 (-6.9%) | Other outcomes rising while this drops — market consensus | 78 snapshots — robust data
2026-02-08T12:38:49.753600;Racing United|Montego Bay;Racing United;Montego Bay;21:00;STEAM;2;2.41;2.66;-0.094;0.7;0.094;173;flat;1.0;;;;Steam move: odds dropped -9.4% | Sustained odds drop: 2.66 → 2.41 (-9.4%) | Strong drop >8% | 173 snapshots — robust data
2026-02-08T12:38:49.757129;Sittard|Sparta Rotterdam;Sittard;Sparta Rotterdam;21:00;STEAM;2;2.3;2.49;-0.0763;0.7;0.0763;77;flat;1.0;loss;-1.0;2026-02-08T12:38:50.456415;Steam move: odds dropped -7.6% | Sustained odds drop: 2.49 → 2.30 (-7.6%) | Other outcomes rising while this drops — market consensus | 77 snapshots — robust data
2026-02-08T12:38:49.760017;Amazonas|Nacional-AM;Amazonas;Nacional-AM;22:00;STEAM;1;1.84;1.96;-0.0612;0.7;0.0612;154;flat;1.0;;;;Steam move: odds dropped -6.1% | Sustained odds drop: 1.96 → 1.84 (-6.1%) | Other outcomes rising while this drops — market consensus | 154 snapshots — robust data
2026-02-08T12:38:49.762824;Ceara|Fortaleza;Ceara;Fortaleza;22:00;STEAM;1;2.2;2.46;-0.1057;0.7;0.1057;172;flat;1.0;;;;Steam move: odds dropped -10.6% | Sustained odds drop: 2.46 → 2.20 (-10.6%) | Strong drop >8% | 172 snapshots — robust data
2026-02-08T12:38:49.766022;Santa Cruz|Decisao;Santa Cruz;Decisao;22:00;STEAM;1;1.37;1.45;-0.0552;0.7;0.0552;159;flat;1.0;;;;Steam move: odds dropped -5.5% | Sustained odds drop: 1.45 → 1.37 (-5.5%) | Other outcomes rising while this drops — market consensus | 159 snapshots — robust data
2026-02-08T12:38:49.768834;Atletico-MG|Athletic Club;Atletico-MG;Athletic Club;22:30;STEAM;1;1.38;1.46;-0.0548;0.7;0.0548;82;flat;1.0;;;;Steam move: odds dropped -5.5% | Sustained odds drop: 1.46 → 1.38 (-5.5%) | Other outcomes rising while this drops — market consensus | 82 snapshots — robust data
2026-02-08T12:38:49.771451;Azuriz|Operario-PR;Azuriz;Operario-PR;22:30;STEAM;2;2.11;2.9;-0.2724;0.7;0.2724;172;flat;1.0;;;;Steam move: odds dropped -27.2% | Sustained odds drop: 2.90 → 2.11 (-27.2%) | Strong drop >8% | 172 snapshots — robust data
2026-02-08T12:38:49.784001;Rubio Nu|Sportivo Trinidense;Rubio Nu;Sportivo Trinidense;22:30;STEAM;2;2.46;2.71;-0.0923;0.7;0.0923;82;flat;1.0;;;;Steam move: odds dropped -9.2% | Sustained odds drop: 2.71 → 2.46 (-9.2%) | Strong drop >8% | 82 snapshots — robust data
2026-02-08T12:38:49.787542;CD Marino|Mensajero;CD Marino;Mensajero;13:30;STEAM;1;2.12;2.24;-0.0536;0.55;0.0536;114;flat;1.0;;;;Steam move: odds dropped -5.4% | Sustained odds drop: 2.24 → 2.12 (-5.4%) | 114 snapshots — robust data
2026-02-08T12:38:49.791132;CS Sfaxien|Club Africain;CS Sfaxien;Club Africain;14:00;STEAM;X;2.44;2.59;-0.0579;0.55;0.0579;211;flat;1.0;;;;Steam move: odds dropped -5.8% | Sustained odds drop: 2.59 → 2.44 (-5.8%) | 211 snapshots — robust data
2026-02-08T12:38:49.799967;Muhanga|Gasogi United;Muhanga;Gasogi United;14:00;STEAM;2;2.04;2.21;-0.0769;0.55;0.0769;211;flat;1.0;;;;Steam move: odds dropped -7.7% | Sustained odds drop: 2.21 → 2.04 (-7.7%) | 211 snapshots — robust data
2026-02-08T12:38:49.802832;Bahla|Al-Samail;Bahla;Al-Samail;14:20;STEAM;1;2.0;2.12;-0.0566;0.55;0.0566;218;flat;1.0;;;;Steam move: odds dropped -5.7% | Sustained odds drop: 2.12 → 2.00 (-5.7%) | 218 snapshots — robust data
2026-02-08T12:38:49.805631;Rouisset|Constantine;Rouisset;Constantine;15:00;STEAM;1;2.46;2.62;-0.0611;0.55;0.0611;179;flat;1.0;;;;Steam move: odds dropped -6.1% | Sustained odds drop: 2.62 → 2.46 (-6.1%) | 179 snapshots — robust data
2026-02-08T12:38:49.813813;FC Alpendorada|Leca;FC Alpendorada;Leca;16:00;STEAM;2;2.33;2.52;-0.0754;0.55;0.0754;176;flat;1.0;;;;Steam move: odds dropped -7.5% | Sustained odds drop: 2.52 → 2.33 (-7.5%) | 176 snapshots — robust data
2026-02-08T12:38:49.818113;Flora W (Est)|RFS W (Lat);Flora W (Est);RFS W (Lat);16:00;STEAM;1;1.48;1.57;-0.0573;0.55;0.0573;175;flat;1.0;;;;Steam move: odds dropped -5.7% | Sustained odds drop: 1.57 → 1.48 (-5.7%) | 175 snapshots — robust data
2026-02-08T12:38:49.821273;Francs Borains|RWDM Brussels;Francs Borains;RWDM Brussels;16:00;STEAM;1;2.12;2.3;-0.0783;0.55;0.0783;177;flat;1.0;;;;Steam move: odds dropped -7.8% | Sustained odds drop: 2.30 → 2.12 (-7.8%) | 177 snapshots — robust data
2026-02-08T12:38:49.824073;Leonesa B|Arandina;Leonesa B;Arandina;16:00;STEAM;1;2.28;2.42;-0.0579;0.55;0.0579;102;flat;1.0;win;1.28;2026-02-08T12:38:50.503478;Steam move: odds dropped -5.8% | Sustained odds drop: 2.42 → 2.28 (-5.8%) | 102 snapshots — robust data
2026-02-08T12:38:49.832801;Al Taawon|Al Khaleej;Al Taawon;Al Khaleej;16:30;STEAM;2;2.49;2.69;-0.0743;0.55;0.0743;102;flat;1.0;loss;-1.0;2026-02-08T12:38:50.507481;Steam move: odds dropped -7.4% | Sustained odds drop: 2.69 → 2.49 (-7.4%) | 102 snapshots — robust data
2026-02-08T12:38:49.839644;CD Mojados|Becerril;CD Mojados;Becerril;16:30;STEAM;2;2.22;2.37;-0.0633;0.55;0.0633;102;flat;1.0;loss;-1.0;2026-02-08T12:38:50.508510;Steam move: odds dropped -6.3% | Sustained odds drop: 2.37 → 2.22 (-6.3%) | 102 snapshots — robust data
2026-02-08T12:38:49.845723;Yeclano|Deportiva Minera;Yeclano;Deportiva Minera;17:00;STEAM;1;2.19;2.32;-0.056;0.55;0.056;174;flat;1.0;;;;Steam move: odds dropped -5.6% | Sustained odds drop: 2.32 → 2.19 (-5.6%) | 174 snapshots — robust data
2026-02-08T12:38:49.849909;Teungueth|Dakar SC;Teungueth;Dakar SC;17:30;STEAM;X;2.41;2.57;-0.0623;0.55;0.0623;174;flat;1.0;;;;Steam move: odds dropped -6.2% | Sustained odds drop: 2.57 → 2.41 (-6.2%) | 174 snapshots — robust data
2026-02-08T12:38:49.858582;Zaragoza|Eibar;Zaragoza;Eibar;18:30;STEAM;2;2.25;2.38;-0.0546;0.55;0.0546;97;flat;1.0;loss;-1.0;2026-02-08T12:38:50.515252;Steam move: odds dropped -5.5% | Sustained odds drop: 2.38 → 2.25 (-5.5%) | 97 snapshots — robust data
2026-02-08T12:38:49.870543;Gozzano|Derthona FbC;Gozzano;Derthona FbC;14:30;SUSTAINED_DROP;1;2.22;2.42;-0.0826;0.4;0.0826;208;flat;1.0;;;;Sustained odds drop: 2.42 → 2.22 (-8.3%) | Strong drop >8% | 208 snapshots — robust data
2026-02-08T12:38:49.873406;Zalgiris (Ltu)|Hegelmann (Ltu);Zalgiris (Ltu);Hegelmann (Ltu);15:15;SUSTAINED_DROP;1;1.96;2.42;-0.1901;0.4;0.1901;177;flat;1.0;;;;Sustained odds drop: 2.42 → 1.96 (-19.0%) | Strong drop >8% | 177 snapshots — robust data
2026-02-08T12:38:49.895718;Rio Ave W|Racing Power W;Rio Ave W;Racing Power W;16:00;SUSTAINED_DROP;1;2.43;4.44;-0.4527;0.4;0.4527;176;flat;1.0;;;;Sustained odds drop: 4.44 → 2.43 (-45.3%) | Strong drop >8% | 176 snapshots — robust data
2026-02-08T12:38:49.900390;Afyonspor|Balikesirspor;Afyonspor;Balikesirspor;13:00;MIXED;2;1.34;1.37;-0.0219;0.3;0.0219;71;flat;1.0;;;;Other outcomes rising while this drops — market consensus | Only 22 min to kick-off — late data is more reliable | 71 snapshots — robust data
2026-02-08T12:38:49.903344;Bali United|Persebaya;Bali United;Persebaya;13:00;MIXED;1;2.08;2.15;-0.0326;0.3;0.0326;176;flat;1.0;loss;-1.0;2026-02-08T12:38:50.529102;Other outcomes rising while this drops — market consensus | Only 22 min to kick-off — late data is more reliable | 176 snapshots — robust data
2026-02-08T12:38:49.913389;FK Panevezys (Ltu)|Metta (Lat);FK Panevezys (Ltu);Metta (Lat);13:00;MIXED;1;1.52;1.58;-0.038;0.3;0.038;179;flat;1.0;win;0.52;2026-02-08T12:38:50.530472;Other outcomes rising while this drops — market consensus | Only 22 min to kick-off — late data is more reliable | 179 snapshots — robust data
2026-02-08T12:38:49.917070;Sabah Baku|Araz;Sabah Baku;Araz;13:00;MIXED;1;1.42;1.49;-0.047;0.3;0.047;217;flat;1.0;;;;Other outcomes rising while this drops — market consensus | Only 22 min to kick-off — late data is more reliable | 217 snapshots — robust data
2026-02-08T12:38:49.955002;Swansea|Sheffield Wed;Swansea;Sheffield Wed;13:01;MIXED;1;1.24;1.29;-0.0388;0.3;0.0388;215;flat;1.0;;;;Other outcomes rising while this drops — market consensus | Only 23 min to kick-off — late data is more reliable | 215 snapshots — robust data
2026-02-08T12:38:49.963734;Leuven B|Tienen;Leuven B;Tienen;15:00;SUSTAINED_DROP;1;2.14;2.3;-0.0696;0.25;0.0696;179;flat;1.0;;;;Sustained odds drop: 2.30 → 2.14 (-7.0%) | 179 snapshots — robust data
2026-02-08T12:38:49.968654;Teungueth|Dakar SC;Teungueth;Dakar SC;17:30;SUSTAINED_DROP;1;2.41;2.58;-0.0659;0.25;0.0659;174;flat;1.0;;;;Sustained odds drop: 2.58 → 2.41 (-6.6%) | 174 snapshots — robust data
