match_id;home;away;country;league;kick_off;match_date;market;predicted_outcome;score;signal_type;close_odds;pct_change;breakdown;n_snapshots;open_overround;close_overround;kelly_pct;suggested_eur;est_winprob
A. Italiano|D. Concepcion;A. Italiano;D. Concepcion;Chile;Liga de Primera;00:00;2026-03-14;X;DRAW;90;NEGLECT_UP;3.4;2.1021021021020974;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);126;104.4;104.2;5.5;20;0.449
Botafogo RJ|Flamengo RJ;Botafogo RJ;Flamengo RJ;Brazil;Serie A Betano;00:30;2026-03-15;1;HOME;90;NEGLECT_UP;3.6;1.1235955056179785;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);127;103.8;103.3;5.9;20;0.449
Central Coast Mariners|Adelaide United;Central Coast Mariners;Adelaide United;Australia;A-League;05:00;2026-03-14;2;AWAY;90;NEGLECT_UP;2.3;1.3215859030836918;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);127;102.4;101.7;0.6;20;0.449
Gwangju FC|Jeonbuk;Gwangju FC;Jeonbuk;South Korea;K League 1;06:00;2026-03-14;2;AWAY;90;NEGLECT_UP;2.25;1.8099547511312233;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);127;104.8;103.9;0.2;20;0.449
Kashiwa Reysol|Machida;Kashiwa Reysol;Machida;Japan;J1 League;06:00;2026-03-14;1;HOME;90;NEGLECT_UP;2.1;1.9417475728155356;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);127;103.6;102.9;0;20;0.449
Nagoya Grampus|Vissel Kobe;Nagoya Grampus;Vissel Kobe;Japan;J1 League;06:00;2026-03-14;2;AWAY;90;NEGLECT_UP;2.31;1.3157894736842215;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);127;103.3;103.9;0.7;20;0.449
Shimizu S-Pulse|Okayama;Shimizu S-Pulse;Okayama;Japan;J1 League;06:00;2026-03-14;2;AWAY;90;CORRECTION_UP;3.12;0.6451612903225812;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);127;104.1;103.9;4.7;20;0.449
Brisbane Roar|WS Wanderers;Brisbane Roar;WS Wanderers;Australia;A-League;09:00;2026-03-13;2;AWAY;90;NEGLECT_UP;2.4;1.2658227848101182;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);127;103.3;102.7;1.4;20;0.449
Notts Co|Chesterfield;Notts Co;Chesterfield;England;League Two;13:30;2026-03-14;1;HOME;90;DRIFT_UP;2.11;0.956937799043063;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);127;105.8;105.5;0;20;0.449
Schalke|Hannover;Schalke;Hannover;Germany;2. Bundesliga;13:30;2026-03-15;2;AWAY;90;CORRECTION_UP;3.02;0.6666666666666672;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);126;103.3;102.9;4.4;20;0.449
