match_id;home;away;country;league;kick_off;match_date;market;predicted_outcome;score;signal_type;close_odds;pct_change;breakdown;n_snapshots;open_overround;close_overround;kelly_pct;suggested_eur;est_winprob
Ksar|SNIM;Ksar;SNIM;Mauritania;Ligue 1;00:59;2026-03-08;2;AWAY;90;NEGLECT_UP;2.02;1.5075376884422125;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);44;110.1;109.2;0;20;0.449
Gremio|Bragantino;Gremio;Bragantino;Brazil;Serie A Betano;01:30;2026-03-13;1;HOME;90;NEGLECT_UP;2.06;1.4778325123152833;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);46;100.1;100.1;0;20;0.449
Sarmiento Junin|Racing Club;Sarmiento Junin;Racing Club;Argentina;Liga Profesional;02:00;2026-03-11;1;HOME;90;NEGLECT_UP;4.0;2.5641025641025665;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);102;104.0;103.4;6.6;20;0.449
El Paso|Colorado Springs;El Paso;Colorado Springs;USA;USL Championship;03:00;2026-03-08;1;HOME;90;CORRECTION_UP;2.51;0.8032128514056053;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);120;105.3;104.3;2.1;20;0.449
Central Coast Mariners|Adelaide United;Central Coast Mariners;Adelaide United;Australia;A-League;05:00;2026-03-14;1;HOME;90;CORRECTION_UP;3.12;0.6451612903225812;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);15;101.3;101.1;4.7;20;0.449
Gimcheon Sangmu|Jeonbuk;Gimcheon Sangmu;Jeonbuk;South Korea;K League 1;06:00;2026-03-08;1;HOME;90;NEGLECT_UP;2.88;1.4084507042253533;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);120;104.0;103.3;3.9;20;0.449
Tekstilshtik|Sibir Novosibirsk;Tekstilshtik;Sibir Novosibirsk;Russia;FNL 2 - Division A Gold;12:00;2026-03-08;2;AWAY;90;NEGLECT_UP;3.6;1.4084507042253596;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);93;110.1;110.1;5.9;20;0.449
Elfsborg|Sirius;Elfsborg;Sirius;Sweden;Svenska Cupen;13:00;2026-03-08;1;HOME;90;NEGLECT_UP;2.75;2.6119402985074567;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);50;105.6;105.5;3.4;20;0.449
Bugesera|Kiyovu;Bugesera;Kiyovu;Rwanda;Premier League;14:00;2026-03-07;2;AWAY;90;NEGLECT_UP;2.63;1.1538461538461462;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);37;108.0;107.6;2.8;20;0.449
Itapirense|EC Sao Bernardo;Itapirense;EC Sao Bernardo;Brazil;Paulista A3;14:00;2026-03-08;1;HOME;90;CORRECTION_UP;3.17;0.6349206349206356;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);99;110.1;109.9;4.9;20;0.449
Musanze|Mukura Victory Sports;Musanze;Mukura Victory Sports;Rwanda;Premier League;14:00;2026-03-07;1;HOME;90;NEGLECT_UP;2.85;1.7857142857142954;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);37;107.7;106.9;3.8;20;0.449
Rio Claro|Bandeirante;Rio Claro;Bandeirante;Brazil;Paulista A3;14:00;2026-03-08;X;DRAW;90;NEGLECT_UP;3.68;1.0989010989010999;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);99;110.1;110.2;6.1;20;0.449
Volgar-Astrakhan|Mashuk;Volgar-Astrakhan;Mashuk;Russia;FNL 2 - Division A Gold;14:00;2026-03-08;1;HOME;90;NEGLECT_UP;2.35;1.2931034482758728;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);93;108.5;108.6;1.0;20;0.449
Hajdina|Race;Hajdina;Race;Slovenia;3. SNL - East;15:00;2026-03-07;2;AWAY;90;DRIFT_UP;2.6;0.7751937984496131;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);37;108.8;109.3;2.6;20;0.449
Javor|Cukaricki;Javor;Cukaricki;Serbia;Mozzart Bet Super Liga;15:00;2026-03-07;2;AWAY;90;NEGLECT_UP;2.3;2.2222222222222143;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);105;104.1;104.6;0.6;20;0.449
Mantova|Juve Stabia;Mantova;Juve Stabia;Italy;Serie B;15:00;2026-03-08;1;HOME;90;NEGLECT_UP;2.62;2.745098039215698;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);120;102.6;102.4;2.7;20;0.449
Amarante|Trofense;Amarante;Trofense;Portugal;Liga 3;16:00;2026-03-08;X;DRAW;90;NEGLECT_UP;3.0;2.739726027397263;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);120;105.3;104.4;4.3;20;0.449
Sanjoanense|AD Marco 09;Sanjoanense;AD Marco 09;Portugal;Liga 3;16:00;2026-03-08;2;AWAY;90;NEGLECT_UP;2.45;1.2396694214876136;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);120;106.6;106.0;1.7;20;0.449
Petrzalka W|Presov W;Petrzalka W;Presov W;Slovakia;1. Liga Women;17:00;2026-03-07;1;HOME;90;CORRECTION_UP;2.32;0.8695652173913052;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);38;109.8;109.5;0.8;20;0.449
Sturm Graz|Altach;Sturm Graz;Altach;Austria;Bundesliga;17:00;2026-03-08;2;AWAY;90;NEGLECT_UP;3.95;1.282051282051289;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);120;103.6;103.7;6.6;20;0.449
Tudelano|Ebro;Tudelano;Ebro;Spain;Segunda RFEF - Group 2;17:00;2026-03-08;1;HOME;90;NEGLECT_UP;2.02;1.0000000000000009;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);82;108.0;108.2;0;20;0.449
Stuttgart|FC Porto;Stuttgart;FC Porto;Europe;Europa League;18:45;2026-03-12;2;AWAY;90;NEGLECT_UP;3.58;2.285714285714288;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);102;101.8;101.2;5.9;20;0.449
AIK|Hacken;AIK;Hacken;Sweden;Svenska Cupen;19:00;2026-03-09;X;DRAW;90;NEGLECT_UP;3.5;1.4492753623188355;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);27;105.0;105.3;5.7;20;0.449
Al Fujairah|Emirates Club;Al Fujairah;Emirates Club;United Arab Emirates;Division 1;19:00;2026-03-07;2;AWAY;90;NEGLECT_UP;3.15;1.6129032258064457;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);37;105.3;105.2;4.8;20;0.449
Diyala|Al Kahraba;Diyala;Al Kahraba;Iraq;Stars League;19:00;2026-03-07;1;HOME;90;NEGLECT_UP;2.15;1.415094339622632;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);47;107.5;106.8;0;20;0.449
Brooklyn|Indy Eleven;Brooklyn;Indy Eleven;USA;USL Championship;20:00;2026-03-08;2;AWAY;90;NEGLECT_UP;3.5;1.4492753623188355;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);120;107.6;107.1;5.7;20;0.449
Oxford Utd|Blackburn;Oxford Utd;Blackburn;England;Championship;20:45;2026-03-11;2;AWAY;90;CORRECTION_UP;2.62;0.7692307692307698;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);102;104.5;104.2;2.7;20;0.449
Stevenage|Leyton Orient;Stevenage;Leyton Orient;England;League One;20:45;2026-03-10;X;DRAW;90;CORRECTION_UP;3.28;0.6134969325153381;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);101;104.7;105.4;5.2;20;0.449
Celta Vigo|Lyon;Celta Vigo;Lyon;Europe;Europa League;21:00;2026-03-12;1;HOME;90;NEGLECT_UP;2.19;1.8604651162790715;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);102;102.1;101.3;0;20;0.449
Paysandu PA|Remo;Paysandu PA;Remo;Brazil;Paraense;21:00;2026-03-08;1;HOME;90;DRIFT_UP;3.5;0.5747126436781614;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);120;108.1;108.2;5.7;20;0.449
Platense|Velez Sarsfield;Platense;Velez Sarsfield;Argentina;Liga Profesional;21:00;2026-03-14;2;AWAY;90;CORRECTION_UP;2.87;0.7017543859649129;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);15;105.5;105.8;3.9;20;0.449
Lara|Yaracuyanos;Lara;Yaracuyanos;Venezuela;Liga FUTVE 2;22:00;2026-03-07;2;AWAY;90;NEGLECT_UP;2.54;2.0080321285140488;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);38;108.6;107.7;2.3;20;0.449
Atletico-MG|Internacional;Atletico-MG;Internacional;Brazil;Serie A Betano;23:00;2026-03-11;1;HOME;90;NEGLECT_UP;2.04;3.030303030303033;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);102;103.5;102.8;0;20;0.449
