match_id;home;away;country;league;kick_off;match_date;market;predicted_outcome;score;signal_type;close_odds;pct_change;breakdown;n_snapshots;open_overround;close_overround;kelly_pct;suggested_eur;est_winprob
Mirassol|Santos;Mirassol;Santos;Brazil;Serie A Betano;01:30;2026-03-11;1;HOME;90;NEGLECT_UP;2.06;1.4778325123152833;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);70;103.2;102.6;0;20;0.449
Alianza Lima|FBC Melgar;Alianza Lima;FBC Melgar;Peru;Liga 1;02:30;2026-03-10;X;DRAW;90;NEGLECT_UP;3.7;1.3698630136986376;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);69;105.9;105.4;6.1;20;0.449
Central Coast Mariners|Adelaide United;Central Coast Mariners;Adelaide United;Australia;A-League;05:00;2026-03-14;1;HOME;90;CORRECTION_UP;3.12;0.6451612903225812;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);39;101.3;101.8;4.7;20;0.449
Real Aviles|Zamora;Real Aviles;Zamora;Spain;Primera RFEF - Group 1;12:00;2026-03-08;2;AWAY;90;NEGLECT_UP;2.61;1.9531249999999931;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);135;104.7;104.9;2.7;20;0.449
Real Madrid C|Tenerife B;Real Madrid C;Tenerife B;Spain;Segunda RFEF - Group 5;12:00;2026-03-08;X;DRAW;90;NEGLECT_UP;3.5;2.941176470588238;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);135;105.7;105.4;5.7;20;0.449
Zaragoza B|Basconia;Zaragoza B;Basconia;Spain;Segunda RFEF - Group 2;12:00;2026-03-08;X;DRAW;90;NEGLECT_UP;3.53;2.9154518950437214;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);135;106.9;106.3;5.8;20;0.449
El Palo|Huetor Vega;El Palo;Huetor Vega;Spain;Tercera RFEF - Group 9;12:30;2026-03-08;1;HOME;90;CORRECTION_UP;2.54;0.7936507936507943;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);12;108.4;108.4;2.3;20;0.449
Muang Thong Utd|Uthai Thani;Muang Thong Utd;Uthai Thani;Thailand;Thai League 1;12:30;2026-03-14;2;AWAY;90;CORRECTION_UP;2.92;0.6896551724137937;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);20;107.5;106.7;4.1;20;0.449
Buriram (Tha)|Melbourne City (Aus);Buriram (Tha);Melbourne City (Aus);Asia;AFC Champions League;13:15;2026-03-10;X;DRAW;90;NEGLECT_UP;3.66;2.8089887640449462;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);50;104.6;104.0;6.0;20;0.449
CSKA Sofia II|Pirin Blagoevgrad;CSKA Sofia II;Pirin Blagoevgrad;Bulgaria;Vtora liga;14:30;2026-03-09;X;DRAW;90;NEGLECT_UP;3.45;2.9850746268656745;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);78;108.4;107.7;5.6;20;0.449
NK Smartno|Brezice;NK Smartno;Brezice;Slovenia;3. SNL - East;15:00;2026-03-08;1;HOME;90;CORRECTION_UP;2.3;0.8771929824561412;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);12;108.8;108.5;0.6;20;0.449
Amarante|Trofense;Amarante;Trofense;Portugal;Liga 3;16:00;2026-03-08;X;DRAW;90;NEGLECT_UP;3.0;4.1666666666666705;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);135;105.8;104.8;4.3;20;0.449
Crewe|Walsall;Crewe;Walsall;England;League Two;16:00;2026-03-14;1;HOME;90;CORRECTION_UP;2.32;0.8695652173913052;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);13;105.5;105.8;0.8;20;0.449
Leyton Orient|Peterborough;Leyton Orient;Peterborough;England;League One;16:00;2026-03-14;1;HOME;90;CORRECTION_UP;2.22;0.9090909090909097;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);12;105.8;105.1;0;20;0.449
RAC Casablanca|Chabab Atlas Khenifra;RAC Casablanca;Chabab Atlas Khenifra;Morocco;Botola 2;16:00;2026-03-07;1;HOME;90;CORRECTION_UP;2.35;0.858369098712447;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);54;108.8;108.4;1.0;20;0.449
USM Oujda|Raja Beni Mellal;USM Oujda;Raja Beni Mellal;Morocco;Botola 2;16:00;2026-03-08;2;AWAY;90;CORRECTION_UP;3.26;0.6172839506172707;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);12;106.4;106.2;5.1;20;0.449
Diamond Stars|Old Edwardians;Diamond Stars;Old Edwardians;Sierra Leone;Premier League;17:15;2026-03-08;X;DRAW;90;NEGLECT_UP;2.95;1.7241379310344922;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);25;108.5;108.9;4.2;20;0.449
