match_id;home;away;country;league;kick_off;match_date;market;predicted_outcome;score;signal_type;close_odds;pct_change;breakdown;n_snapshots;open_overround;close_overround;kelly_pct;suggested_eur;est_winprob
Brooklyn|Hartford Athletic;Brooklyn;Hartford Athletic;USA;USL Championship;00:00;2026-03-22;X;DRAW;90;CORRECTION_UP;3.52;0.571428571428572;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);30;107.2;106.7;5.8;20;0.449
Indy Eleven|Detroit;Indy Eleven;Detroit;USA;USL Championship;00:00;2026-03-22;X;DRAW;90;CORRECTION_UP;3.2;0.9463722397476418;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);78;107.0;106.5;5.0;20;0.449
Pachuca|Toluca;Pachuca;Toluca;Mexico;Liga MX;00:00;2026-03-23;1;HOME;90;NEGLECT_UP;3.9;1.0362694300518145;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);58;103.6;103.8;6.5;20;0.449
Santos Laguna|Puebla;Santos Laguna;Puebla;Mexico;Liga MX;00:00;2026-03-23;X;DRAW;90;NEGLECT_UP;3.6;2.85714285714286;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);58;103.8;103.1;5.9;20;0.449
Tapatio|Atl. Morelia;Tapatio;Atl. Morelia;Mexico;Liga de Expansion MX;00:00;2026-03-23;X;DRAW;90;NEGLECT_UP;3.55;3.801169590643272;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);52;107.0;106.1;5.8;20;0.449
Atlanta Utd|DC United;Atlanta Utd;DC United;USA;MLS;00:30;2026-03-22;1;HOME;90;NEGLECT_UP;2.0;1.010101010101011;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);78;102.4;102.6;0;20;0.449
Libertad Asuncion|Nacional Asuncion;Libertad Asuncion;Nacional Asuncion;Paraguay;Copa de Primera;00:30;2026-03-19;2;AWAY;90;NEGLECT_UP;3.72;1.362397820163495;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);63;105.6;105.5;6.2;20;0.449
FC Tulsa|Las Vegas Lights;FC Tulsa;Las Vegas Lights;USA;USL Championship;01:00;2026-03-22;X;DRAW;90;NEGLECT_UP;3.68;1.0989010989010999;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);79;107.2;106.6;6.1;20;0.449
Defensor Sp.|Nacional;Defensor Sp.;Nacional;Uruguay;Liga AUF Uruguaya;01:30;2026-03-21;1;HOME;90;NEGLECT_UP;3.85;1.3157894736842175;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);53;105.0;105.8;6.4;20;0.449
Vasco|Fluminense;Vasco;Fluminense;Brazil;Serie A Betano;01:30;2026-03-19;2;AWAY;90;CORRECTION_UP;2.46;1.2345679012345598;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);85;104.0;103.2;1.8;20;0.449
Juarez|Tigres UANL;Juarez;Tigres UANL;Mexico;Liga MX;02:00;2026-03-23;1;HOME;90;NEGLECT_UP;3.48;1.1627906976744196;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);61;104.7;103.8;5.7;20;0.449
Phoenix Rising|Oakland Roots;Phoenix Rising;Oakland Roots;USA;USL Championship;03:00;2026-03-22;X;DRAW;90;CORRECTION_UP;3.53;0.8571428571428517;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);78;106.7;106.7;5.8;20;0.449
