match_id;home;away;country;league;kick_off;match_date;market;predicted_outcome;score;signal_type;close_odds;pct_change;breakdown;n_snapshots;open_overround;close_overround;kelly_pct;suggested_eur;est_winprob
A. Italiano|D. Concepcion;A. Italiano;D. Concepcion;Chile;Liga de Primera;00:00;2026-03-14;X;DRAW;90;NEGLECT_UP;3.4;3.030303030303033;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);105;104.7;104.2;5.5;20;0.449
Botafogo RJ|Flamengo RJ;Botafogo RJ;Flamengo RJ;Brazil;Serie A Betano;00:30;2026-03-15;1;HOME;90;NEGLECT_UP;3.6;1.1235955056179785;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);105;103.8;103.7;5.9;20;0.449
Botafogo RJ|Barcelona SC;Botafogo RJ;Barcelona SC;South America;Copa Libertadores;01:30;2026-03-11;X;DRAW;90;NEGLECT_UP;3.75;2.459016393442619;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);100;103.4;103.5;6.2;20;0.449
Atl. Tucuman|Aldosivi;Atl. Tucuman;Aldosivi;Argentina;Liga Profesional;02:00;2026-03-12;X;DRAW;90;NEGLECT_UP;3.25;1.5624999999999944;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);105;103.9;103.6;5.1;20;0.449
UNAM Pumas|Cruz Azul;UNAM Pumas;Cruz Azul;Mexico;Liga MX;04:10;2026-03-15;X;DRAW;90;NEGLECT_UP;3.6;2.564102564102573;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);105;104.5;103.7;5.9;20;0.449
Kashiwa Reysol|Machida;Kashiwa Reysol;Machida;Japan;J1 League;06:00;2026-03-14;1;HOME;90;NEGLECT_UP;2.1;1.9417475728155356;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);105;103.6;102.9;0;20;0.449
Kyoto|Cerezo Osaka;Kyoto;Cerezo Osaka;Japan;J1 League;06:00;2026-03-14;1;HOME;90;CORRECTION_UP;2.1;0.9615384615384623;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);105;104.0;104.0;0;20;0.449
Nagoya Grampus|Vissel Kobe;Nagoya Grampus;Vissel Kobe;Japan;J1 League;06:00;2026-03-14;2;AWAY;90;NEGLECT_UP;2.31;2.6666666666666687;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);105;103.9;103.9;0.7;20;0.449
First Vienna|Austria Vienna (Am);First Vienna;Austria Vienna (Am);Austria;2. Liga;10:30;2026-03-15;X;DRAW;90;NEGLECT_UP;3.33;2.4615384615384635;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);101;106.5;106.2;5.3;20;0.449
Hutnik Krakow|Podbeskidzie;Hutnik Krakow;Podbeskidzie;Poland;Division 2;13:45;2026-03-14;X;DRAW;90;NEGLECT_UP;3.28;2.1806853582554466;smooth(+20) slow(+15) orc_ok(+15) weak_ctr(+15) not_late(+10) not_fav(+10) sweet(+5);65;112.1;111.9;5.2;20;0.449
